Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,500,78,12382.8,1115.5,2000.1,2001.7,2008.0,2007.6,140.5,281.9,315.5,306.4,15.0,22.4,45.4,45.3,9.0,10.1,9.7,9.7,2424.5,2028.3,396.2,187182.0,156760.2,30421.8,190775.9,159770.0,31005.9
General cargo,123,18,48.1,63.5,1987.3,1989.6,1990.6,1990.9,94.3,237.7,161.2,159.2,14.0,29.9,37.3,37.2,9.0,31.0,26.7,25.8,19.8,16.0,3.9,1506.9,1215.6,291.3,1535.9,1238.9,296.9
Offshore,99,9,17.4,19.1,1979.8,1988.3,1996.5,1990.1,140.8,148.6,146.7,140.7,18.0,60.2,23.2,26.5,9.0,102.4,191.4,131.1,27.0,17.0,10.0,2029.5,1279.0,750.5,2068.4,1303.5,764.9
Ro-Ro,87,8,93.1,102.6,1990.3,1985.6,1990.9,1990.5,149.3,188.2,180.4,190.4,19.0,22.1,39.2,41.0,10.0,28.4,15.3,16.1,56.9,41.3,15.6,4360.1,3170.6,1189.4,4443.8,3231.5,1212.3
Oil tanker,70,22,4257.7,8032.2,2004.4,2008.3,2011.3,2011.5,154.5,2209.9,2186.1,2211.2,19.0,204.3,443.8,441.1,25.5,45.4,74.5,74.7,342.6,250.9,91.7,26389.9,19362.6,7027.2,26896.6,19734.4,7162.1
Service - tug,62,11,4.8,3.0,2003.6,1987.5,2000.6,2000.7,156.2,396.3,270.9,267.3,86.5,106.2,232.0,231.6,15.5,99.9,94.0,98.0,19.1,16.3,2.8,1437.2,1225.6,211.6,1464.8,1249.1,215.6
Ferry-RoPax,48,4,116.2,21.6,1971.2,1978.8,1997.3,1997.0,77.6,780.3,1540.4,1293.7,16.0,110.8,382.9,379.1,7.0,14.5,7.2,7.3,31.4,28.3,3.1,2387.9,2155.0,232.9,2433.7,2196.4,237.3
Container,39,8,79.7,100.5,2006.8,2007.4,2007.3,2007.2,183.5,272.3,210.3,208.4,13.0,25.4,23.7,23.0,7.0,10.4,8.8,8.6,23.0,19.5,3.5,1767.2,1501.7,265.5,1801.2,1530.5,270.6
Vehicle,31,12,109.4,37.3,2002.5,2003.3,2002.8,2002.1,88.2,111.3,128.0,135.3,12.0,15.8,30.7,33.0,7.0,8.2,10.5,10.8,13.2,9.8,3.4,1007.7,752.3,255.4,1027.1,766.8,260.3
Liquefied gas tanker,30,2,233.1,201.8,2007.2,2010.5,2013.4,2013.3,115.6,1057.3,953.3,863.9,23.5,81.5,131.0,129.0,17.0,44.0,65.9,64.9,39.1,29.4,9.7,2700.9,1971.1,729.8,2752.8,2009.0,743.8
Chemical tanker,26,10,440.1,751.0,2012.7,2008.6,2005.9,2005.8,195.0,2027.6,2218.6,2416.2,22.5,226.1,682.8,692.3,18.5,32.7,64.5,65.0,72.8,63.4,9.4,5604.8,4891.5,713.2,5712.4,4985.5,726.9
Miscellaneous - fishing,11,1,0.1,0.1,1955.0,1955.0,1955.0,1955.0,54.8,54.8,55.6,55.6,7.0,7.0,6.7,6.7,21.0,21.0,20.4,20.4,0.9,0.5,0.4,66.6,36.3,30.3,67.9,37.0,30.9
Bulk carrier,8,8,888.5,1660.9,2011.0,2011.0,2008.9,2008.6,2050.8,2196.6,2449.6,2510.5,229.5,232.5,291.9,294.6,72.5,113.6,94.1,93.8,65.6,60.4,5.2,5062.6,4659.7,402.9,5159.8,4749.2,410.7
Refrigerated bulk,7,5,33.5,37.4,2001.1,2001.2,2001.2,2001.2,75.9,389.4,360.2,362.4,12.0,27.8,62.0,62.0,8.0,19.4,41.6,41.7,17.0,13.4,3.6,1294.6,1023.0,271.6,1319.5,1042.6,276.8
Ferry-pax only,2,1,5.6,3.5,2003.0,2003.0,2003.0,2003.0,20320.8,20320.8,20320.8,20320.8,2762.5,2762.5,2761.0,2761.0,8.0,8.0,8.0,8.0,14.6,14.6,0.0,1097.6,1095.8,1.8,1118.6,1116.8,1.8
Service - other,2,2,13.5,15.9,2012.5,2012.5,2012.5,2011.1,8481.0,8481.0,4648.8,3296.0,584.0,584.0,588.7,445.2,218.0,218.0,222.2,94.2,20.7,19.5,1.2,1555.6,1466.1,89.5,1585.5,1494.3,91.2
