Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Hvar,336,64,555.9,162.9,1996.4,1991.9,1998.4,1997.8,719.1,1454.1,489.0,528.9,28.0,78.7,146.7,135.1,25.0,49.6,74.2,72.6,332.8,175.5,157.3,25163.3,13255.9,11907.4,25646.5,13510.4,12136.1
Milna,275,30,360.2,88.7,1997.4,1995.7,1997.6,1998.2,562.3,913.0,1209.1,837.3,31.0,92.1,384.3,338.5,11.0,25.5,21.2,19.3,193.8,151.2,42.6,14684.8,11472.0,3212.8,14966.8,11692.3,3274.5
Split,248,55,710.8,108.0,1997.6,1995.1,1997.4,1997.1,500.7,855.7,450.6,558.8,29.0,133.2,170.6,229.0,9.0,44.4,35.6,39.7,333.1,249.8,83.2,25324.0,19000.0,6324.0,25810.2,19364.8,6445.5
Rijeka Luka,218,55,195.4,152.1,1996.2,1997.6,2000.7,1999.6,199.4,342.5,310.3,283.3,22.5,28.3,40.7,43.1,51.0,86.5,182.1,134.1,117.1,48.4,68.8,8841.7,3668.7,5173.0,9011.5,3739.1,5272.4
Vranjic,184,48,126.1,167.8,2001.8,1995.4,2003.2,2003.5,187.1,427.9,235.4,223.7,21.0,80.9,57.6,43.3,20.0,94.7,46.9,38.0,105.5,61.6,43.9,8001.2,4686.6,3314.6,8154.8,4776.6,3378.2
Gazenica,153,27,585.1,100.9,1992.5,1991.4,2006.4,2004.3,172.9,621.0,247.8,247.3,20.0,85.2,43.6,88.4,10.0,72.0,17.4,33.5,164.0,120.8,43.2,12597.6,9295.8,3301.8,12839.4,9474.3,3365.1
Supetar,133,22,198.8,37.4,2001.7,1991.9,2005.5,2004.9,233.0,1917.7,665.8,659.2,29.0,120.1,694.9,662.8,6.0,264.7,1696.0,1611.4,147.2,87.9,59.3,11051.2,6596.7,4454.5,11263.4,6723.3,4540.1
Rogac,133,19,117.4,25.1,1994.4,1988.6,1994.1,1990.9,183.8,1137.1,500.3,517.0,19.0,234.0,729.3,724.3,30.0,76.7,139.0,140.2,124.5,88.8,35.6,9351.1,6673.4,2677.8,9530.7,6801.5,2729.2
Sveti Kajo,124,37,89.5,108.6,1990.0,1992.6,1994.7,1993.3,268.2,617.3,430.0,402.7,23.0,65.3,108.2,88.6,42.5,152.4,249.2,197.7,99.8,40.4,59.3,7514.6,3047.4,4467.2,7658.9,3105.9,4553.0
Pula,124,39,52.6,24.6,1994.3,1992.6,1997.6,1996.3,251.8,1120.7,424.2,223.9,63.5,175.3,532.2,501.6,27.5,87.9,355.4,279.1,111.4,71.4,40.0,8366.5,5361.1,3005.4,8527.1,5464.0,3063.1
