Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Hvar,301,56,417.1,109.9,1996.9,1992.1,1999.4,1997.2,611.5,1075.3,585.2,682.8,33.0,63.5,105.6,93.4,12.0,95.6,125.3,133.0,264.5,178.0,86.5,19992.1,13460.8,6531.3,20375.9,13719.3,6656.7
Milna,277,32,253.7,59.8,1997.3,1996.4,1999.2,1999.4,606.4,971.3,847.6,539.2,27.0,55.5,74.7,65.1,28.0,90.1,102.6,99.4,185.1,93.5,91.6,13971.4,7053.2,6918.2,14239.6,7188.6,7051.0
Split,264,59,807.9,113.4,1998.0,1994.9,1996.7,1996.7,552.8,910.1,371.1,426.5,27.0,45.9,127.6,115.7,13.0,104.0,84.7,151.3,358.5,187.3,171.2,27284.8,14285.8,12999.0,27808.6,14560.0,13248.6
Rijeka Luka,234,59,302.6,208.1,1997.0,1996.6,2000.0,1999.7,293.5,453.4,349.2,330.0,31.0,123.7,121.9,83.8,13.0,35.9,29.6,36.9,160.1,131.0,29.1,12123.9,9909.6,2214.4,12356.7,10099.8,2256.9
Vranjic,186,45,188.3,245.3,2002.7,1997.4,2002.6,2002.6,227.6,1115.5,332.7,326.1,21.0,112.3,74.3,56.5,22.0,72.6,68.2,60.4,110.7,58.7,52.0,8395.0,4468.0,3927.0,8556.2,4553.8,4002.4
Rogac,133,21,202.8,38.1,1994.4,1988.9,1995.9,1995.8,194.5,2036.0,853.3,771.5,40.0,173.2,802.9,744.9,9.0,307.5,1690.5,1609.0,173.1,109.1,64.0,13021.9,8212.2,4809.7,13271.9,8369.9,4902.0
Supetar,132,22,188.4,37.4,2001.6,1991.4,2004.1,2004.1,183.9,1568.0,627.6,628.8,22.0,156.6,873.6,838.4,19.0,63.0,93.9,96.7,147.4,118.1,29.2,11064.3,8868.8,2195.6,11276.8,9039.0,2237.7
Pula,129,44,84.9,33.8,1993.5,1993.7,1995.6,1999.7,184.0,788.1,361.8,140.2,27.0,166.0,671.3,267.1,32.0,159.0,195.3,203.3,108.9,75.9,33.0,8179.5,5700.2,2479.3,8336.5,5809.6,2526.9
Gazenica,126,26,219.7,44.3,1988.7,1990.2,1997.6,1994.3,137.9,1530.0,423.9,559.7,21.0,266.0,634.9,803.3,16.5,104.4,92.8,140.4,108.6,82.9,25.7,8215.1,6274.4,1940.7,8372.8,6394.8,1978.0
Stari Grad,115,24,512.6,122.6,2000.8,1997.1,1995.4,1995.5,278.2,577.2,1445.3,1190.6,29.0,54.7,523.6,479.9,9.0,77.2,147.0,152.4,195.8,166.3,29.5,14899.2,12678.8,2220.4,15185.3,12922.3,2263.0
Vis,113,33,503.2,106.5,1993.9,1992.8,1990.4,1996.0,474.0,819.6,1757.8,888.0,51.0,84.4,644.6,438.1,10.0,50.8,13.1,26.6,187.6,165.6,22.0,14241.1,12579.2,1661.9,14514.5,12820.7,1693.8
Sveti Kajo,109,26,102.2,132.8,1990.8,1993.4,1990.5,1989.9,446.8,649.5,661.2,685.3,31.0,69.3,199.7,198.3,14.0,55.1,52.1,41.9,60.8,42.9,17.9,4603.5,3250.7,1352.8,4691.9,3313.1,1378.8
Rovinj,107,34,86.1,13.3,1991.6,1992.6,1996.8,1994.3,202.9,402.3,292.7,323.8,47.0,67.9,122.6,619.6,21.0,27.6,19.3,45.2,69.2,49.4,19.8,5234.9,3742.0,1492.9,5335.4,3813.8,1521.6
Bakar,83,13,59.1,86.4,2004.3,1999.7,2006.3,2006.6,179.0,251.2,225.3,225.5,20.0,123.9,36.3,30.0,20.0,61.1,26.1,23.9,48.5,27.4,21.1,3687.0,2087.9,1599.2,3757.8,2127.9,1629.9
Mali Losinj,75,30,49.8,9.6,1986.9,1986.2,1972.9,1975.5,385.5,1023.2,1157.8,576.4,24.0,80.8,273.4,151.7,28.0,105.7,222.9,185.6,39.8,18.6,21.2,2994.2,1395.4,1598.8,3051.7,1422.1,1629.5
Vela Luka,67,32,151.4,97.9,1991.3,1989.4,1996.3,1995.9,260.0,781.2,522.0,416.2,19.0,77.1,145.4,79.7,22.0,41.0,80.4,79.6,58.3,31.8,26.5,4439.0,2416.3,2022.6,4524.2,2462.7,2061.5
