Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,797,389,2949.8,3879.1,1992.5,1996.8,1996.5,1997.4,809.1,927.8,977.6,962.9,84.0,102.6,179.2,181.0,34.0,65.2,68.6,70.4,769.9,654.8,115.1,58716.8,50044.0,8672.8,59844.2,51004.9,8839.3
Cruise,455,71,8468.8,884.3,2001.1,2000.5,2001.2,2000.8,227.8,348.3,354.3,355.3,18.0,30.0,41.7,42.6,10.0,15.8,13.5,13.6,2285.8,1783.1,502.7,176859.3,138013.3,38846.0,180255.0,140663.1,39591.9
Container,363,84,6213.6,6758.4,2006.9,2005.8,2008.8,2008.5,172.8,452.6,413.7,413.0,25.0,38.6,65.8,65.5,29.0,45.8,36.6,37.4,817.8,646.9,170.9,63091.0,49977.0,13114.0,64302.3,50936.6,13365.8
Bulk carrier,325,101,4367.0,7770.2,1980.6,2002.6,2007.0,2007.7,268.5,1256.3,1387.9,1420.1,27.0,125.8,233.6,235.3,22.0,71.0,64.0,60.4,424.8,374.2,50.6,32717.2,28873.6,3843.6,33345.4,29427.9,3917.4
Ferry-RoPax,293,10,1574.9,392.4,1979.4,1986.7,1987.9,1991.6,130.1,785.5,371.4,576.4,12.0,31.0,67.5,82.2,12.0,34.4,112.1,133.7,438.1,264.7,173.4,33608.3,20344.7,13263.6,34253.6,20735.3,13518.3
Chemical tanker,145,95,2180.6,3524.4,2006.4,2007.0,2006.8,2006.7,761.7,967.9,972.6,977.1,68.0,116.7,182.8,182.3,28.0,48.0,60.7,60.0,511.0,376.6,134.4,39438.6,29095.6,10343.0,40195.9,29654.3,10541.6
Oil tanker,105,79,9332.8,17417.8,2007.2,2007.4,2008.1,2008.1,956.8,1384.5,1439.4,1445.2,94.0,143.8,499.4,507.3,25.0,45.6,51.0,50.8,807.4,655.8,151.6,62532.5,50792.7,11739.9,63733.2,51767.9,11965.3
Ferry-pax only,91,9,24.2,5.7,1993.0,1992.3,1988.4,1987.9,340.4,805.1,704.0,774.4,30.0,101.1,167.6,211.1,5.0,22.2,28.0,17.0,43.0,37.4,5.5,3224.9,2810.7,414.2,3286.8,2864.7,422.1
Service - tug,41,19,13.8,10.6,1997.1,1997.6,1997.3,1996.5,222.3,433.4,497.8,505.0,41.0,105.7,148.5,151.4,65.0,191.3,378.7,388.4,21.0,10.4,10.6,1580.9,779.7,801.2,1611.3,794.7,816.6
Liquefied gas tanker,16,9,115.5,135.3,2001.3,1999.2,2002.9,2003.0,1163.2,1033.1,1033.4,1029.9,96.5,118.1,115.9,115.3,22.0,46.6,79.9,79.4,42.7,32.6,10.0,3256.3,2500.5,755.8,3318.8,2548.5,770.3
Offshore,14,5,17.6,9.1,2010.0,2011.2,2012.8,2013.2,1162.1,1462.7,1250.3,1125.3,227.0,288.2,667.6,582.3,39.0,69.9,32.1,31.9,39.0,36.1,2.9,2926.8,2709.0,217.8,2983.0,2761.0,222.0
Service - other,9,8,42.4,45.6,1985.4,1986.8,1988.5,1986.0,611.7,1798.1,739.1,543.5,95.0,135.4,260.6,220.7,24.0,1098.4,1333.6,2197.2,36.9,18.8,18.1,2770.6,1410.5,1360.1,2823.8,1437.6,1386.2
Refrigerated bulk,5,5,77.0,89.9,1996.4,1996.4,1988.7,1988.5,1582.1,1518.2,1807.7,1830.4,95.0,368.0,592.8,595.4,9.0,50.8,21.7,20.5,64.2,60.1,4.1,4848.3,4537.1,311.2,4941.4,4624.2,317.2
Ro-Ro,5,5,54.8,46.8,1999.2,1999.2,2012.2,2012.7,160.1,331.4,592.2,628.3,64.0,69.8,63.5,64.1,14.0,15.8,14.3,14.2,10.6,9.8,0.8,821.1,756.8,64.2,836.8,771.4,65.5
Miscellaneous - fishing,1,1,0.0,0.0,2000.0,2000.0,2000.0,2000.0,75.1,75.1,75.1,75.1,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,2.7,1.2,1.5,2.7,1.2,1.5
