Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rijeka Luka,450,209,4316.7,5311.4,2003.8,2001.0,2008.1,2007.8,156.7,511.2,290.0,328.7,16.0,60.1,97.8,122.7,21.0,72.6,33.9,38.3,632.2,514.7,117.5,48689.7,39707.5,8982.2,49624.5,40469.9,9154.6
Split,320,50,5902.4,631.5,1989.7,1997.6,2001.1,1999.7,211.8,462.3,462.9,437.5,14.5,48.9,55.9,60.4,9.0,19.0,10.1,11.5,1409.0,1240.6,168.4,108915.0,95977.6,12937.5,111006.2,97820.3,13185.9
Vranjic,192,107,603.2,785.1,1997.6,1997.9,2004.1,2003.6,255.1,623.1,607.9,605.3,40.0,95.3,122.6,128.7,36.0,65.4,44.7,48.4,175.3,148.0,27.4,13427.3,11368.5,2058.9,13685.1,11586.7,2098.4
Sveti Kajo,182,44,238.0,340.5,1976.2,1999.5,1997.3,1998.3,219.0,604.1,559.4,596.6,23.0,70.9,114.8,121.9,36.5,65.1,78.8,80.5,76.9,54.7,22.2,5844.5,4174.6,1670.0,5956.8,4254.7,1702.0
Tunarica,143,42,483.4,515.3,1977.9,1982.8,1981.4,1982.9,898.8,1315.1,1201.2,1099.4,63.0,100.3,131.6,128.8,51.0,107.4,105.5,112.8,127.7,82.1,45.5,9708.7,6255.5,3453.2,9895.1,6375.6,3519.5
Dubrovnik,134,13,1118.7,118.2,1988.7,2001.3,2000.4,1999.9,111.3,392.8,273.1,256.9,12.0,29.1,29.4,28.5,9.0,19.7,10.1,10.7,280.5,222.6,57.9,21668.0,17226.3,4441.7,22084.0,17557.0,4527.0
Omisalj,104,85,11486.6,21429.6,2007.4,2007.5,2007.7,2007.7,1295.6,1884.8,1961.0,1978.7,121.0,181.8,282.3,284.3,25.0,32.0,33.9,34.3,1122.9,906.5,216.4,86944.3,70188.2,16756.2,88613.6,71535.8,17077.9
Kostrena,72,68,2618.5,3194.9,2004.4,2004.1,2002.3,2004.2,942.5,1985.4,1951.1,1570.9,83.5,173.5,1105.9,607.9,105.5,256.0,405.0,397.5,775.4,388.7,386.7,59766.4,29966.0,29800.4,60914.0,30541.4,30372.6
Rovinj,70,27,91.6,39.5,1996.9,1993.9,2006.6,2001.0,203.5,295.5,198.9,469.1,13.0,33.1,70.2,132.8,17.0,16.1,10.3,13.9,43.1,24.0,19.2,3279.8,1829.2,1450.6,3342.8,1864.3,1478.5
Ubli,69,45,538.4,432.5,1987.9,1989.7,1991.8,1990.5,978.3,1182.7,1182.6,1124.3,83.0,108.7,164.9,138.3,11.0,24.1,22.6,26.5,114.9,94.0,20.9,8814.4,7211.1,1603.4,8983.7,7349.5,1634.1
