Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-pax only,1134,28,664.5,78.2,1997.4,1992.7,1995.7,1993.8,641.6,1353.9,1270.2,1219.2,29.0,62.2,276.8,336.2,19.0,66.9,117.1,123.1,731.1,475.7,255.4,54891.4,35717.2,19174.1,55945.3,36403.0,19542.3
Miscellaneous - fishing,1123,35,120.6,78.3,1990.7,1988.3,1991.2,1990.5,162.5,743.9,594.6,569.1,30.0,76.3,402.7,435.3,21.0,82.0,235.9,236.5,474.6,289.4,185.2,35633.7,21731.8,13901.9,36317.9,22149.1,14168.8
Ferry-RoPax,693,39,4223.9,1112.0,1996.4,1994.1,1996.2,1995.1,545.9,1885.8,1565.7,2008.8,39.0,228.2,729.4,963.2,23.0,63.2,280.3,436.9,2018.0,1365.5,652.5,152563.8,103306.9,49256.9,155493.0,105290.4,50202.6
Cruise,364,46,1751.7,201.4,2000.0,1999.5,2004.2,2004.0,225.0,206.1,213.2,219.5,18.0,19.1,26.0,31.5,9.0,18.4,15.3,21.3,594.7,393.5,201.2,45512.3,30172.6,15339.7,46386.1,30751.9,15634.2
Chemical tanker,362,39,527.8,806.3,2005.3,2007.5,2006.2,2006.2,207.8,317.1,288.4,288.6,21.0,36.6,38.0,38.1,20.0,27.7,26.2,26.0,239.2,131.5,107.7,18304.3,10110.6,8193.8,18655.8,10304.7,8351.1
General cargo,300,115,542.0,662.2,1984.7,1992.3,1990.4,1993.7,398.1,524.9,669.8,601.5,30.0,43.1,225.3,118.3,32.0,55.6,135.8,100.1,194.8,117.3,77.4,14743.3,8902.3,5841.0,15026.4,9073.2,5953.2
Service - tug,219,22,29.6,21.7,1993.2,1992.2,1988.9,1990.0,206.8,453.9,584.0,627.8,51.0,229.5,806.6,572.2,31.0,85.0,536.9,655.2,132.1,84.2,47.9,9915.4,6320.6,3594.9,10105.8,6441.9,3663.9
Bulk carrier,175,22,271.3,413.0,1981.1,1987.7,1988.4,1989.2,382.4,411.3,492.7,489.7,23.0,31.0,99.6,96.0,21.0,53.1,50.0,49.1,81.0,50.3,30.7,6197.4,3855.2,2342.2,6316.4,3929.2,2387.2
Service - other,110,7,57.5,39.7,1999.3,1992.9,2004.1,2009.6,361.8,618.2,1011.4,1323.6,34.0,406.1,311.2,309.6,33.5,30.6,237.8,265.6,98.0,59.9,38.1,7361.0,4497.5,2863.5,7502.4,4583.9,2918.5
Container,52,18,185.6,219.1,2004.5,2004.2,2004.3,2004.0,273.6,241.9,215.7,221.7,15.5,14.6,16.5,17.0,11.0,11.5,12.8,12.9,36.3,22.7,13.7,2793.0,1746.3,1046.7,2846.6,1779.8,1066.8
Offshore,21,6,25.4,12.6,2009.1,2006.3,2012.2,2012.8,480.4,2865.8,960.9,836.3,32.0,472.7,1139.7,1029.5,27.0,177.7,517.3,494.5,68.5,47.4,21.1,5142.7,3560.1,1582.7,5241.5,3628.4,1613.0
Liquefied gas tanker,5,1,10.1,12.0,1991.0,1991.0,1991.0,1991.0,91.6,91.6,665.1,665.1,12.0,12.0,303.1,303.1,5.0,5.0,107.3,107.3,5.4,3.2,2.2,405.9,241.1,164.8,413.7,245.7,168.0
Refrigerated bulk,3,2,7.9,8.3,2007.0,2009.0,2011.0,2010.9,299.5,692.4,572.9,560.6,26.0,37.5,42.7,42.2,242.0,185.0,203.3,201.5,8.7,1.8,6.9,658.3,139.3,519.0,671.0,142.0,529.0
Oil tanker,2,2,16.7,29.6,2006.0,2006.0,2006.5,2006.5,196.4,196.4,197.6,197.6,12.0,12.0,11.5,11.5,16.0,16.0,11.8,11.7,1.4,0.7,0.7,105.6,54.3,51.3,107.7,55.3,52.3
