Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,5937,3763,2460529.0,4646144.0,2010.1,2010.4,2009.5,2009.6,6151.7,6236.3,7417.7,7513.4,652.0,606.9,766.3,769.4,93.0,138.8,129.1,128.6,133487.4,129130.7,4356.7,10335445.3,9998468.0,336977.3,10533885.8,10190438.6,343447.2
Container,1568,245,311576.2,354927.6,2010.1,2009.8,2012.1,2012.2,1185.1,3020.7,2897.5,2904.2,96.0,194.2,331.0,333.7,18.0,22.1,22.3,22.2,32284.9,31688.2,596.7,2500467.7,2454344.2,46123.5,2548476.7,2501467.6,47009.0
General cargo,950,462,85159.7,122009.8,2003.7,2006.0,2005.5,2006.0,3537.9,3484.7,3978.1,4017.4,303.0,339.8,475.5,481.8,71.0,103.4,115.1,115.2,9627.9,9126.8,501.1,740917.4,703283.3,37634.1,755143.0,716786.4,38356.6
Chemical tanker,880,519,70277.3,115832.5,2009.7,2010.0,2010.3,2010.3,3709.4,3800.4,3664.2,3669.3,339.0,353.5,414.4,415.1,53.0,81.0,91.8,92.1,11152.6,9905.1,1247.5,861764.2,765517.5,96246.7,878310.0,780215.4,98094.6
Oil tanker,546,340,231709.9,438244.0,2010.0,2009.6,2010.5,2010.6,4383.9,5417.3,5583.1,5661.5,437.5,531.9,746.1,752.8,56.5,78.6,82.7,82.6,16609.8,14360.1,2249.7,1285501.4,1111238.0,174263.4,1310183.0,1132573.8,177609.2
Vehicle,264,88,39426.5,12801.4,2007.3,2007.9,2007.4,2007.2,2235.3,3348.3,2656.4,2679.5,155.0,221.5,243.5,244.6,13.0,17.4,17.7,17.7,2390.0,2343.9,46.0,185045.6,181479.0,3566.6,188598.5,184963.4,3635.1
Liquefied gas tanker,179,84,32483.2,30426.2,2011.4,2011.2,2011.6,2011.5,4319.1,4439.5,4489.0,4367.8,314.0,369.0,411.1,405.6,57.0,92.5,92.7,96.6,4127.4,3800.2,327.2,284717.0,259660.9,25056.1,290183.6,264646.4,25537.2
Cruise,100,41,9304.1,931.4,2005.2,2002.9,2007.6,2006.9,1100.2,1373.4,1254.1,1233.7,65.0,92.9,91.0,89.4,8.0,8.7,9.5,9.5,1996.5,1921.5,75.0,154556.7,148753.2,5803.5,157524.2,151609.3,5914.9
Other liquids tankers,75,12,9572.4,11868.7,2003.1,2004.9,2004.2,2003.9,5299.1,5510.2,5336.5,5321.2,351.0,378.7,374.3,372.9,80.0,99.4,95.6,96.2,1816.9,1703.4,113.5,140507.7,131713.8,8793.9,143205.4,134242.7,8962.8
Ro-Ro,66,10,7466.7,3548.7,2000.5,2000.1,2000.5,2000.5,1245.4,1464.8,2022.4,2025.5,143.0,110.8,196.5,196.9,19.5,21.4,29.9,30.0,809.2,781.4,27.8,62653.5,60501.3,2152.1,63856.4,61663.0,2193.5
Service - tug,35,18,215.9,200.1,2005.2,2006.5,2009.4,2008.7,516.3,3173.4,2678.6,2884.8,182.0,469.7,621.6,633.5,45.0,143.4,128.5,124.7,194.9,188.4,6.5,14867.9,14379.2,488.7,15153.3,14655.3,498.0
Service - other,35,34,1141.0,786.2,2003.6,2004.1,2007.3,2005.1,3542.4,4352.9,5708.3,4681.3,381.0,823.1,1181.2,1103.7,96.0,291.6,1268.1,867.4,317.9,261.8,56.0,24125.3,19853.5,4271.8,24588.5,20234.7,4353.8
Refrigerated bulk,25,16,890.3,1004.5,1992.9,1992.5,1992.0,1991.9,3655.2,3706.4,4337.2,4429.0,338.0,411.6,674.3,688.6,30.0,109.2,128.7,129.7,437.9,375.3,62.6,33269.9,28566.8,4703.1,33908.7,29115.2,4793.4
Miscellaneous - fishing,22,14,125.7,95.1,1998.0,2000.5,1993.6,1991.6,3887.6,3634.1,3924.6,4439.6,349.5,495.7,814.3,868.7,18.5,135.5,51.6,36.3,94.1,90.1,4.0,7087.1,6789.1,298.0,7223.2,6919.5,303.7
Offshore,22,18,2068.5,2967.9,2009.0,2008.3,2008.8,2008.7,3485.8,3417.0,2382.4,2430.6,399.5,647.0,643.6,621.8,42.5,146.8,131.9,109.8,264.7,256.9,7.8,20170.4,19581.8,588.6,20557.7,19957.7,599.9
Ferry-RoPax,17,1,3.6,0.9,2009.0,2009.0,2009.0,2009.0,47.1,47.1,212.8,212.8,10.0,10.0,97.6,97.6,4.0,4.0,11.9,11.9,5.5,5.1,0.5,414.6,380.5,34.1,422.6,387.8,34.8
