Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Uruguay,1329,838,60623.0,77264.3,2010.6,2010.1,2011.6,2012.0,870.3,986.6,906.3,946.5,71.0,130.1,121.5,144.3,21.0,59.5,39.6,46.4,6020.4,5583.0,437.4,465668.5,432003.5,33665.0,474609.3,440297.9,34311.4
Singapore,1326,1126,643991.2,1157504.1,2010.4,2010.4,2010.6,2010.5,9099.6,9196.0,9206.6,9213.2,848.0,874.6,859.2,868.8,12.0,14.0,14.8,14.6,44978.7,44808.9,169.8,3482994.4,3469864.2,13130.1,3549867.8,3536485.6,13382.2
Argentina,944,544,37914.4,43808.4,2008.3,2009.5,2009.3,2009.5,1032.7,1215.3,1087.7,1133.7,94.0,145.6,124.6,144.6,35.0,61.2,50.5,58.5,4513.5,3999.1,514.4,347653.8,308174.8,39479.0,354328.8,314091.8,40237.0
Spain,807,605,135752.1,203035.3,2008.5,2008.4,2011.1,2011.0,3608.8,3680.3,3814.0,3816.7,305.0,375.1,345.6,365.4,12.0,32.9,37.1,40.9,13130.1,12645.0,485.1,1015331.0,977816.8,37514.2,1034825.3,996590.9,38234.5
United States of America,746,573,133924.2,207330.9,2009.8,2010.2,2010.0,2010.2,4993.7,5058.0,4999.8,5104.9,405.0,460.0,489.7,509.9,53.5,83.6,81.3,86.7,15206.9,14304.9,902.0,1162258.5,1094534.8,67723.7,1184573.8,1115549.9,69024.0
China,559,338,825589.0,1585620.9,2007.4,2008.7,2007.0,2007.3,11817.9,10982.4,11680.6,11716.7,1095.0,1047.0,1116.7,1117.7,72.0,102.8,102.2,102.3,39480.3,38911.4,569.0,3058038.4,3013982.8,44055.6,3116752.7,3071851.3,44901.4
Indonesia,384,363,269998.9,514018.8,2009.7,2010.1,2010.4,2010.5,9038.6,9084.1,9293.4,9300.9,859.5,871.5,899.3,900.3,14.0,30.0,23.1,22.8,15570.9,15470.3,100.6,1205983.8,1198208.3,7775.5,1229138.7,1221213.9,7924.8
South Africa,349,279,68616.8,108167.7,2009.3,2009.1,2009.8,2009.4,3911.3,4174.3,4191.5,4271.2,351.0,395.3,435.3,469.4,11.0,27.6,27.7,26.4,6079.8,5958.2,121.6,469546.3,460146.5,9399.9,478561.6,468981.3,9580.3
Trinidad and Tobago,278,209,18902.7,27735.6,2008.2,2008.7,2008.9,2009.2,2228.8,2381.7,2323.6,2329.4,183.5,232.4,260.2,265.4,33.0,72.7,81.1,87.8,2692.6,2448.5,244.1,205783.2,187046.9,18736.3,209734.2,190638.2,19096.0
Netherlands,272,229,68611.4,121435.0,2008.8,2009.4,2010.1,2010.2,5114.7,4992.3,4942.6,4935.6,476.0,527.4,545.5,555.9,72.5,83.9,97.3,100.7,5431.2,5229.2,202.0,417672.9,402399.3,15273.6,425692.2,410125.4,15566.8
