Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Santos,2489,747,44266.2,51393.7,2008.6,2008.5,2009.0,2009.0,237.5,536.2,350.8,369.1,36.0,157.0,107.6,126.5,19.0,65.0,43.8,51.7,6875.4,5495.2,1380.2,530620.4,424584.0,106036.5,540808.3,432736.0,108072.4
Rio De Janeiro,1530,585,32689.3,38387.8,2008.2,2008.3,2009.0,2009.4,437.1,948.8,535.5,580.0,56.0,228.9,204.0,190.9,32.0,135.2,94.9,95.8,6071.8,4542.0,1529.9,465808.1,348599.4,117208.6,474751.6,355292.6,119459.0
Paranagua,1086,507,13427.0,17732.0,2010.4,2010.3,2010.4,2010.3,190.5,483.0,252.9,277.0,19.0,107.3,178.6,181.5,39.0,90.0,71.1,76.6,2223.9,1371.0,852.9,171781.6,105993.0,65788.6,175079.8,108028.1,67051.8
Rio Grande,977,422,21901.3,27347.1,2009.9,2009.2,2010.0,2010.1,442.6,663.8,506.2,517.2,44.0,136.3,98.6,107.6,28.0,92.2,64.1,70.3,2756.4,2145.6,610.8,212572.4,165761.5,46810.9,216653.8,168944.1,47709.7
Navegantes,712,202,6991.6,7926.5,2010.2,2010.3,2010.7,2010.7,122.7,376.3,163.7,161.9,19.0,66.9,39.7,37.3,18.0,71.4,42.2,44.9,953.5,675.5,278.1,73574.5,52134.6,21439.9,74987.1,53135.6,21851.5
Salvador,696,266,22042.3,24956.5,2009.3,2008.4,2011.0,2011.2,763.0,663.0,674.5,714.4,58.0,103.0,70.3,76.2,20.0,83.6,29.5,34.4,2764.8,2433.8,331.0,213630.2,188171.0,25459.2,217731.9,191783.9,25948.0
Niteroi,686,341,7997.9,11233.5,2009.4,2008.1,2010.8,2010.8,750.2,1222.6,654.4,614.8,172.0,468.6,715.9,552.7,54.0,164.0,249.3,246.8,2870.7,2014.0,856.7,217870.7,152568.2,65302.5,222053.8,155497.6,66556.3
Vitoria,639,211,6114.1,6351.1,2007.1,2007.6,2007.4,2007.5,465.2,668.8,538.0,564.4,43.0,201.7,322.1,261.9,24.0,113.3,111.0,99.5,1321.0,1073.3,247.7,100879.1,82029.3,18849.9,102816.0,83604.2,19211.8
Sao Luis,614,257,7272.3,11871.9,2010.0,2009.8,2009.8,2009.7,435.6,898.0,915.3,925.7,91.5,152.3,184.2,185.1,42.0,90.7,102.1,103.7,1343.0,996.4,346.6,103558.3,76890.2,26668.1,105546.6,78366.5,27180.2
Porto De Suape,599,183,12991.9,20348.6,2006.1,2008.0,2008.2,2008.2,506.5,875.9,903.7,900.0,89.0,97.4,142.0,144.7,46.0,65.2,83.6,81.5,2791.2,1881.9,909.3,215375.9,145468.8,69907.1,219511.2,148261.8,71249.3
