Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Torshavn,465,93,4014.7,2379.9,1998.8,1996.3,2000.3,1999.6,568.4,1513.5,541.0,592.9,41.0,243.6,154.7,159.5,5.0,140.6,63.2,62.5,1072.4,966.4,106.0,81272.5,73280.1,7992.4,82832.9,74687.0,8145.9
Runavik,123,71,1393.1,1045.5,1994.4,1993.2,1993.4,1994.7,1244.1,2523.4,1977.9,1773.6,119.0,295.8,481.3,428.4,101.0,254.7,428.6,346.6,633.9,386.7,247.1,47926.6,29327.3,18599.3,48846.8,29890.4,18956.4
Klaksvik,110,69,550.6,458.5,1990.8,1991.0,1990.7,1993.0,820.5,1712.0,1501.6,1396.2,82.0,219.3,426.1,388.3,22.0,131.5,132.5,117.3,268.7,205.8,62.9,20282.8,15540.2,4742.6,20672.3,15838.6,4833.7
Fuglafjordur,86,52,470.1,300.5,1997.4,1996.2,1995.6,1997.7,804.3,1760.4,1791.2,1213.6,96.0,237.7,481.9,332.9,22.5,87.4,338.7,240.6,153.2,118.5,34.7,11575.9,8966.2,2609.7,11798.2,9138.3,2659.8
Nolsoy,85,48,565.8,503.5,1998.0,1994.0,2003.9,2003.9,748.3,1231.9,932.0,901.1,53.0,180.3,251.1,164.8,10.0,28.8,28.2,32.7,188.4,151.0,37.4,14286.5,11439.2,2847.3,14560.8,11658.9,2901.9
Kollafjordur,67,30,360.7,256.4,1998.2,1995.2,1999.2,2000.3,695.1,1069.5,640.8,664.1,48.0,142.1,94.0,85.5,7.0,70.1,27.4,30.9,119.9,102.2,17.8,9106.6,7761.1,1345.5,9281.5,7910.2,1371.3
Toftir,39,26,175.6,112.8,1983.5,1989.6,2001.7,1993.3,759.2,1426.2,976.7,1145.6,75.0,188.0,114.9,154.9,30.0,151.4,73.2,87.9,78.8,56.1,22.7,5949.0,4233.3,1715.7,6063.2,4314.6,1748.7
Leirvik,39,19,91.3,113.2,1991.3,1993.4,1997.2,1996.9,840.8,888.4,977.3,956.5,80.0,86.1,106.0,104.6,11.0,17.1,22.1,21.6,38.1,31.6,6.4,2874.2,2385.4,488.8,2929.4,2431.2,498.2
Hoyvik,31,20,119.0,109.7,1992.6,1993.2,1990.8,1994.9,558.0,792.7,744.6,758.2,55.0,73.6,89.5,95.3,9.0,26.7,55.6,60.7,40.8,33.8,7.1,3091.0,2556.8,534.2,3150.4,2605.9,544.5
Eidi,27,10,43.2,54.8,1983.5,1982.1,1991.1,1990.1,694.9,1037.7,890.8,896.5,64.0,132.4,303.1,234.1,10.0,10.4,12.8,14.3,24.8,22.3,2.5,1865.6,1676.6,189.0,1901.5,1708.8,192.6
Thorshavn,21,13,62.1,55.9,1994.7,1995.0,1994.5,1995.9,499.2,1398.1,948.1,685.9,53.0,243.1,1024.8,574.2,16.0,19.9,21.9,22.5,22.4,20.4,2.0,1683.5,1532.2,151.4,1715.9,1561.6,154.3
Tvoroyri,21,18,60.1,63.1,1993.5,1992.7,1993.0,1993.3,782.6,997.9,934.6,958.0,69.0,122.2,200.8,198.2,45.0,45.8,68.3,71.3,39.5,31.7,7.8,2980.5,2395.9,584.7,3037.8,2441.9,595.9
Vagur,15,14,97.4,90.9,1992.4,1994.0,1995.4,1995.6,586.0,2153.7,2853.0,3061.2,77.0,337.3,1294.0,1393.9,17.0,17.2,12.4,12.1,40.7,40.1,0.6,3068.7,3022.7,45.9,3127.6,3080.8,46.8
Lopra,14,10,50.4,56.2,1982.4,1987.3,1989.3,1989.7,689.6,1393.3,2171.7,2630.6,66.0,225.4,1135.2,1217.8,15.0,19.6,33.4,34.2,37.5,35.2,2.2,2828.1,2659.1,169.0,2882.4,2710.2,172.3
Skali,12,11,27.2,31.5,1999.4,1998.1,2005.5,2004.9,533.0,755.1,749.7,740.6,79.0,145.4,218.8,186.5,22.5,93.4,42.8,46.9,10.7,9.4,1.3,807.9,708.9,99.0,823.4,722.6,100.9
Streymnes,11,5,18.5,24.5,1984.6,1987.8,1981.8,1982.0,626.2,592.3,705.7,701.5,77.0,74.3,85.2,84.9,18.0,33.4,37.6,33.0,6.8,6.4,0.4,512.5,484.3,28.2,522.4,493.6,28.8
Sorvagur,10,4,27.7,16.0,1976.9,1985.8,1992.1,1990.2,473.1,722.8,829.7,772.2,59.0,56.2,52.9,57.9,11.0,9.5,10.9,11.2,8.2,7.1,1.1,620.6,537.4,83.1,632.5,547.7,84.7
Vestmanna,7,6,22.4,24.2,1989.9,1990.0,1996.5,1997.8,430.0,796.1,958.9,1057.9,68.0,145.8,200.8,196.9,19.0,25.6,10.3,9.2,14.6,13.6,1.0,1103.1,1030.4,72.8,1124.3,1050.1,74.2
Noryskali,6,6,9.1,11.0,1988.2,1988.2,1997.2,1996.2,659.5,782.4,789.9,724.0,66.0,85.3,78.2,72.7,15.0,28.3,14.8,13.6,4.9,4.4,0.5,367.6,328.0,39.6,374.6,334.3,40.3
Strendur,6,6,23.8,26.9,1998.2,1998.2,1998.7,1999.7,685.8,1143.0,826.0,785.8,50.0,203.0,143.6,103.3,8.0,50.8,18.1,15.6,11.1,9.7,1.4,842.8,735.3,107.4,858.9,749.4,109.5
Nordregota,3,3,3.2,3.8,1986.7,1986.7,1990.2,1988.4,804.4,741.4,776.1,820.6,73.0,82.7,91.6,97.9,31.0,33.3,23.0,18.4,1.1,1.0,0.1,83.0,74.4,8.6,84.6,75.8,8.8
