Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,271,51,492.8,647.7,1990.8,1992.8,1996.8,1997.1,454.1,814.5,648.7,654.7,55.0,94.2,139.7,144.0,15.0,27.8,46.7,48.3,169.5,158.1,11.4,12842.0,11987.3,854.7,13088.6,12217.5,871.1
Miscellaneous - fishing,251,117,1276.7,767.6,1994.0,1991.1,1995.3,1997.3,1089.6,2088.0,1972.6,1766.0,146.0,434.9,734.5,669.0,25.0,191.1,354.2,350.0,522.3,423.6,98.6,39324.9,31920.5,7404.5,40080.0,32533.3,7546.6
Container,213,14,1611.1,1934.2,2003.4,2006.4,2002.3,2002.5,574.4,623.6,626.3,627.3,51.0,51.3,51.7,51.7,12.0,12.4,18.1,18.0,521.8,486.4,35.3,39652.0,36999.7,2652.4,40413.4,37710.1,2703.3
Refrigerated bulk,137,49,1060.8,1125.2,1993.8,1992.4,1993.1,1993.3,1471.8,1578.2,1540.4,1546.0,118.0,137.4,178.9,174.1,52.0,56.1,73.4,71.1,619.7,484.9,134.8,46793.4,36672.6,10120.8,47691.9,37376.7,10315.1
Ferry-RoPax,108,1,1741.1,295.9,2003.0,2003.0,2003.0,2003.0,564.3,564.3,448.2,448.2,32.0,32.0,30.8,30.8,5.0,5.0,10.3,10.3,312.9,281.9,31.0,23690.3,21360.1,2330.2,24145.1,21770.2,2374.9
Chemical tanker,71,22,195.6,285.6,2005.0,2003.4,2008.3,2008.1,672.9,581.8,686.0,676.4,71.0,61.3,81.4,81.1,17.0,26.8,28.9,28.9,91.2,71.5,19.7,6887.7,5404.9,1482.8,7019.9,5508.6,1511.3
Ro-Ro,53,3,205.5,196.1,1980.5,1979.7,1980.5,1980.5,630.1,617.8,850.4,849.9,54.0,63.2,83.0,83.0,6.0,6.8,27.1,27.0,84.8,72.6,12.2,6382.0,5464.5,917.4,6504.5,5569.5,935.1
Cruise,32,23,644.3,74.2,1988.4,1990.6,1999.9,1994.3,361.6,544.3,490.7,458.6,31.5,42.0,42.8,43.7,9.0,10.0,12.6,12.3,150.1,130.3,19.7,11476.4,9968.4,1507.9,11696.7,10159.8,1536.9
Service - other,12,9,24.5,12.7,1986.4,1991.2,1998.9,1998.2,559.3,657.9,752.5,810.8,74.5,78.8,166.8,156.8,16.5,203.0,263.5,449.9,14.5,11.1,3.4,1085.3,831.3,254.1,1106.1,847.2,258.9
Vehicle,11,1,97.6,39.2,1996.0,1996.0,1996.0,1996.0,450.7,450.7,467.3,467.3,30.0,30.0,29.7,29.7,13.0,13.0,14.1,14.1,19.1,16.2,2.9,1475.3,1254.0,221.3,1503.6,1278.1,225.5
Bulk carrier,8,2,18.4,24.6,1979.2,1989.0,1980.3,1980.4,744.0,744.0,716.5,716.7,75.0,80.5,79.8,79.8,11.5,13.0,11.9,11.9,6.2,6.0,0.2,469.0,455.9,13.1,478.0,464.7,13.3
Service - tug,3,3,0.4,0.3,1986.0,1986.0,1987.4,1987.5,511.7,556.2,534.1,523.3,83.0,99.3,97.2,97.3,84.0,113.0,134.4,147.8,1.4,1.2,0.2,105.1,86.4,18.6,107.1,88.1,19.0
Offshore,3,3,8.4,5.2,2011.0,2011.0,2009.8,2009.6,1461.8,2479.9,2072.7,2067.3,662.0,1827.7,2881.0,2974.2,40.0,109.7,187.4,193.2,16.9,15.7,1.2,1268.6,1182.1,86.5,1292.9,1204.8,88.1
Oil tanker,2,1,0.4,0.6,1962.0,1962.0,1962.0,1962.0,573.1,573.1,573.1,573.1,66.5,66.5,76.8,76.8,69.0,69.0,81.1,81.1,2.1,1.0,1.1,154.4,75.1,79.2,157.3,76.6,80.8
Yacht,2,1,0.4,0.6,1974.0,1974.0,1974.0,1974.0,936.4,936.4,936.4,936.4,107.0,107.0,153.4,153.4,69.5,69.5,63.2,63.2,2.2,2.2,0.0,165.2,165.2,0.0,168.3,168.3,0.0
Ferry-pax only,1,1,0.4,0.1,1991.0,1991.0,1991.0,1991.0,3000.5,3000.5,3000.5,3000.5,479.0,479.0,479.0,479.0,25.0,25.0,25.0,25.0,1.3,1.2,0.0,95.9,92.3,3.7,97.8,94.1,3.7
