Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Iceland,415,103,2265.6,1548.0,2000.0,1994.3,2002.3,2003.1,474.8,1813.1,491.3,530.2,38.0,230.7,289.0,289.3,6.0,168.9,128.4,107.1,695.0,588.4,106.6,52986.0,44948.1,8038.0,54003.4,45811.1,8192.3
Denmark,236,62,2661.7,1582.5,1995.4,1995.5,1997.8,1996.1,753.3,1652.5,771.7,854.0,46.5,207.8,137.1,122.5,8.0,129.6,123.6,102.1,741.3,625.1,116.2,55857.4,47097.9,8759.5,56929.9,48002.2,8927.7
Norway,195,63,591.4,493.4,1987.7,1991.5,1994.3,1995.0,538.1,1635.4,1344.7,1027.0,63.0,248.5,691.3,567.1,15.0,75.7,284.9,229.6,187.8,156.5,31.3,14188.2,11823.0,2365.2,14460.6,12050.0,2410.6
United Kingdom of Great Britain and Northern Ireland,85,64,323.0,173.8,1991.2,1991.7,1989.1,1994.3,526.8,830.0,526.3,622.9,47.0,120.7,155.5,152.4,20.0,81.8,70.8,108.1,131.8,91.7,40.2,9993.8,6961.7,3032.1,10185.7,7095.4,3090.3
Russian Federation,59,28,511.4,460.9,1993.1,1992.0,1992.2,1992.9,1556.8,2453.3,1833.5,1718.9,123.0,397.8,368.4,246.7,57.0,215.9,214.3,161.1,309.2,202.2,107.0,23260.2,15208.2,8052.0,23706.8,15500.2,8206.6
Netherlands,47,25,358.8,254.0,1995.2,1995.8,1995.1,1996.6,784.9,1146.5,940.5,1021.5,64.0,134.2,263.0,331.5,15.0,37.1,20.4,28.8,119.2,98.3,20.9,9004.3,7426.3,1578.0,9177.2,7568.9,1608.3
Sweden,40,12,268.5,315.0,2004.1,2001.2,2002.6,2004.4,749.3,1305.3,844.5,789.2,48.0,151.8,145.4,91.3,5.0,126.5,98.9,45.2,99.8,77.8,22.1,7531.6,5863.3,1668.3,7676.2,5975.9,1700.4
Germany,30,10,275.2,104.3,2000.8,1995.8,2010.7,2003.1,849.1,1048.5,1013.7,941.9,81.5,84.4,77.2,80.7,9.0,45.0,19.2,33.8,61.6,51.9,9.7,4660.5,3915.5,745.0,4749.9,3990.6,759.3
Spain,24,24,338.8,321.9,1994.3,1994.3,1992.7,1993.1,2039.2,2353.6,2412.9,2237.3,217.5,288.4,355.9,298.5,119.5,144.0,202.9,181.1,172.2,126.6,45.5,13063.2,9639.9,3423.3,13314.0,9825.0,3489.0
Greenland,11,11,36.8,14.9,1986.6,1986.6,1991.3,1987.5,1506.5,2257.2,2064.2,2076.3,177.0,334.3,451.6,424.0,26.0,231.4,131.1,189.0,25.2,19.9,5.3,1893.1,1497.1,396.0,1929.4,1525.8,403.6
