Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,277,52,516.4,668.2,1990.7,1993.2,1996.5,1997.0,539.9,885.6,662.5,657.1,55.0,87.8,108.3,106.5,15.0,27.8,26.2,26.0,179.1,156.1,22.9,13646.3,11911.2,1735.1,13908.3,12139.9,1768.5
Miscellaneous - fishing,265,122,1995.9,1145.0,1993.9,1991.4,1994.1,1996.1,1150.7,3018.0,2804.5,2443.9,161.0,464.3,868.1,885.4,38.0,258.8,457.5,401.9,706.2,540.5,165.7,53240.9,40758.6,12482.2,54263.1,41541.2,12721.9
Container,214,14,1429.5,1718.1,2003.3,2006.4,2002.0,2002.2,566.5,631.2,552.5,554.1,42.0,45.9,41.5,41.6,5.0,4.9,5.0,5.1,431.0,415.0,16.0,32731.4,31516.7,1214.6,33359.8,32121.9,1237.9
Refrigerated bulk,135,50,1029.8,1104.8,1993.8,1992.4,1993.6,1993.7,1434.2,1616.4,1514.3,1535.7,120.0,185.7,251.6,259.8,65.0,150.9,152.5,152.8,773.6,502.1,271.5,58375.5,37947.2,20428.3,59496.3,38675.8,20820.5
Ferry-RoPax,108,1,1715.1,291.5,2003.0,2003.0,2003.0,2003.0,564.9,564.9,441.5,441.5,31.0,31.0,31.2,31.2,5.0,5.0,5.3,5.3,286.2,274.5,11.7,21688.9,20809.5,879.4,22105.3,21209.0,896.3
Chemical tanker,72,22,238.2,350.7,2004.5,2002.5,2007.7,2007.4,825.2,777.6,837.1,833.8,77.5,77.3,81.8,82.0,12.0,14.5,16.5,16.4,94.2,81.1,13.1,7113.1,6115.5,997.6,7249.7,6232.9,1016.8
Ro-Ro,53,3,266.6,254.3,1980.5,1979.7,1980.4,1980.5,749.3,587.9,1103.2,1102.2,49.0,48.3,100.9,100.9,23.0,20.5,105.2,105.1,116.2,78.7,37.6,8764.5,5926.7,2837.8,8932.7,6040.5,2892.3
Cruise,32,23,784.5,93.3,1988.4,1990.6,1999.3,1993.5,501.8,514.6,597.4,576.9,38.0,37.8,49.1,47.4,7.0,6.5,7.8,7.6,159.7,143.8,15.9,12266.6,11038.5,1228.1,12502.1,11250.5,1251.6
Service - other,13,10,23.5,15.5,1984.8,1988.7,1998.1,1994.5,570.0,1008.1,718.3,967.3,59.0,102.0,100.3,130.4,18.0,72.6,114.9,169.3,18.3,14.5,3.8,1374.2,1089.3,284.8,1400.5,1110.3,290.3
Vehicle,11,1,159.3,64.0,1996.0,1996.0,1996.0,1996.0,737.9,737.9,763.2,763.2,47.0,47.0,46.3,46.3,2.0,2.0,4.6,4.6,33.9,32.4,1.5,2566.2,2450.3,116.0,2615.5,2497.3,118.2
Bulk carrier,9,3,22.5,30.2,1979.2,1985.7,1979.0,1979.1,755.7,712.7,778.5,778.1,78.0,75.0,86.0,85.8,13.0,10.3,13.3,13.2,8.3,7.9,0.4,630.3,599.1,31.2,642.4,610.6,31.8
Service - tug,3,3,0.3,0.2,1986.0,1986.0,1987.0,1987.3,417.1,406.1,421.1,428.2,102.0,117.7,137.5,144.4,60.0,80.3,73.4,70.9,1.0,0.8,0.2,76.8,63.1,13.8,78.3,64.3,14.0
Oil tanker,2,1,0.3,0.4,1962.0,1962.0,1962.0,1962.0,390.0,390.0,390.0,390.0,40.0,40.0,44.8,44.8,33.5,33.5,39.6,39.6,1.2,0.6,0.6,92.3,48.6,43.7,94.0,49.5,44.5
Offshore,2,2,3.0,1.6,2011.0,2011.0,2012.3,2011.9,1254.3,1254.3,1308.9,1258.7,702.0,702.0,658.2,669.7,26.0,26.0,17.0,19.4,4.0,3.9,0.2,301.8,289.8,11.9,307.6,295.4,12.2
Yacht,1,1,0.4,0.6,1974.0,1974.0,1974.0,1974.0,2007.5,2007.5,2007.5,2007.5,26.0,26.0,26.0,26.0,356.0,356.0,356.0,356.0,2.0,0.2,1.8,153.2,18.1,135.1,156.2,18.4,137.7
Ferry-pax only,1,1,0.6,0.2,1991.0,1991.0,1991.0,1991.0,4584.3,4584.3,4584.3,4584.3,338.0,338.0,338.0,338.0,64.0,64.0,64.0,64.0,1.4,1.2,0.2,107.4,92.7,14.7,109.4,94.5,14.9
