Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nigeria,807,338,5688.5,8728.8,2004.0,2005.8,2006.2,2006.2,230.6,330.6,319.7,339.8,29.0,156.8,353.7,393.8,35.0,59.3,58.4,60.9,2192.8,1523.1,669.7,168422.0,117203.0,51219.0,171655.7,119453.3,52202.4
Ghana,421,188,1941.6,2799.7,2000.4,2002.7,2003.9,2004.2,223.8,502.0,286.2,305.1,25.0,150.5,354.9,378.3,40.0,100.9,99.8,103.8,1057.6,746.9,310.7,80467.6,56919.5,23548.1,82012.6,58012.3,24000.2
Côte d'Ivoire,244,112,3955.8,4149.1,2002.4,2003.4,2003.5,2002.9,455.6,540.2,490.5,517.1,35.0,80.8,74.2,93.8,28.0,56.8,46.4,57.2,662.2,540.2,122.0,51042.6,41728.2,9314.3,52022.6,42529.4,9493.2
Cameroon,201,77,2179.7,3058.3,2006.5,2005.1,2006.4,2006.3,684.8,840.9,738.0,744.0,63.0,137.7,197.2,210.4,47.0,80.9,75.5,78.0,635.5,442.4,193.1,48518.3,33943.6,14574.7,49449.8,34595.3,14854.6
Benin,159,113,912.7,1050.7,2005.9,2005.7,2008.6,2008.3,114.2,207.5,214.3,215.2,14.0,72.5,273.2,280.3,28.0,57.7,69.3,75.2,219.1,121.9,97.1,16791.7,9357.3,7434.4,17114.1,9537.0,7577.1
Spain,103,78,11086.0,15710.6,2005.8,2006.8,2006.9,2007.3,2876.4,2956.2,2864.4,2892.6,199.0,264.7,242.9,254.3,42.0,89.0,66.4,72.1,1564.7,1477.6,87.1,121090.1,114362.8,6727.3,123415.0,116558.5,6856.5
Senegal,102,69,5893.6,7829.2,2005.5,2004.8,2006.2,2006.7,1599.6,1621.9,1615.3,1622.6,125.5,139.1,132.0,137.4,28.5,68.5,47.3,53.1,826.5,742.9,83.6,63948.3,57531.5,6416.8,65176.1,58636.1,6540.0
Angola,78,53,2630.0,4278.8,2003.5,2006.4,2005.4,2006.0,1238.9,1488.6,1292.3,1283.7,109.5,211.4,173.2,177.1,49.5,111.3,132.3,126.6,556.9,412.5,144.4,42914.0,31829.0,11085.0,43738.0,32440.2,11297.8
Gabon,71,19,615.3,997.3,2004.0,2003.9,2006.8,2007.4,653.5,719.7,814.1,857.9,57.0,84.7,153.6,172.4,61.0,223.6,68.3,64.5,203.3,117.7,85.6,15463.0,9037.9,6425.1,15759.9,9211.4,6548.5
Guinea,67,38,2572.0,2351.0,2003.1,2003.4,2003.3,2003.0,1147.1,1195.3,1182.5,1179.9,86.0,120.1,107.1,124.4,26.0,29.9,28.8,38.6,333.0,306.8,26.2,25732.7,23721.7,2011.0,26226.8,24177.2,2049.6
South Africa,65,57,7766.4,11486.5,2010.9,2010.4,2011.1,2010.9,2866.0,3125.4,3034.2,3066.4,249.0,305.7,289.9,304.6,60.0,92.2,97.5,103.9,981.6,868.4,113.2,75994.2,67240.3,8753.9,77453.3,68531.3,8922.0
Belgium,57,53,12245.4,20214.1,2008.1,2008.3,2009.4,2010.4,4280.8,4321.0,4331.0,4351.7,346.0,360.3,359.6,364.8,68.0,128.6,134.7,144.3,1301.5,1179.9,121.5,100430.5,91015.3,9415.2,102358.8,92762.8,9596.0
Netherlands,52,49,10234.8,17878.1,2011.0,2010.8,2011.7,2011.8,4280.6,4405.4,4454.9,4462.4,351.5,360.7,361.2,361.6,60.5,233.6,504.9,520.6,1130.0,983.2,146.8,87251.7,75881.6,11370.1,88926.9,77338.5,11588.4
Singapore,52,45,17682.0,25361.0,2010.9,2010.5,2011.3,2011.0,8302.4,8277.3,8422.7,8439.5,646.0,680.3,671.7,687.9,40.5,109.0,99.6,114.5,1903.8,1858.2,45.7,147425.2,143890.1,3535.2,150255.8,146652.8,3603.0
Equatorial Guinea,51,27,550.8,811.0,2005.7,2004.7,2008.7,2008.7,681.8,880.9,736.1,722.1,55.0,146.0,169.7,162.0,43.0,131.4,73.5,69.1,137.3,101.1,36.2,10493.5,7753.6,2739.9,10694.9,7902.4,2792.5
Liberia,45,21,697.1,616.7,2002.4,2003.7,2002.2,2001.9,861.7,874.0,858.0,862.9,68.0,128.4,66.7,72.0,63.0,60.6,41.5,61.2,150.2,120.1,30.1,11524.5,9262.2,2262.4,11745.8,9440.0,2305.8
United States of America,43,41,7914.9,10751.0,2010.0,2010.0,2010.5,2010.0,5976.2,5879.7,5717.8,5880.4,482.0,477.4,459.3,483.7,19.0,64.1,61.6,76.9,878.7,851.4,27.3,67917.6,65806.7,2110.9,69221.6,67070.2,2151.4
Namibia,41,27,3012.6,3919.2,2009.6,2009.7,2009.9,2010.0,1957.3,2619.5,2047.9,2058.0,144.0,202.9,175.2,179.1,41.0,184.3,150.8,161.2,443.8,380.7,63.1,34282.0,29455.3,4826.7,34940.2,30020.9,4919.4
Congo,39,22,732.1,1062.9,2007.9,2008.0,2009.8,2009.9,1232.7,1455.9,1183.2,1181.7,189.0,239.5,209.5,210.1,38.0,47.4,41.7,41.2,155.4,138.8,16.7,11875.8,10612.6,1263.3,12103.9,10816.3,1287.5
Gibraltar,35,34,3197.2,5395.5,2009.3,2009.5,2010.4,2010.6,3171.2,3223.8,3200.3,3193.3,253.0,278.6,275.0,274.3,56.0,123.6,134.1,137.4,383.3,353.1,30.2,29657.8,27323.4,2334.5,30227.3,27848.0,2379.3
Sri Lanka,34,17,27775.1,29342.8,2009.3,2008.6,2009.8,2009.8,6982.8,6646.2,6864.1,6758.6,409.0,409.1,412.4,414.1,74.0,76.5,74.1,73.9,2654.9,2608.4,46.4,205653.0,202055.8,3597.2,209601.6,205935.3,3666.3
Malaysia,28,20,13009.2,18492.6,2011.8,2012.0,2012.0,2012.1,8238.5,8249.8,8218.1,8202.2,607.5,619.4,613.8,620.8,43.0,76.9,74.0,81.4,1141.1,1112.9,28.3,88394.9,86206.1,2188.8,90092.1,87861.2,2230.8
Sierra Leone,25,9,343.6,529.7,2003.1,2001.4,2003.4,2003.2,1201.9,1313.3,1260.3,1253.8,94.0,130.0,136.4,132.5,50.0,54.2,66.3,65.3,81.4,68.7,12.6,6249.2,5295.9,953.2,6369.1,5397.6,971.5
Morocco,24,18,2517.0,2938.1,2006.2,2006.9,2006.3,2006.4,3055.8,3060.3,3058.1,3068.9,216.5,213.3,216.0,218.5,21.0,55.6,44.2,48.8,391.6,378.3,13.3,30330.7,29300.8,1029.9,30913.1,29863.4,1049.7
