Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Chile,1331,692,65425.9,72331.4,2008.5,2009.6,2009.6,2009.8,787.8,1024.4,1032.0,1033.9,70.0,107.3,93.7,98.7,31.0,71.9,42.6,51.4,7200.5,6354.0,846.5,556819.6,491692.5,65127.1,567510.5,501132.9,66377.6
Ecuador,717,388,15913.2,19485.0,2006.9,2008.0,2008.4,2009.0,726.8,1124.7,746.1,750.0,54.0,118.6,221.4,195.7,19.0,57.8,45.0,46.2,2749.2,2282.4,466.8,211656.3,175923.4,35732.9,215720.1,179301.1,36419.0
Argentina,607,381,4659.2,7694.9,2008.4,2009.8,2011.0,2011.0,230.8,368.9,358.4,346.7,24.0,51.1,176.3,166.0,23.0,29.2,60.3,59.6,853.5,587.9,265.7,65339.0,45245.0,20094.0,66593.5,46113.7,20479.8
Colombia,366,91,12367.2,14572.2,2009.2,2007.6,2011.3,2011.2,670.2,1191.4,1149.1,1168.0,56.0,104.8,88.9,93.4,11.0,40.5,23.1,23.8,1547.4,1465.7,81.7,119658.3,113392.1,6266.2,121955.7,115569.2,6386.5
Panama,283,230,16116.1,22258.3,2008.8,2008.0,2011.2,2010.8,1374.9,2371.4,1360.2,1360.3,111.0,284.7,156.4,157.0,42.0,88.3,64.5,66.3,2339.4,1986.0,353.4,180419.8,153189.8,27230.1,183883.9,156131.0,27752.9
United States of America,171,149,18442.9,30425.2,2008.9,2009.7,2010.7,2010.5,3181.2,3211.1,3231.5,3214.5,320.0,345.4,356.1,358.5,43.0,70.7,59.9,61.2,2173.7,1980.5,193.2,167265.7,152753.7,14512.0,170477.2,155686.6,14790.6
Mexico,162,91,34813.7,37990.2,2010.0,2009.3,2010.9,2010.9,2462.5,2740.7,2410.2,2405.0,149.0,176.8,151.8,155.2,29.5,94.9,41.5,43.8,3526.7,3366.9,159.9,273134.1,260775.4,12358.6,278378.2,265782.3,12595.9
China,148,137,72376.1,128510.8,2009.2,2009.3,2009.9,2010.1,9900.6,9912.0,9998.8,10002.4,885.5,910.9,919.0,925.6,63.0,98.5,75.2,73.9,5424.7,5334.8,89.9,419516.9,412607.7,6909.2,427571.6,420529.8,7041.8
Brazil,101,93,10220.7,16672.6,2011.6,2011.7,2012.3,2012.3,4607.2,3830.5,3914.8,3873.0,401.0,437.2,526.1,522.2,112.0,169.5,169.8,169.6,1120.2,999.0,121.3,86634.8,77281.8,9353.0,88298.2,78765.6,9532.6
Japan,78,76,28378.2,32852.5,2008.4,2008.9,2009.2,2010.1,8979.7,9692.4,9179.5,9095.0,743.0,889.7,731.1,771.7,29.0,85.8,71.5,99.0,2562.5,2525.4,37.1,187006.0,184148.4,2857.7,190596.5,187684.0,2912.5
