Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Miscellaneous - fishing,824,28,1418.7,960.4,1997.1,1994.4,1984.4,1987.4,279.6,1704.7,363.4,399.3,31.0,328.4,792.9,740.4,6.0,28.0,138.9,157.0,495.2,379.1,116.1,37281.2,28553.3,8727.8,37997.0,29101.6,8895.4
Chemical tanker,703,134,6740.0,11026.5,2005.6,2010.5,2005.7,2005.8,347.0,495.5,386.0,386.4,38.0,61.9,81.8,82.2,39.0,66.9,79.0,78.9,2016.3,1045.6,970.7,155881.0,80865.5,75015.6,158873.9,82418.1,76455.9
Bulk carrier,515,302,5730.6,9608.5,2012.3,2012.3,2012.1,2012.1,398.6,413.2,399.1,398.9,39.0,53.0,67.5,67.2,48.0,69.7,77.2,77.8,652.6,513.3,139.4,50489.3,39737.9,10751.4,51458.7,40500.8,10957.8
General cargo,197,61,910.8,1264.9,2002.2,2007.5,2009.1,2009.2,458.3,409.5,413.9,411.5,39.0,64.4,66.1,64.1,33.0,83.2,65.9,67.0,173.4,130.1,43.3,13262.5,10009.5,3253.0,13517.1,10201.7,3315.4
Liquefied gas tanker,196,15,1100.4,1212.8,1993.1,2005.3,1997.2,1996.9,184.7,407.8,292.1,284.1,47.0,120.6,161.7,158.9,37.5,71.7,61.8,64.4,444.0,312.3,131.7,33436.5,23525.0,9911.5,34078.5,23976.7,10101.8
Oil tanker,178,38,1796.5,3006.0,2001.8,2004.7,2004.7,2004.8,307.0,503.5,387.3,389.7,41.5,133.6,97.5,98.9,56.0,139.6,121.0,120.9,1106.0,520.3,585.7,85530.0,40273.9,45256.2,87172.2,41047.1,46125.1
Container,150,25,1730.0,2040.7,2003.8,2005.4,2003.4,2003.2,513.0,578.0,612.6,611.6,34.5,46.6,91.9,92.7,17.5,25.0,25.1,25.1,345.9,294.3,51.6,26585.3,22682.9,3902.5,27095.8,23118.4,3977.4
Service - tug,114,25,31.8,21.6,1998.9,1997.8,1998.0,1998.5,396.1,687.8,823.9,790.0,120.5,1025.2,2800.7,2715.6,40.0,149.6,306.1,302.9,150.6,128.7,21.9,11307.3,9663.9,1643.4,11524.4,9849.4,1675.0
Cruise,42,22,419.3,44.6,1999.5,1999.5,2001.3,2000.8,265.7,242.4,239.6,236.1,17.0,18.3,21.5,21.1,10.0,17.0,18.1,18.5,129.0,87.4,41.6,9970.9,6756.0,3214.9,10162.3,6885.7,3276.6
Offshore,41,6,30.3,29.3,1986.1,1983.5,1978.9,1984.5,276.0,383.8,692.1,470.6,61.0,100.8,1998.7,1132.2,23.0,27.0,150.1,196.1,52.1,36.0,16.0,3908.7,2706.0,1202.7,3983.7,2758.0,1225.8
Refrigerated bulk,15,8,192.3,212.1,1999.1,1996.1,1999.7,1999.7,472.2,553.3,1038.3,1074.7,30.0,42.5,577.6,590.3,15.0,25.0,80.1,81.4,120.1,97.3,22.8,9067.9,7351.7,1716.2,9242.0,7492.8,1749.2
Service - other,11,8,414.1,602.4,1996.5,2001.8,1999.7,1999.9,1248.9,2197.8,1797.5,1851.4,406.0,1081.6,1362.4,1385.6,42.0,1042.5,3347.0,3105.6,70.4,51.6,18.8,5361.9,3942.7,1419.2,5464.8,4018.4,1446.5
Ferry-RoPax,2,1,4.7,0.4,2007.0,2007.0,2007.0,2007.0,200.5,200.5,200.5,200.5,17.0,17.0,18.3,18.3,5.5,5.5,4.0,4.0,1.7,1.5,0.2,128.3,116.8,11.5,130.8,119.1,11.7
