Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1357,290,111865.7,125745.1,2008.5,2008.4,2010.4,2010.4,1159.6,1485.2,1326.5,1325.1,73.0,98.8,116.3,116.7,23.0,30.8,27.6,27.4,11651.3,10993.3,658.0,901898.4,851215.7,50682.7,919214.8,867559.1,51655.8
Bulk carrier,1211,944,137221.8,251443.1,2011.5,2011.4,2010.7,2010.6,1071.7,2491.4,3368.8,3516.1,119.0,247.3,655.2,667.7,76.0,94.4,169.1,173.7,9510.4,8975.1,535.3,736104.5,694722.2,41382.3,750237.7,708060.9,42176.8
Chemical tanker,709,309,20997.4,34849.5,2009.0,2010.3,2011.0,2011.1,669.2,1971.4,1718.1,1731.7,61.0,188.5,347.6,346.8,45.0,91.9,113.8,114.0,4093.1,3011.0,1082.1,315420.6,232334.9,83085.7,321476.6,236795.7,84680.9
General cargo,285,140,7380.8,10933.6,2008.1,2008.9,2010.1,2010.2,760.3,1751.4,1716.0,1755.5,71.0,175.8,420.2,430.0,45.0,74.6,104.9,109.1,981.5,893.0,88.5,75464.4,68818.4,6646.0,76913.3,70139.7,6773.6
Vehicle,227,151,30775.2,10404.1,2007.5,2007.6,2008.3,2008.1,824.2,2305.1,2287.8,2294.1,63.0,152.5,396.9,398.1,31.0,39.9,40.1,40.1,1888.5,1806.7,81.8,146281.9,139946.2,6335.7,149090.5,142633.2,6457.3
Oil tanker,170,97,12650.4,22247.7,2006.6,2007.2,2007.2,2007.3,1406.4,2319.3,2004.1,2015.2,171.5,258.2,353.7,357.8,87.5,154.2,139.6,138.3,2550.9,1538.4,1012.6,197343.2,118991.4,78351.9,201132.2,121276.0,79856.2
Ferry-pax only,133,2,18.5,1.4,2009.8,1999.5,2009.7,2009.2,278.5,170.5,268.9,250.8,16.0,16.0,16.5,16.5,11.0,6.5,29.4,28.8,18.0,12.6,5.3,1348.0,948.7,399.3,1373.9,966.9,407.0
Service - tug,94,31,19.9,13.4,1994.2,1994.6,1999.5,1999.0,198.0,995.7,396.5,357.4,84.0,379.9,737.8,552.0,29.0,154.1,197.0,200.0,58.0,41.0,17.0,4353.3,3077.0,1276.3,4436.8,3136.0,1300.8
Refrigerated bulk,91,39,2338.2,2478.8,1997.2,1995.5,1995.5,1995.2,241.2,3064.1,2205.8,2140.2,20.0,296.0,613.9,620.5,8.0,183.6,333.1,350.7,1102.1,843.5,258.6,83647.3,64233.1,19414.2,85253.3,65466.4,19787.0
Liquefied gas tanker,71,49,27028.6,22786.3,2008.9,2009.0,2010.3,2010.4,2587.3,3689.5,4959.7,4880.7,215.0,263.0,569.6,570.1,57.0,88.6,69.7,71.4,3182.5,3024.2,158.3,195322.0,183915.9,11406.1,199072.1,187447.0,11625.1
Miscellaneous - fishing,47,43,496.8,387.2,1992.7,1992.2,1989.8,1990.3,8614.8,9416.5,4846.6,5370.5,1988.0,2259.1,1962.1,2285.4,98.0,555.5,322.8,390.0,363.7,323.8,39.9,27326.1,24330.9,2995.2,27850.8,24798.1,3052.7
Cruise,39,32,1346.0,153.0,1994.2,1995.1,1998.4,1995.9,592.2,744.7,846.2,858.2,42.0,54.2,74.9,80.7,12.0,18.0,22.2,24.7,333.2,294.3,38.9,25772.9,22769.8,3003.1,26267.7,23207.0,3060.7
Service - other,17,13,179.4,222.2,1998.9,2000.4,1997.1,1999.8,1099.5,1145.5,1101.6,1276.9,221.0,588.8,336.1,377.6,57.0,205.4,136.9,144.5,54.6,47.1,7.5,4145.3,3578.3,567.0,4224.9,3647.0,577.9
Offshore,16,7,9.0,12.8,1979.4,1982.1,1978.6,1979.4,218.3,570.6,574.4,572.0,68.5,82.9,518.1,607.7,52.0,375.9,482.5,443.2,27.1,17.6,9.5,2034.2,1323.6,710.6,2073.3,1349.0,724.2
Ferry-RoPax,9,3,25.6,3.2,2006.1,2006.3,2007.5,2007.9,332.4,1214.7,495.7,635.5,47.0,176.3,235.7,411.1,13.0,11.3,10.0,6.8,16.2,15.1,1.0,1223.6,1145.9,77.7,1247.0,1167.9,79.2
Other liquids tankers,1,1,50.9,72.3,2016.0,2016.0,2016.0,2016.0,1845.3,1845.3,1845.3,1845.3,164.0,164.0,164.0,164.0,52.0,52.0,52.0,52.0,5.2,4.3,0.9,405.8,336.7,69.2,413.6,343.1,70.5
