Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Chile,1171,616,60117.4,69305.2,2009.0,2009.5,2010.8,2011.0,954.2,1098.4,1150.1,1144.3,75.0,104.9,101.2,103.4,27.0,57.0,41.2,43.2,7049.1,6265.3,783.8,537758.8,478026.6,59732.2,548083.8,487204.7,60879.1
Ecuador,812,396,17135.9,19831.6,2005.8,2007.8,2007.0,2007.5,731.7,872.5,737.1,744.2,56.0,101.6,88.6,94.6,27.0,72.0,61.1,74.1,2716.5,2054.0,662.6,209662.3,158645.8,51016.5,213687.8,161691.8,51996.0
Colombia,568,236,36393.1,40329.4,2009.9,2009.2,2010.8,2010.9,1147.8,1225.8,1165.8,1173.5,69.0,118.7,87.3,91.4,27.0,51.7,32.7,34.9,3334.8,3067.2,267.6,258018.0,237422.2,20595.7,262971.9,241980.7,20991.2
Argentina,432,208,6333.2,9534.8,2007.6,2009.3,2011.6,2012.0,230.8,1149.8,910.1,848.2,30.0,157.1,313.7,310.8,47.0,77.9,103.6,101.6,1132.6,810.6,322.0,86445.3,61921.7,24523.7,88105.1,63110.5,24994.5
Uruguay,271,262,3964.6,6775.4,2010.5,2010.5,2011.1,2011.1,376.2,537.2,495.3,485.9,37.0,69.4,150.4,141.1,79.0,92.8,110.7,106.9,557.1,355.1,201.9,42897.6,27383.9,15513.7,43721.2,27909.7,15811.6
United States of America,256,231,21836.6,35355.0,2009.9,2010.6,2010.6,2010.8,3070.0,3176.6,3217.0,3212.8,304.0,327.6,335.3,337.0,96.5,127.7,133.9,136.6,3107.1,2488.4,618.7,239792.1,191992.1,47800.0,244396.1,195678.4,48717.7
Mexico,168,117,28879.5,32576.9,2010.1,2009.6,2010.7,2010.7,2477.9,2612.4,2517.4,2518.8,177.0,219.4,187.0,196.3,28.0,55.0,45.2,53.2,2667.2,2573.8,93.4,203910.2,196695.3,7214.9,207825.2,200471.8,7353.4
Panama,162,138,7127.4,9558.9,2005.4,2005.6,2006.1,2006.6,1398.5,2101.4,1402.1,1399.9,116.0,263.3,180.5,189.6,50.0,131.2,83.5,96.1,1251.4,964.0,287.4,96476.4,74378.8,22097.6,98328.7,75806.8,22521.9
China,76,68,43630.6,72810.2,2010.7,2010.6,2010.7,2010.7,9765.6,9363.1,9847.3,9843.6,793.0,779.7,820.0,848.9,88.5,136.9,197.8,223.0,2738.3,2662.6,75.7,206014.2,200168.4,5845.8,209969.7,204011.6,5958.1
Guatemala,56,42,4438.4,5664.5,2009.5,2010.5,2008.0,2008.8,1769.0,1678.7,1718.6,1698.7,127.5,163.7,145.1,151.6,34.0,66.6,47.0,54.4,446.9,422.6,24.4,34611.0,32727.2,1883.8,35275.6,33355.6,1920.0
Japan,53,51,26512.9,29789.7,2007.9,2008.0,2008.9,2009.4,8699.6,8990.1,8882.3,8893.8,649.0,722.5,658.8,715.2,64.0,107.7,126.5,184.2,1827.8,1785.8,42.0,134882.9,131630.1,3252.8,137472.6,134157.4,3315.2
Brazil,50,48,2331.4,3697.2,2009.8,2009.8,2010.5,2010.8,1316.9,1982.4,1921.2,1872.6,145.5,265.5,312.0,307.3,70.5,77.6,81.2,82.4,268.9,247.4,21.4,20761.7,19109.6,1652.1,21160.3,19476.6,1683.8
Russian Federation,41,40,24088.6,44494.8,2006.7,2006.8,2008.4,2008.6,8759.0,8687.9,8821.3,8840.0,744.0,725.7,752.7,755.9,146.0,216.8,215.5,218.9,1537.3,1427.9,109.4,118559.0,110242.6,8316.4,120835.3,112359.3,8476.0
"Korea, Republic of",33,32,17503.9,22301.7,2011.0,2011.2,2010.2,2009.9,9361.0,9348.4,9428.4,9299.5,720.0,734.5,715.2,764.5,52.0,77.6,87.4,114.9,1449.9,1425.5,24.4,99962.9,98086.9,1876.0,101882.2,99970.2,1912.0
Canada,32,31,4934.3,8630.5,2012.8,2012.9,2013.4,2013.4,5098.1,5180.0,5181.0,5181.9,449.5,478.3,484.9,485.4,103.0,111.6,121.4,121.5,456.7,437.1,19.5,35261.7,33750.0,1511.7,35938.8,34398.0,1540.7
El Salvador,23,20,1326.5,2098.1,2011.3,2011.8,2011.7,2011.9,1772.8,1962.4,1947.6,1966.3,155.0,190.8,196.9,201.4,49.0,99.5,96.9,100.2,163.6,146.6,17.0,12663.5,11354.4,1309.1,12906.6,11572.4,1334.2
Costa Rica,23,23,1208.9,1240.1,2011.4,2011.4,2011.0,2013.4,1443.5,1452.5,1495.8,1426.9,111.0,136.8,141.9,152.6,60.0,73.0,72.6,82.6,132.1,117.7,14.3,10212.1,9105.2,1107.0,10408.2,9280.0,1128.2
Falkland Islands (Malvinas),17,17,153.1,182.7,1987.3,1987.3,1992.0,1991.4,8933.3,9086.5,6412.3,6984.5,2518.0,3232.1,2745.0,2875.9,98.0,1013.9,647.2,659.4,220.9,190.7,30.1,16608.1,14345.6,2262.5,16927.0,14621.0,2306.0
Hong Kong,16,16,5577.8,9976.6,2009.9,2009.9,2009.0,2008.8,10178.1,10183.8,10212.9,10222.3,908.5,889.2,902.0,904.7,134.0,173.8,224.0,233.6,441.8,429.6,12.2,34218.1,33276.4,941.7,34875.1,33915.3,959.8
New Zealand,15,10,3448.6,4269.1,2006.7,2007.3,2006.8,2006.8,5923.4,5941.8,5935.9,5936.4,340.0,337.8,335.7,335.9,8.0,7.8,7.6,7.6,545.3,543.3,2.0,42239.1,42085.9,153.2,43050.1,42893.9,156.2
India,15,15,6821.6,10774.1,2010.5,2010.5,2012.2,2011.3,9359.7,9224.4,10399.3,9758.2,861.0,817.7,899.9,880.5,76.0,70.5,72.5,75.2,487.0,480.1,6.9,34874.6,34340.1,534.6,35544.2,34999.4,544.8
Pakistan,15,1,1.3,0.8,2010.0,2010.0,2010.0,2010.0,164.7,164.7,186.1,186.1,37.0,37.0,52.2,52.2,119.0,119.0,340.3,340.3,3.2,0.8,2.4,240.6,58.8,181.9,245.3,59.9,185.4
Trinidad and Tobago,14,11,1594.6,2789.2,2006.9,2006.9,2007.2,2007.1,2776.6,2783.2,2788.6,2788.5,303.5,331.6,347.0,347.0,120.0,129.7,140.8,140.9,305.0,210.7,94.3,23624.2,16317.7,7306.5,24077.8,16631.0,7446.7
