Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Callao,2111,1025,207497.2,245421.9,2008.8,2008.8,2010.2,2010.6,1282.9,2937.9,1870.7,1993.3,80.0,299.1,351.7,392.8,29.0,67.7,47.4,53.1,21479.1,20060.8,1418.3,1653826.3,1544711.8,109114.5,1685579.8,1574370.2,111209.5
San Martin,734,486,14241.3,24316.6,2008.2,2009.3,2011.6,2011.6,234.2,960.4,890.3,892.8,25.0,100.3,393.8,394.0,20.0,43.8,84.9,82.7,1824.4,1485.7,338.7,140463.4,114740.1,25723.3,143160.3,116943.1,26217.2
Paita,350,96,13116.3,15409.5,2005.5,2005.3,2003.2,2003.4,658.1,3411.8,1848.3,1808.3,51.0,285.9,439.3,403.1,15.0,43.2,29.0,26.8,3135.0,3042.1,92.9,240960.0,233906.7,7053.3,245586.5,238397.7,7188.8
Matarani,253,207,13995.2,23444.3,2009.7,2010.3,2011.8,2011.9,956.3,2280.3,2367.5,2473.8,86.0,243.7,643.9,654.8,38.0,82.6,70.1,69.1,1591.5,1443.4,148.1,122874.1,111609.2,11264.9,125233.2,113752.1,11481.2
Tambo De Mora,148,129,50349.2,45881.4,2008.6,2009.0,2009.8,2010.1,2996.8,4277.8,7529.8,6688.7,255.5,331.0,923.7,897.3,33.5,103.0,34.2,38.6,6687.7,6557.5,130.2,414686.3,404954.4,9731.9,422648.3,412729.5,9918.7
Ilo,136,53,1594.8,2386.6,2005.2,2009.6,2007.6,2008.0,361.7,997.4,782.6,790.8,51.0,96.3,146.2,149.7,35.0,59.6,59.4,60.2,368.2,274.6,93.6,28274.4,21157.6,7116.8,28817.3,21563.8,7253.5
Iquitos,136,5,29.5,9.8,2009.7,2002.0,2006.1,2006.1,274.2,303.3,284.8,318.9,13.0,25.2,20.3,24.8,9.0,31.2,20.2,54.4,22.6,19.3,3.3,1706.2,1458.4,247.7,1738.9,1486.4,252.5
La Pampilla Oil Terminal,101,74,8774.2,14902.3,2008.6,2008.9,2008.5,2008.4,1443.8,2424.6,2484.2,2493.3,189.0,245.3,363.2,366.2,41.0,56.4,65.8,67.8,1255.0,1026.7,228.3,96918.6,79363.3,17555.4,98779.4,80887.0,17892.4
Talara,90,67,4356.0,7380.3,2002.9,2005.8,2007.6,2007.6,872.8,1732.4,1772.3,1788.2,134.5,207.3,383.5,388.9,48.0,105.0,142.4,146.5,795.1,607.5,187.5,61241.2,46866.6,14374.6,62417.0,47766.4,14650.6
Salaverry,89,82,3677.7,5567.7,2009.2,2009.6,2012.5,2012.9,1013.2,1942.7,1863.8,2064.2,97.0,203.7,396.8,412.1,62.0,116.8,213.8,223.1,489.4,423.0,66.4,37743.8,32672.0,5071.7,38468.4,33299.3,5169.1
Puerto Bayovar,86,80,8335.3,14395.6,2010.7,2010.8,2011.5,2011.3,2440.2,3180.5,3069.4,3029.1,261.5,397.0,560.4,550.6,59.5,88.9,105.9,104.6,817.8,756.8,61.0,63142.7,58473.2,4669.4,64355.0,59595.9,4759.1
Bahia San Nicolas,75,58,55115.6,107098.5,2009.0,2009.1,2009.2,2009.2,9728.4,7965.6,8244.2,8255.3,879.0,756.8,892.8,893.4,47.0,60.8,70.1,70.2,3113.3,3080.2,33.1,241149.8,238594.0,2555.8,245779.9,243175.0,2604.9
Huarmey,39,39,5814.5,9955.3,2012.6,2012.6,2012.6,2012.6,5552.2,5196.3,5178.7,5217.9,526.0,481.8,752.7,754.1,23.0,62.9,79.7,78.8,598.4,587.8,10.6,46277.8,45458.2,819.6,47166.4,46331.0,835.4
Chimbote,32,31,1061.5,1708.8,2007.9,2007.6,2010.0,2010.4,957.8,3174.7,1886.4,1926.1,84.5,300.2,558.9,568.1,61.5,310.5,223.7,211.7,213.4,168.2,45.1,16332.2,12872.6,3459.6,16645.8,13119.7,3526.0
Punta Lobitos,30,30,4102.5,6899.1,2012.8,2012.8,2012.3,2012.3,4866.0,5006.1,5054.4,5104.9,453.5,435.7,716.0,720.6,56.5,70.9,84.1,85.0,390.5,377.7,12.9,30205.2,29215.3,989.9,30785.2,29776.2,1008.9
Supe,16,16,288.1,484.1,2011.2,2011.2,2009.8,2009.9,870.9,1341.7,1300.8,1298.7,67.0,116.7,197.7,198.4,18.5,34.1,59.6,59.7,60.9,52.1,8.7,4681.5,4020.0,661.5,4771.3,4097.2,674.2
Pampa Melchorita,4,3,3314.2,2441.5,2005.2,2006.3,2004.8,2005.4,8469.1,6894.6,9258.7,8667.6,574.0,446.0,670.8,656.8,162.5,165.7,134.6,129.9,330.3,294.9,35.4,20184.2,17875.9,2308.2,20571.7,18219.1,2352.5
Caleta Lobitos,3,2,23.0,27.0,1971.3,1979.0,2001.8,2001.9,241.1,588.4,946.0,949.6,74.0,71.2,94.8,94.9,35.0,130.2,35.8,35.6,4.5,3.7,0.9,346.9,281.6,65.3,353.5,287.0,66.5
Pimental,3,3,190.0,318.3,2011.3,2011.3,2012.9,2013.0,2594.3,2118.8,2116.0,2144.6,240.0,218.7,252.5,254.9,57.0,62.3,65.4,65.6,23.4,20.1,3.3,1807.1,1554.0,253.1,1841.8,1583.8,258.0
Ancon,2,2,44.8,73.5,2012.5,2012.5,2009.6,2009.0,1373.0,1373.0,1373.4,1373.5,1772.5,1772.5,689.7,479.2,25.0,25.0,39.3,42.1,13.7,11.8,2.0,1046.2,892.6,153.6,1066.3,909.7,156.6
Conchan Oil Terminal,2,2,34.6,53.2,2013.5,2013.5,2011.2,2011.2,765.6,765.6,968.3,931.9,87.0,87.0,107.1,106.9,37.5,37.5,53.5,53.3,6.5,5.7,0.8,503.4,444.4,59.1,513.1,452.9,60.2
Chancay,2,2,135.9,232.2,2010.0,2010.0,2006.3,2006.3,3829.3,3829.3,4263.7,4263.7,324.0,324.0,477.6,477.6,71.0,71.0,85.7,85.7,25.5,22.0,3.5,1974.4,1704.5,269.9,2012.3,1737.3,275.0
Puerto Cabo Blanco,2,2,50.8,84.5,2009.5,2009.5,2005.1,2005.1,1066.0,1066.0,1695.7,1757.5,87.0,87.0,148.0,148.9,143.5,143.5,147.9,147.9,11.2,7.3,3.8,863.7,567.1,296.6,880.3,578.0,302.3
Huacho,1,1,10.5,12.4,2007.0,2007.0,2007.0,2007.0,682.0,682.0,682.0,682.0,50.0,50.0,50.0,50.0,16.0,16.0,16.0,16.0,2.1,1.9,0.2,164.3,150.1,14.2,167.5,153.0,14.5
Los Organos,1,1,6.8,8.0,2002.0,2002.0,2002.0,2002.0,147.0,147.0,147.0,147.0,20.0,20.0,20.0,20.0,42.0,42.0,42.0,42.0,1.3,0.6,0.7,100.3,44.5,55.8,102.2,45.3,56.8
