Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
St Petersburg,4077,1299,54949.4,65260.4,2001.6,2003.6,2004.7,2005.2,594.6,971.9,747.7,1064.6,69.0,114.1,170.3,186.9,37.0,76.9,87.3,94.4,13605.3,10716.7,2888.6,1024026.1,807138.1,216888.0,1043687.4,822635.1,221052.2
Novorossiysk,3529,1532,45748.1,75513.4,2002.2,2004.3,2006.8,2007.2,483.1,581.2,581.5,590.8,55.0,118.1,131.5,136.2,45.0,75.9,58.0,57.1,6734.4,4886.1,1848.2,518542.2,376847.7,141694.5,528498.3,384083.2,144415.1
Ust-Luga,2328,1125,69796.1,119860.0,2008.1,2008.0,2010.4,2010.4,818.9,969.9,1018.0,1025.0,72.0,99.3,155.9,157.2,54.0,87.2,89.9,91.4,8745.7,6480.8,2264.8,656984.8,486940.3,170044.6,669598.9,496289.5,173309.4
Yeysk,2136,652,1680.5,2126.0,1991.1,1990.5,1994.0,1994.2,154.2,202.4,220.2,219.3,23.0,35.5,56.8,56.3,35.0,43.5,51.9,52.3,627.4,380.8,246.5,47259.8,28746.8,18513.0,48167.2,29298.7,18868.4
Nakhodka,1730,1116,141535.9,196024.6,2006.6,2007.7,2009.9,2009.9,991.2,1920.7,2478.6,2370.5,96.0,202.0,393.3,414.5,52.0,78.5,55.1,56.4,12163.3,11041.9,1121.4,938121.1,851817.9,86303.2,956133.1,868172.8,87960.2
Taman',1548,1130,21825.5,37154.0,2002.0,2002.0,2007.4,2007.5,479.0,641.5,656.5,656.6,52.5,109.7,141.2,142.1,82.0,170.1,199.9,201.5,3448.7,2136.5,1312.2,265663.3,164725.6,100937.7,270764.0,167888.3,102875.7
Kavkaz,1371,624,1623.2,1987.2,1995.7,1994.3,1997.8,1997.9,198.9,288.4,239.8,219.0,42.0,93.5,106.8,96.2,25.0,54.5,64.2,64.7,954.4,579.9,374.5,72112.3,43905.7,28206.6,73496.9,44748.7,28748.2
Taganrog,1304,566,1167.2,1472.1,1992.1,1991.6,1994.5,1994.7,179.9,242.3,247.2,245.3,30.0,47.2,65.6,64.9,10.0,29.4,37.5,37.3,393.2,281.8,111.4,29637.0,21271.8,8365.3,30206.0,21680.2,8525.9
Azov,1261,481,1205.7,1502.6,1987.9,1989.5,1991.1,1991.4,198.6,279.1,284.7,284.0,42.0,70.5,86.6,85.8,70.0,89.8,84.4,83.5,534.1,300.5,233.6,40228.4,22688.0,17540.3,41000.7,23123.6,17877.1
Vostokmorservice,1088,460,14163.4,17121.9,1998.3,2000.3,2002.7,2003.7,691.5,1636.7,1076.0,1068.8,72.0,232.9,411.5,325.5,51.0,112.5,116.4,126.3,3606.9,2896.2,710.7,275263.2,221380.5,53882.7,280548.3,225631.0,54917.3
Baltiysk,1085,630,12914.6,18689.2,2001.9,2003.2,2009.3,2009.8,536.2,897.7,797.9,896.7,46.0,82.9,276.4,292.0,37.0,63.1,106.7,93.4,2112.9,1622.9,490.0,159614.0,122822.6,36791.4,162678.6,125180.8,37497.8
Tuapse,1044,570,10907.3,18004.6,2001.0,2004.3,2006.1,2006.4,495.9,539.3,567.6,579.0,47.0,79.5,98.5,98.6,70.0,93.9,104.7,106.5,2787.2,1391.1,1396.1,215023.5,107478.6,107545.0,219152.0,109542.1,109609.8
Murmansk,999,569,49900.5,86878.1,2003.4,2005.6,2008.6,2008.9,1717.4,2103.6,2005.2,2002.9,169.0,250.4,320.2,307.6,89.0,198.6,122.0,108.2,5697.5,4701.1,996.3,433643.9,357694.5,75949.4,441969.8,364562.2,77407.6
Vostochnyy,990,515,30617.9,52495.0,2007.2,2007.4,2007.9,2008.0,831.3,1357.3,1425.6,1452.9,103.0,212.3,408.2,420.0,41.0,68.4,87.1,89.7,3443.1,3007.1,435.9,265816.2,232341.7,33474.5,270919.9,236802.7,34117.2
