Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,14353,2624,38056.4,51778.1,1993.7,1996.9,1999.9,2000.2,386.2,625.6,640.6,649.5,52.0,88.8,204.2,200.2,49.0,73.6,108.8,108.8,9813.6,7647.3,2166.3,743388.1,580544.1,162844.0,757661.2,591690.5,165970.7
Bulk carrier,6098,3016,241949.3,430430.3,2007.2,2008.9,2009.4,2009.4,915.2,1308.7,1418.8,1439.7,102.0,160.4,332.3,338.7,71.0,114.0,104.5,103.3,21419.1,18460.0,2959.2,1645734.0,1419329.3,226404.7,1677332.1,1446580.4,230751.7
Oil tanker,4539,1058,169349.9,305278.2,2006.3,2006.3,2008.4,2008.5,530.2,934.1,935.1,936.5,71.0,121.6,201.2,201.3,35.0,66.3,61.0,59.5,20232.3,13713.7,6518.6,1545341.6,1048014.8,497326.8,1575012.1,1068136.7,506875.4
Chemical tanker,3599,861,49033.4,78953.8,2007.1,2007.3,2008.5,2008.5,496.8,906.2,853.3,862.1,55.0,102.1,183.6,185.6,37.0,67.0,65.7,65.5,10388.3,7211.5,3176.7,791420.1,549669.0,241751.2,806615.4,560222.6,246392.8
Container,3211,634,191666.5,210207.9,2005.1,2006.8,2009.0,2008.8,705.5,1831.8,2097.3,2031.4,62.0,142.4,363.7,359.9,31.0,41.8,45.5,45.2,20740.5,19151.7,1588.8,1590561.6,1469622.5,120939.2,1621100.4,1497839.2,123261.2
Miscellaneous - fishing,1862,460,5466.8,3192.4,1987.5,1988.9,1990.1,1989.3,436.9,3742.7,2743.9,2767.8,65.0,721.5,1888.0,1935.6,25.0,217.8,273.5,265.3,3401.2,2801.1,600.1,255871.7,210802.7,45069.0,260784.4,214850.1,45934.3
Ro-Ro,908,72,4383.2,2635.3,1991.1,1993.8,1999.1,1997.5,233.9,562.9,401.2,402.2,25.0,60.3,77.9,85.2,37.0,76.1,40.9,48.3,1688.7,1115.7,573.0,127604.4,84291.1,43313.3,130054.4,85909.5,44144.9
Refrigerated bulk,839,208,14597.6,15323.4,1991.7,1991.2,1994.6,1994.4,1373.6,2135.2,2797.5,2814.6,121.0,251.7,509.3,509.1,71.0,117.8,171.9,173.2,8696.2,6806.6,1889.5,658107.0,516071.5,142035.5,670742.7,525980.1,144762.6
Liquefied gas tanker,734,78,73274.6,55622.5,2010.0,2008.8,2012.3,2012.5,921.5,1509.7,2117.4,2061.4,76.0,119.9,274.9,271.8,36.5,46.4,62.5,63.3,8778.8,7816.0,962.8,554248.7,485385.0,68863.7,564890.3,494704.4,70185.9
Service - tug,556,187,464.7,298.9,1989.9,1996.2,2002.1,2003.4,261.2,967.5,1294.6,1328.9,68.0,330.0,545.9,452.5,35.0,252.0,1160.0,1271.4,514.0,339.7,174.3,38600.7,25515.4,13085.3,39341.8,26005.3,13336.5
Vehicle,401,61,8929.0,2937.3,2001.4,2003.5,2006.6,2006.3,521.2,1653.2,989.0,942.4,54.0,120.1,251.1,240.6,16.0,26.7,28.4,29.6,848.3,743.7,104.7,63982.1,56061.6,7920.5,65210.6,57138.0,8072.6
Cruise,377,93,5680.4,603.1,2001.8,1998.1,2006.1,2004.4,190.7,305.0,241.8,242.7,15.0,25.9,29.2,30.7,34.0,34.6,29.7,30.8,2003.0,1149.3,853.8,150931.2,86763.1,64168.1,153829.1,88429.0,65400.1
Ferry-RoPax,306,12,1391.9,190.7,1997.5,1994.0,1990.3,1992.1,185.3,796.6,286.9,295.2,26.0,80.7,76.1,110.0,9.0,52.3,26.9,32.6,374.8,281.7,93.0,28374.5,21369.7,7004.8,28919.3,21780.0,7139.3
Ferry-pax only,112,11,94.6,16.5,1992.6,1994.7,1992.6,1992.4,246.6,787.1,366.3,353.4,27.0,164.6,93.6,80.3,14.5,59.6,39.9,35.8,48.1,37.6,10.5,3615.1,2824.5,790.5,3684.5,2878.8,805.7
Service - other,109,68,899.5,605.9,1994.3,1992.9,1996.8,1997.8,590.6,2676.0,2345.2,2575.7,96.0,863.1,2048.9,2733.6,63.0,442.3,532.1,353.9,432.6,346.3,86.2,32688.2,26209.6,6478.5,33315.8,26712.9,6602.9
Offshore,68,43,689.6,913.8,2001.6,2004.5,2007.8,2006.9,693.7,1815.4,1052.0,1135.5,100.0,292.8,183.6,173.1,45.5,500.8,510.4,404.4,240.5,144.7,95.8,18067.9,10874.5,7193.4,18414.8,11083.3,7331.5
Yacht,1,1,0.0,0.1,1958.0,1958.0,1958.0,1958.0,120.8,120.8,120.8,120.8,15.0,15.0,15.0,15.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
