Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,9587,2781,91507.7,153785.3,1997.3,2001.6,2006.4,2007.0,479.0,661.4,636.6,644.9,66.0,106.6,164.6,167.0,20.0,34.7,50.3,48.0,14113.9,11783.5,2330.4,1083903.4,906403.6,177499.8,1104714.4,923806.6,180907.8
Ukraine,3289,962,6576.9,8520.6,1992.8,1992.8,2000.6,2001.1,209.2,319.4,353.0,356.6,41.0,106.9,253.6,272.5,18.0,75.3,79.2,80.8,2209.1,1602.6,606.5,167536.2,121717.3,45818.9,170752.9,124054.3,46698.6
Japan,2421,700,49901.9,63308.1,1999.4,2003.0,2007.4,2007.8,639.6,1018.4,1225.6,1265.1,71.0,139.3,276.2,295.6,30.0,53.0,45.0,53.7,6076.9,5259.8,817.0,448724.5,386473.4,62251.1,457340.0,393893.7,63446.3
"Korea, Republic of",2311,1032,46225.8,69104.5,1998.7,2000.0,2005.3,2005.6,752.5,1413.3,1229.9,1268.2,80.0,198.9,265.6,259.7,29.0,121.7,96.7,92.4,7072.8,5437.5,1635.3,536627.7,412710.3,123917.5,546931.0,420634.3,126296.7
Finland,2216,521,9963.4,8950.4,2000.9,2002.5,2004.6,2004.8,170.3,350.9,216.4,226.2,18.0,60.3,57.2,78.4,20.0,38.2,27.1,37.3,2655.1,1885.4,769.7,199414.0,141619.2,57794.8,203242.7,144338.3,58904.4
China,1965,1004,90303.7,129980.3,2002.6,2004.2,2007.9,2008.0,1237.9,1722.8,1527.7,1536.2,137.0,217.5,306.6,304.5,44.0,80.8,71.9,77.7,10716.0,9455.8,1260.2,820337.2,723849.8,96487.5,836087.7,737747.7,98340.0
Netherlands,1565,778,70873.8,109936.2,2006.2,2006.4,2009.5,2009.1,1460.1,1473.4,1639.6,1599.7,141.0,180.7,214.6,207.3,32.0,56.2,51.6,53.6,10672.2,9041.6,1630.7,789029.1,665042.0,123987.1,804178.5,677810.8,126367.7
Estonia,1110,532,5239.9,5674.5,2001.7,2002.9,2005.5,2007.3,188.7,296.5,244.1,266.2,20.0,49.9,64.6,81.1,9.0,36.1,28.4,36.2,1525.8,987.2,538.6,114636.5,74196.0,40440.5,116837.5,75620.6,41217.0
Germany,1016,543,27286.0,37594.3,2005.0,2004.9,2009.0,2009.0,922.2,1040.2,1167.5,1220.8,92.0,115.0,120.9,131.2,23.0,40.3,32.3,34.5,4058.9,3698.5,360.4,305467.3,278204.4,27262.9,311332.3,283545.9,27786.4
Poland,968,390,7127.8,9976.4,2003.6,2002.6,2007.7,2007.7,574.7,570.1,542.2,552.8,56.0,84.1,109.9,109.1,31.0,68.4,49.6,46.5,1676.9,1209.6,467.3,125784.6,90699.7,35084.9,128199.7,92441.1,35758.6
