Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Italy,2075,868,33196.7,36493.1,2002.7,2003.8,2007.3,2007.3,425.5,507.0,481.9,481.1,38.0,60.3,78.1,92.2,14.0,52.9,34.9,43.1,5258.0,4166.1,1091.8,404766.7,320894.7,83872.0,412538.2,327055.9,85482.4
Turkey,707,529,17588.4,26216.1,2006.1,2006.4,2007.9,2008.0,825.4,951.3,927.5,945.8,75.0,105.1,120.2,127.9,15.0,29.6,30.9,33.3,2182.7,1963.6,219.1,168370.8,151536.4,16834.4,171603.6,154445.9,17157.6
Spain,622,437,27534.5,35825.9,2005.8,2005.4,2009.0,2009.3,988.0,1207.9,1026.0,1061.9,83.0,127.7,134.6,141.5,15.0,35.1,28.3,31.1,3206.3,2891.1,315.1,246904.7,222730.5,24174.2,251645.3,227007.0,24638.3
Libya,579,194,2373.1,3314.9,2005.3,2003.1,2006.0,2006.3,250.1,402.1,367.2,370.0,43.0,84.5,151.9,129.6,21.0,44.5,64.4,67.2,687.6,519.2,168.4,52444.7,39633.7,12810.9,53451.6,40394.7,13056.9
Greece,506,329,11024.5,11522.0,2002.7,2003.7,2005.2,2006.3,588.9,896.8,666.6,691.8,56.0,130.7,132.2,138.5,15.0,69.5,44.3,53.8,1927.5,1632.5,295.0,148256.3,125689.4,22566.9,151102.8,128102.6,23000.2
Tunisia,389,219,1501.5,1987.6,2001.0,2001.4,2002.7,2002.6,281.0,397.3,347.4,350.6,29.0,95.7,204.4,238.7,18.0,77.5,70.9,60.9,494.0,325.8,168.2,37642.7,24895.0,12747.7,38365.4,25373.0,12992.5
Algeria,355,175,4225.1,5997.1,2003.1,2004.3,2004.6,2005.1,629.5,724.6,713.1,712.6,66.0,87.4,101.7,103.1,26.0,37.0,51.2,53.6,827.2,674.5,152.7,63097.7,51502.4,11595.3,64309.2,52491.3,11817.9
Egypt,301,254,8354.2,12382.8,2005.8,2006.1,2007.5,2007.6,902.6,1110.5,1093.6,1061.9,96.0,173.4,278.1,271.4,14.0,42.9,254.6,224.8,1198.9,1064.1,134.8,92228.9,81863.1,10365.8,93999.7,83434.9,10564.9
France,230,186,22100.1,27277.1,2006.9,2007.1,2010.7,2010.5,761.3,1135.0,1644.8,1534.5,93.0,126.7,141.2,143.0,18.0,29.5,30.6,31.5,1925.2,1822.0,103.2,148641.4,140674.1,7967.3,151495.3,143375.0,8120.3
Morocco,191,125,7769.0,9974.9,2007.9,2008.0,2009.3,2009.1,1155.2,1328.9,1114.6,1127.2,95.0,185.3,117.5,124.7,15.0,23.1,20.8,19.8,982.7,919.5,63.2,75872.2,71017.6,4854.6,77328.9,72381.1,4947.8
