Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Marsaskala,2472,1718,160583.1,260651.5,2006.3,2006.5,2009.0,2009.0,911.0,1859.0,1978.9,1993.1,95.0,191.1,387.9,401.7,38.0,83.6,94.7,98.1,18482.3,15151.0,3331.3,1408425.5,1152346.8,256078.8,1435467.3,1174471.8,260995.5
Delimara,2439,1118,98636.7,129687.1,2005.3,2006.1,2009.2,2009.0,698.8,1393.8,1363.3,1369.4,64.0,140.0,237.4,252.4,29.0,76.5,54.5,60.9,11923.1,10132.8,1790.3,914511.9,777636.2,136875.7,932070.5,792566.8,139503.7
Marsaxlokk,940,297,60228.9,65085.6,2006.2,2006.8,2009.9,2009.8,737.0,967.1,1090.1,1074.6,54.0,78.3,115.2,114.1,24.0,41.5,27.2,27.5,6200.2,5636.0,564.2,477691.3,434490.9,43200.4,486862.9,442833.1,44029.8
Valletta,926,331,20139.0,6502.9,2000.5,2000.5,2007.5,2005.9,570.1,912.1,638.5,713.5,41.0,109.1,77.7,158.2,10.0,76.6,39.4,57.4,4005.3,3273.5,731.8,308727.2,252732.7,55994.5,314654.8,257585.2,57069.6
Saint Paul'S Bay (San Pawl Il-Bahar),356,330,14960.8,24904.7,2004.4,2004.9,2008.7,2009.1,901.3,1733.2,1993.3,1992.8,101.0,189.2,378.6,378.2,47.0,104.0,105.0,105.8,1804.1,1517.7,286.4,139018.9,117042.7,21976.3,141688.1,119289.9,22398.2
Floriana,313,110,1021.2,652.9,1999.7,1998.3,2006.6,2004.8,253.3,841.1,577.7,512.8,26.0,122.8,217.4,170.3,26.0,94.7,133.1,130.6,459.9,373.0,87.0,34777.0,28205.2,6571.8,35444.7,28746.7,6698.0
Marsamxett,89,78,3332.6,5436.4,2003.0,2002.6,2006.6,2006.3,664.5,1187.7,1486.9,1673.0,57.0,120.6,420.3,459.4,29.0,78.4,106.0,100.7,461.3,350.1,111.3,35487.4,26979.6,8507.8,36168.8,27497.6,8671.2
"Mgarr, Gozo",78,76,4795.9,8267.0,2005.0,2005.1,2007.1,2006.9,832.4,1837.3,2219.3,2307.9,100.5,186.1,460.5,472.1,35.0,70.8,67.9,69.6,498.0,405.0,93.0,38468.9,31297.7,7171.2,39207.5,31898.6,7308.8
Kirkop,27,20,763.9,946.8,2002.1,2002.4,2006.5,2006.5,596.0,1118.6,1333.6,1299.9,78.0,145.7,221.7,226.1,19.0,65.6,19.2,20.8,115.1,104.4,10.7,8853.5,8040.1,813.4,9023.5,8194.5,829.0
Birzebbugia,16,8,162.5,133.4,1998.1,1997.8,2004.3,2006.5,274.4,323.7,451.2,519.6,20.5,24.9,32.9,35.7,14.5,43.7,53.7,55.3,38.2,26.2,12.1,2956.2,2024.6,931.6,3013.0,2063.5,949.4
Tarxien,3,3,117.2,127.6,2000.3,2000.3,1998.2,1998.5,1122.4,1263.7,1103.6,1106.9,95.0,93.7,66.1,67.6,18.0,22.7,17.9,18.0,17.1,14.9,2.3,1321.8,1148.5,173.3,1347.2,1170.5,176.6
Gzira,2,2,1.1,1.0,1973.5,1973.5,1979.7,1979.6,4380.0,4380.0,3421.0,3028.1,336.5,336.5,644.7,641.2,132.5,132.5,250.8,249.4,1.7,1.2,0.5,130.1,92.9,37.2,132.6,94.7,37.9
Marsa,2,2,0.1,0.1,1985.0,1985.0,1986.6,1986.4,200.0,200.0,189.6,190.0,41.0,41.0,38.4,38.6,85.5,85.5,95.9,95.0,0.5,0.2,0.3,36.2,15.3,20.9,36.9,15.6,21.3
Balzan,2,2,7.6,10.5,1998.0,1998.0,2001.1,2000.4,947.7,947.7,954.3,952.9,304.5,304.5,159.4,188.4,2727.0,2727.0,1067.3,1399.0,51.5,3.0,48.4,3866.9,231.3,3635.6,3941.1,235.7,3705.4
Sliema,1,1,0.7,1.1,1992.0,1992.0,1992.0,1992.0,498.1,498.1,498.1,498.1,77.0,77.0,77.0,77.0,16.0,16.0,16.0,16.0,0.3,0.2,0.0,19.0,18.0,0.9,19.3,18.4,1.0
