Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Delimara,336,79,1036.1,1654.9,1994.7,2001.8,2002.6,2002.6,187.8,705.9,486.4,497.2,44.5,144.6,455.8,470.5,46.0,72.3,86.5,85.6,400.2,205.4,194.8,30328.7,15608.1,14720.6,30911.0,15907.8,15003.2
Valletta,224,64,367.2,431.2,1993.5,1997.2,1996.7,1994.7,244.4,737.8,443.1,412.6,78.5,299.3,368.4,402.4,17.0,121.4,120.1,110.4,364.1,269.3,94.8,27452.6,20282.8,7169.9,27979.7,20672.2,7307.5
Marsaxlokk,168,51,235.3,310.9,1993.4,1999.2,1998.0,1997.1,156.5,571.8,219.7,225.3,69.5,173.6,306.2,297.1,17.0,30.5,22.4,22.6,200.7,167.0,33.7,15152.9,12613.2,2539.6,15443.8,12855.4,2588.4
Floriana,154,45,183.0,127.4,1995.3,1996.9,2001.4,1996.5,230.8,804.2,524.5,288.7,86.5,175.6,238.9,245.1,34.5,250.8,224.0,197.8,235.0,144.8,90.3,17672.2,10886.8,6785.4,18011.5,11095.8,6915.7
Marsaskala,90,44,338.7,505.3,1990.8,1998.8,1997.6,1999.0,276.7,421.9,253.1,224.1,59.5,140.9,246.2,232.0,28.5,68.1,129.3,112.2,146.9,95.5,51.4,11182.2,7271.9,3910.3,11396.9,7411.5,3985.4
Saint Paul'S Bay (San Pawl Il-Bahar),46,32,53.5,71.9,1995.1,1997.0,1997.3,1997.3,85.8,599.7,161.1,151.8,56.5,261.2,1233.9,1148.1,14.0,64.2,81.9,66.5,87.5,69.7,17.8,6587.5,5247.6,1339.9,6714.0,5348.4,1365.6
Marsamxett,32,24,110.9,127.9,1998.5,1997.0,1999.9,2000.1,252.2,756.1,300.2,232.0,74.5,217.4,388.0,381.1,21.0,51.1,50.4,42.1,57.8,48.6,9.2,4380.0,3681.3,698.6,4464.1,3752.0,712.0
"Mgarr, Gozo",18,17,55.1,95.4,1992.7,1993.6,2000.7,2000.9,202.9,447.1,136.2,127.8,60.5,79.8,88.0,86.2,17.5,24.7,13.5,11.7,15.2,11.0,4.2,1150.9,835.3,315.6,1173.0,851.4,321.6
Kirkop,8,5,3.5,5.3,1988.4,1989.0,1981.7,1980.3,316.7,463.0,300.9,285.7,56.0,66.5,64.4,56.2,12.5,27.0,21.0,18.5,4.7,3.4,1.3,350.3,252.5,97.8,357.1,257.3,99.7
Gzira,4,4,0.3,0.3,1979.5,1979.5,1975.6,1974.4,457.1,542.9,577.2,630.5,34.0,349.8,604.2,566.5,98.5,109.5,97.0,96.5,3.3,2.6,0.8,249.3,192.0,57.3,254.1,195.7,58.4
Marsa,4,3,0.8,0.8,1995.2,1992.7,1995.9,1994.0,964.0,1032.1,868.1,816.3,94.0,80.0,77.8,73.7,109.0,509.8,380.0,452.2,4.3,1.0,3.3,323.6,77.0,246.6,329.8,78.5,251.3
Birzebbugia,4,4,1.4,1.7,1997.0,1997.0,1991.0,1986.2,271.1,354.9,288.8,289.6,91.5,181.2,180.2,127.6,18.5,25.2,36.8,43.4,2.8,2.1,0.7,208.6,157.3,51.4,212.6,160.3,52.3
Balzan,2,1,0.9,0.6,2003.0,2003.0,2003.0,2003.0,3861.7,3861.7,3861.7,3861.7,403.0,403.0,560.4,560.4,107.5,107.5,74.1,74.1,4.5,3.2,1.3,339.6,243.7,95.8,346.1,248.4,97.7
Sliema,1,1,0.1,0.0,2010.0,2010.0,2010.0,2010.0,291.6,291.6,291.6,291.6,199.0,199.0,199.0,199.0,17.0,17.0,17.0,17.0,0.3,0.3,0.0,26.0,24.0,1.9,26.5,24.5,2.0
