Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Delimara,339,76,637.0,897.3,1994.0,1999.9,1997.5,1997.2,246.6,464.7,304.2,292.9,98.0,175.7,319.1,302.4,16.0,92.6,58.8,51.4,520.5,410.7,109.9,39296.4,30987.0,8309.5,40050.9,31581.9,8469.0
Valletta,211,54,261.9,249.3,1994.1,1999.4,2000.0,1997.0,177.6,682.1,265.0,174.3,44.0,129.3,151.7,124.6,41.0,139.4,137.3,89.1,249.0,140.7,108.3,18745.0,10594.9,8150.1,19104.9,10798.4,8306.6
Marsaxlokk,156,38,173.7,226.0,1992.3,1996.9,1998.7,1997.6,162.3,550.1,318.6,297.3,50.0,202.8,188.2,172.5,32.0,95.1,97.7,95.6,152.5,81.7,70.8,11497.6,6172.2,5325.4,11718.4,6290.7,5427.7
Floriana,150,44,109.7,97.8,1995.8,1996.7,2000.0,1996.6,163.8,519.3,301.3,231.2,53.5,217.6,278.9,266.5,31.5,79.2,58.9,74.1,154.7,104.2,50.5,11629.8,7837.3,3792.5,11853.1,7987.8,3865.3
Marsaskala,99,52,273.7,392.7,1991.3,1998.1,1997.6,1998.6,187.5,489.1,197.7,175.8,53.0,175.6,459.1,399.3,21.0,56.5,117.6,100.6,146.0,99.5,46.6,11093.5,7554.5,3539.0,11306.5,7699.5,3606.9
Saint Paul'S Bay (San Pawl Il-Bahar),47,32,627.9,1044.8,1994.8,1997.2,2003.5,2003.3,223.7,939.7,1531.1,1629.4,75.0,218.6,669.0,684.0,56.0,127.0,79.4,72.3,151.3,100.7,50.6,11521.2,7686.7,3834.5,11742.4,7834.2,3908.2
Marsamxett,35,28,151.6,190.4,2000.1,1999.9,2002.2,2003.1,307.2,672.2,313.0,242.2,47.0,103.1,210.2,191.0,24.0,93.2,255.8,310.2,62.8,36.1,26.7,4781.3,2737.1,2044.2,4873.1,2789.7,2083.4
"Mgarr, Gozo",25,24,109.2,179.0,1995.0,1995.7,2002.2,2003.1,227.4,977.5,265.9,252.3,32.0,134.5,270.8,272.5,29.0,201.4,134.2,86.1,54.1,26.8,27.3,4108.5,2042.5,2066.0,4187.4,2081.7,2105.7
Kirkop,14,11,37.0,50.4,1992.4,1993.7,2000.9,2000.4,509.3,771.4,245.7,270.5,55.5,210.2,195.0,171.1,54.5,233.5,58.5,56.8,20.5,12.0,8.5,1549.8,908.9,641.0,1579.6,926.3,653.3
Birzebbugia,6,5,1.9,2.3,1994.5,1997.0,1988.0,1984.8,305.5,358.3,266.4,254.6,68.5,156.5,132.6,106.0,36.0,58.7,69.9,74.6,4.5,2.5,2.0,339.7,190.3,149.5,346.3,193.9,152.4
Balzan,3,2,1.7,2.3,1995.7,1992.0,1989.6,1985.0,1605.9,1648.0,762.4,612.3,285.0,198.0,176.1,115.3,33.0,82.8,91.6,60.7,4.1,3.4,0.6,304.8,257.9,46.9,310.6,262.8,47.8
Marsa,3,2,1.5,1.3,2002.7,2002.5,2002.6,2002.5,2698.8,2619.3,2059.0,1699.3,255.0,312.5,423.2,355.0,81.0,169.0,131.3,165.3,5.8,4.6,1.2,432.4,342.3,90.1,440.7,348.9,91.9
Gzira,2,2,0.2,0.1,1985.5,1985.5,2001.6,2001.5,642.4,642.4,630.0,614.1,260.0,260.0,440.7,439.9,72.5,72.5,127.1,126.8,1.3,0.8,0.5,98.6,60.8,37.8,100.5,62.0,38.6
Sliema,1,1,0.0,0.0,2010.0,2010.0,2010.0,2010.0,79.0,79.0,79.0,79.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,0.1,0.0,0.1,5.6,1.4,4.2,5.7,1.4,4.3
