Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Marsaskala,2495,1739,136468.1,212491.7,2006.2,2006.4,2009.5,2009.7,783.4,1600.8,1674.6,1619.3,79.0,172.6,346.6,347.6,14.0,36.1,42.7,42.6,14768.2,13780.1,988.1,1119546.4,1043310.5,76235.8,1141041.6,1063342.1,77699.5
Delimara,2458,1120,129823.0,161508.1,2005.2,2006.0,2009.4,2009.3,747.2,1419.1,1785.6,1700.7,73.0,151.8,267.8,272.3,18.0,27.2,24.8,25.2,14400.3,13195.1,1205.1,1106383.3,1014212.9,92170.4,1127625.8,1033685.7,93940.1
Marsaxlokk,924,290,107261.4,114113.1,2006.1,2006.8,2009.8,2009.8,801.8,1385.4,1973.8,1916.4,79.0,114.0,230.2,227.2,21.0,25.3,23.6,23.5,11157.9,10833.4,324.6,860181.9,835248.0,24933.9,876697.4,851284.8,25412.6
Valletta,918,329,19636.7,9506.4,2000.8,2001.1,2005.9,2006.5,597.1,1178.5,619.7,1000.8,40.0,159.1,149.8,316.7,11.0,126.7,140.7,307.0,4251.4,3235.0,1016.4,327682.5,249625.5,78057.1,333974.0,254418.3,79555.8
Saint Paul'S Bay (San Pawl Il-Bahar),362,334,11160.6,18745.4,2004.5,2005.0,2008.5,2008.8,834.7,1350.2,1429.0,1435.8,92.0,176.8,417.6,423.4,7.0,9.8,9.1,9.1,1276.2,1239.5,36.7,98393.9,95573.5,2820.5,100283.1,97408.5,2874.6
Floriana,301,105,1392.2,1041.9,2000.2,1998.6,2008.5,2008.7,265.4,1342.2,788.6,833.8,40.0,210.5,526.5,459.7,36.0,226.4,57.8,70.2,534.8,462.6,72.2,40501.0,35069.4,5431.6,41278.6,35742.7,5535.9
Marsamxett,99,88,3900.4,5990.9,2003.1,2002.8,2007.5,2007.6,852.6,1757.0,1552.3,1602.0,112.0,231.5,381.4,352.6,7.0,38.9,21.0,18.9,554.7,516.7,38.1,42480.0,39584.4,2895.6,43295.6,40344.4,2951.2
"Mgarr, Gozo",87,85,3025.3,4911.6,2004.2,2004.3,2008.0,2008.2,832.8,1225.0,1383.0,1371.2,81.0,131.3,256.1,263.7,8.0,14.2,9.3,9.4,331.5,312.1,19.4,25544.9,24050.7,1494.2,26035.4,24512.5,1522.9
Kirkop,33,26,785.8,978.6,2000.9,2000.9,2006.1,2005.9,924.8,1179.7,1123.5,1115.3,80.0,129.5,157.9,172.3,10.0,17.8,21.9,21.7,123.5,109.7,13.8,9508.6,8451.4,1057.2,9691.1,8613.6,1077.5
Birzebbugia,17,9,912.2,860.0,1998.0,1997.7,2009.0,2010.2,568.0,1017.0,2530.0,3346.9,35.0,91.4,377.5,398.1,15.0,15.2,32.1,33.6,110.6,106.5,4.1,8555.4,8239.5,315.9,8719.7,8397.7,322.0
Balzan,3,3,27.4,37.0,1992.3,1992.3,2000.6,1999.7,1277.6,1885.1,2753.7,2519.5,170.0,176.3,249.0,243.6,19.0,49.0,22.2,23.3,7.6,6.4,1.2,579.6,489.4,90.3,590.7,498.7,92.0
Tarxien,3,3,177.0,189.0,2000.3,2000.3,1997.1,1997.2,1810.5,1655.4,1667.1,1639.4,158.0,136.3,160.2,158.9,24.0,39.7,27.7,28.6,22.1,20.4,1.7,1706.2,1579.9,126.2,1738.9,1610.2,128.7
Sliema,1,1,4.8,7.5,1992.0,1992.0,1992.0,1992.0,3427.1,3427.1,3427.1,3427.1,387.0,387.0,387.0,387.0,4.0,4.0,4.0,4.0,1.9,1.9,0.0,143.3,141.3,2.0,146.0,144.0,2.0
Marsa,1,1,0.1,0.1,1997.0,1997.0,1997.0,1997.0,256.2,256.2,256.2,256.2,46.0,46.0,46.0,46.0,76.0,76.0,76.0,76.0,0.3,0.2,0.1,22.4,13.2,9.3,22.9,13.4,9.4
