Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,711,209,21341.5,28942.4,2005.9,2007.6,2008.0,2008.7,1039.3,1914.9,1640.4,1731.5,70.0,186.0,171.4,186.6,18.0,52.0,46.4,50.7,4012.0,3662.8,349.3,308208.2,281454.4,26753.8,314125.8,286858.3,27267.5
Honduras,638,163,2232.5,2594.9,2006.3,2007.1,2006.0,2006.9,108.6,170.5,164.6,162.5,14.0,40.9,36.4,38.4,16.0,26.2,20.9,23.0,574.6,378.7,195.9,44246.6,29205.0,15041.6,45096.1,29765.7,15330.4
Mexico,483,192,13750.9,13477.0,2007.2,2008.2,2007.3,2007.6,743.4,871.4,774.5,794.9,51.0,77.3,65.6,71.4,15.0,29.2,21.9,26.7,1973.4,1815.8,157.6,152685.0,140524.9,12160.2,155616.6,143222.9,12393.6
Costa Rica,358,98,5666.5,5801.1,2007.4,2006.8,2007.4,2007.4,511.4,779.7,621.5,639.5,40.0,65.8,71.6,71.2,16.0,32.1,21.6,25.3,1203.0,1073.8,129.2,92715.9,82838.7,9877.2,94496.0,84429.2,10066.8
Colombia,142,92,6718.5,8634.8,2005.6,2006.4,2004.9,2005.7,1253.7,1399.3,1252.2,1253.4,123.5,139.6,131.7,136.2,24.0,47.6,33.3,39.1,903.8,849.3,54.5,69913.8,65704.5,4209.3,71256.1,66966.0,4290.1
El Salvador,135,87,345.4,423.0,2008.7,2008.9,2009.1,2009.7,71.6,124.1,84.6,90.3,8.0,35.8,39.0,45.8,21.0,52.8,46.1,58.7,110.9,54.3,56.6,8549.1,4193.6,4355.5,8713.2,4274.1,4439.1
Jamaica,88,28,1240.7,1591.0,2006.0,2006.1,2005.2,2005.2,743.5,824.2,799.3,804.8,58.0,76.8,63.4,65.6,10.0,16.8,14.3,14.7,269.5,253.6,15.8,20827.0,19611.0,1216.0,21226.9,19987.5,1239.3
Panama,76,66,1926.1,2816.8,2007.7,2008.7,2008.3,2009.2,950.6,1138.3,990.6,987.1,85.0,107.7,115.3,103.1,39.0,70.2,59.5,58.6,307.5,252.8,54.7,23728.0,19512.1,4215.9,24183.6,19886.8,4296.8
Belize,56,14,147.3,36.2,1986.4,2002.4,2001.1,2003.4,81.7,170.9,189.5,215.3,11.5,18.9,24.5,62.0,10.0,11.2,9.7,15.5,47.1,35.8,11.3,3620.8,2752.3,868.4,3690.3,2805.2,885.1
Nicaragua,50,31,388.4,264.2,2002.3,2006.3,2003.5,2006.3,254.7,311.1,260.8,293.3,25.0,32.3,25.7,37.2,10.0,45.5,28.4,55.7,104.7,79.0,25.6,8078.3,6103.5,1974.8,8233.4,6220.7,2012.7
Cuba,44,23,450.4,661.3,2007.7,2008.1,2008.2,2008.2,660.5,844.0,812.7,823.8,42.5,255.9,265.5,278.5,15.0,41.2,43.5,45.9,101.1,93.4,7.6,7763.4,7182.9,580.5,7912.4,7320.8,591.6
Japan,29,28,8109.2,6684.6,2009.3,2009.7,2007.9,2010.1,7066.6,7099.2,7064.4,7147.1,515.0,536.8,492.8,569.2,13.0,36.8,26.4,43.3,574.4,568.8,5.6,44461.8,44035.1,426.7,45315.5,44880.6,434.9
Peru,24,24,1305.2,1731.3,2011.0,2011.0,2009.0,2010.1,1825.6,2018.2,2067.8,2102.5,157.0,171.6,226.3,245.9,48.5,59.2,43.9,50.3,171.8,152.6,19.2,13271.0,11801.0,1470.0,13525.8,12027.6,1498.2
Ecuador,18,18,548.6,724.7,2007.6,2007.6,2008.4,2008.3,1343.9,1419.3,1420.3,1397.5,110.0,137.4,141.3,140.9,77.5,82.7,74.4,87.0,93.6,75.8,17.9,7231.2,5858.0,1373.2,7370.0,5970.5,1399.6
China,14,14,3444.7,5820.2,2011.2,2011.2,2011.6,2011.7,8025.4,8051.0,8338.4,8423.2,662.0,654.2,724.5,723.9,104.5,128.6,134.0,136.9,322.9,314.7,8.2,24998.2,24363.6,634.6,25478.2,24831.3,646.8
