Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1737,177,28078.4,33705.7,2006.2,2006.5,2006.0,2006.1,727.5,775.8,710.8,702.3,48.0,60.6,77.6,77.5,14.0,17.1,18.8,18.7,4966.3,4553.4,412.9,383185.1,351465.4,31719.7,390542.3,358213.6,32328.7
Chemical tanker,320,201,10420.6,17246.2,2010.3,2010.4,2010.7,2010.7,1135.7,1504.6,1465.5,1469.4,119.5,152.2,261.6,261.7,31.0,42.7,57.8,57.8,1788.1,1506.9,281.2,137658.2,115962.9,21695.2,140301.2,118189.4,22111.8
Bulk carrier,275,238,15883.9,26678.1,2011.0,2011.0,2011.5,2011.5,1164.6,2216.5,2146.5,2172.0,146.0,239.0,459.0,462.9,77.0,94.0,104.4,104.4,1584.0,1494.7,89.3,122481.3,115597.8,6883.5,124833.0,117817.3,7015.7
Refrigerated bulk,203,21,2666.1,2520.7,2003.2,1997.2,2003.9,2003.8,983.0,996.9,1007.5,1013.6,56.0,63.9,86.6,88.9,20.0,36.1,26.8,27.3,1105.2,966.0,139.2,84340.9,73865.1,10475.8,85960.3,75283.3,10677.0
Vehicle,120,95,9427.3,3196.6,2007.6,2008.2,2006.9,2006.7,728.1,1386.7,1376.7,1410.2,48.5,91.8,288.0,288.8,7.0,8.1,9.1,9.3,587.3,574.7,12.6,45488.8,44514.2,974.5,46362.1,45368.9,993.2
Cruise,109,48,3335.5,345.4,2002.8,2003.1,2003.4,2002.6,242.3,481.9,498.3,503.4,16.0,34.4,57.3,58.9,9.0,10.2,9.3,9.8,832.4,743.1,89.3,64429.2,57516.4,6912.7,65666.2,58620.7,7045.5
General cargo,94,71,3888.4,5793.3,2006.3,2008.8,2010.2,2010.2,1068.8,2201.0,2457.2,2503.4,99.5,204.7,422.7,424.5,44.0,67.3,74.9,75.5,477.2,442.2,35.0,36676.8,34042.5,2634.3,37381.0,34696.1,2684.9
Oil tanker,37,32,1191.8,2064.6,2005.8,2005.8,2006.4,2006.4,906.3,889.3,863.9,852.7,107.0,107.8,164.7,164.1,29.0,37.4,35.3,35.2,192.5,144.0,48.5,14875.5,11118.5,3757.0,15161.2,11332.0,3829.1
Service - tug,34,5,2.6,1.9,1970.0,1981.6,1976.9,1974.2,62.3,896.6,374.8,327.7,9.0,140.8,213.4,220.3,10.0,56.4,38.3,29.7,9.1,8.6,0.5,682.1,647.3,34.8,695.2,659.7,35.5
Liquefied gas tanker,19,4,1044.1,1208.0,2010.0,2010.8,2009.5,2009.4,1802.6,1712.9,1919.4,1934.7,187.0,203.4,196.9,197.1,90.0,102.8,125.2,128.2,191.5,141.9,49.6,14786.2,10952.7,3833.5,15070.0,11163.0,3907.1
Miscellaneous - fishing,8,6,135.3,117.8,1987.8,1984.7,1995.6,1995.5,6194.0,7705.4,8929.4,9548.1,584.5,747.0,1634.3,1692.8,123.5,108.0,133.6,133.7,83.9,82.3,1.6,6296.3,6178.5,117.8,6417.2,6297.1,120.1
Ferry-pax only,2,1,23.2,7.8,1973.0,1973.0,1973.0,1973.0,927.0,927.0,927.0,927.0,89.0,89.0,89.0,89.0,300.0,300.0,302.4,302.4,6.1,3.4,2.8,467.7,257.6,210.1,476.7,262.6,214.1
Ro-Ro,1,1,10.4,9.5,1985.0,1985.0,1985.0,1985.0,1015.4,1015.4,1015.4,1015.4,106.0,106.0,106.0,106.0,25.0,25.0,25.0,25.0,2.1,1.8,0.3,163.0,138.5,24.4,166.1,141.2,24.9
Offshore,1,1,1.8,3.1,2005.0,2005.0,2005.0,2005.0,896.4,896.4,896.4,896.4,94.0,94.0,94.0,94.0,3.0,3.0,3.0,3.0,1.2,1.2,0.0,92.0,91.5,0.6,93.8,93.2,0.6
Ferry-RoPax,1,1,2.2,0.2,2007.0,2007.0,2007.0,2007.0,189.9,189.9,189.9,189.9,37.0,37.0,37.0,37.0,6.0,6.0,6.0,6.0,0.7,0.6,0.1,49.4,43.1,6.3,50.3,43.9,6.4
