Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Songkhla Harbor,514,111,819.1,959.6,2004.0,2002.2,2001.8,2000.5,458.3,1351.2,830.0,829.9,56.5,231.8,767.8,700.7,36.0,252.7,261.2,212.7,693.4,491.6,201.8,52283.5,37109.0,15174.4,53287.3,37821.5,15465.8
Bangpoomai,502,189,1232.7,1759.8,1997.2,1998.7,1999.0,1999.5,542.9,968.9,759.8,754.0,42.0,95.7,239.2,225.0,24.5,64.9,102.3,99.6,700.8,449.0,251.8,52987.7,33923.2,19064.5,54005.1,34574.5,19430.6
Ko Si Chang Terminal,481,308,2578.9,4228.3,2000.4,2003.7,2006.4,2006.6,247.0,551.0,539.2,563.7,23.0,88.6,210.1,214.2,23.0,94.6,137.3,140.4,599.6,332.8,266.8,45785.7,25393.5,20392.2,46664.8,25881.1,20783.7
Sattahip,473,201,1801.0,2614.7,1999.5,2001.4,2002.4,2001.7,814.0,1476.0,1032.3,1021.8,57.0,211.6,397.3,345.5,38.0,111.9,192.3,175.9,801.9,502.4,299.4,60672.8,38014.2,22658.6,61837.7,38744.1,23093.7
T S Transport And Logistics,340,156,812.7,1206.0,1999.5,2000.5,2002.0,2002.0,260.7,749.1,379.1,404.3,42.0,143.9,401.9,442.0,18.0,51.5,68.7,75.2,434.1,321.6,112.5,32908.1,24397.1,8511.0,33539.9,24865.5,8674.4
Siamgas And Petrochemicals,287,120,380.8,599.0,1995.7,1998.9,1997.3,1997.5,166.6,634.8,271.5,254.8,26.0,176.4,249.0,271.4,10.0,67.4,113.5,100.5,384.5,268.6,115.8,28993.9,20271.6,8722.3,29550.6,20660.9,8889.7
Benchamas Terminal,193,97,1426.5,2208.0,2007.6,2006.3,2006.2,2006.1,600.7,1599.4,848.4,799.2,76.0,217.8,355.7,300.1,16.0,74.6,71.2,52.4,333.1,261.0,72.1,25338.2,19871.3,5466.9,25824.7,20252.9,5571.9
Erawan Terminal,187,54,1200.9,1931.7,2010.1,2008.4,2005.2,2004.6,447.7,1550.0,1002.2,1009.2,49.0,210.4,398.1,379.2,33.0,156.2,95.8,62.0,319.9,236.3,83.6,24290.4,17999.9,6290.5,24756.8,18345.5,6411.3
Petchburi Terminal,156,54,161.9,240.3,1993.3,1993.6,1992.0,1992.9,282.2,1137.3,649.6,625.7,25.5,105.6,383.8,398.1,23.0,131.2,587.7,519.2,194.2,98.0,96.2,14651.2,7409.0,7242.2,14932.5,7551.3,7381.3
Bongkot Terminal,93,65,692.4,1048.7,2007.8,2005.4,2005.2,2005.1,656.0,987.1,1066.0,1091.1,69.0,120.6,162.9,161.5,13.0,35.6,24.0,22.7,96.1,82.6,13.5,7348.5,6320.9,1027.6,7489.6,6442.2,1047.3
Bang Saphan,86,28,288.8,346.8,1999.9,1995.9,2003.1,2002.2,868.3,1405.4,1792.5,1669.1,115.5,210.5,636.1,604.7,27.0,68.0,47.0,49.8,152.4,135.9,16.4,11481.7,10246.3,1235.4,11702.2,10443.0,1259.1
Bangpakong Terminal,48,17,58.5,78.3,1990.1,1988.9,1982.8,1982.4,285.3,1272.5,1057.0,1168.7,24.0,203.0,315.5,325.9,38.0,116.4,216.1,210.7,69.2,33.8,35.5,5202.0,2537.1,2664.9,5301.9,2585.8,2716.1
Khanom,42,36,160.0,249.4,2005.5,2005.4,2008.2,2008.5,405.3,696.2,648.5,659.7,50.0,171.2,125.3,105.9,33.5,71.6,94.5,98.5,41.1,30.8,10.3,3129.1,2344.2,784.9,3189.1,2389.2,799.9
Nakhon Si Thammarat,41,36,298.3,287.0,2002.4,2003.2,2004.5,2005.6,536.2,964.3,352.8,487.2,41.0,94.7,82.5,103.0,66.0,134.6,110.7,161.6,102.5,70.4,32.2,7823.7,5379.9,2443.8,7974.0,5483.2,2490.7
Phuket Customs House,41,19,172.8,256.3,1997.9,1998.2,1994.5,1994.4,1361.7,1262.6,1293.0,1296.5,127.0,140.1,219.7,216.3,23.0,29.1,42.7,43.6,65.9,56.7,9.2,5028.9,4334.6,694.2,5125.4,4417.9,707.6
Khlong Yai,36,32,224.7,350.5,2006.2,2005.5,2006.5,2006.5,562.8,750.0,661.9,739.8,50.0,85.8,76.0,78.2,9.5,27.0,29.7,31.4,37.9,30.8,7.1,2911.1,2365.1,546.0,2967.0,2410.6,556.5
Pattani,31,24,62.3,77.0,2004.5,2007.8,1995.3,1994.6,300.1,591.7,481.4,477.5,39.0,77.0,107.8,90.6,11.0,27.3,46.6,39.2,20.7,13.3,7.4,1574.5,1011.9,562.6,1604.8,1031.4,573.4
Ban Talat Takua Pa,16,13,110.5,72.7,2003.7,2003.9,2005.3,2003.6,445.8,1001.2,786.9,374.2,46.5,147.5,175.6,148.5,14.5,69.3,2102.6,546.5,55.2,11.1,44.0,4155.7,846.4,3309.3,4235.5,862.7,3372.8
Phuket,14,9,46.9,59.1,1995.4,1997.7,1992.4,1991.2,1555.8,2210.1,1253.5,1544.3,187.5,224.2,478.5,407.7,28.5,68.8,161.0,145.9,32.9,26.6,6.4,2509.1,2023.3,485.7,2557.3,2062.2,495.1
Sathun,13,10,43.7,64.7,2002.2,2001.4,2006.9,2007.2,338.4,877.2,1389.3,1574.6,47.0,320.6,279.9,299.8,8.0,16.1,43.7,45.7,30.8,28.5,2.2,2330.6,2158.4,172.2,2375.3,2199.8,175.5
Tak Bai Customs House,13,13,9.7,15.0,2009.6,2009.6,1997.0,1995.9,159.5,499.6,1115.3,1328.0,34.0,106.5,262.5,282.2,7.0,36.0,130.1,138.1,6.9,4.9,2.0,520.6,370.6,150.0,530.6,377.7,152.9
Narathiwat,11,9,8.6,10.9,2004.5,2002.6,2007.0,2006.2,131.4,156.5,147.0,148.8,7.0,41.3,9.7,8.9,7.0,19.6,9.7,10.0,2.5,1.3,1.3,194.7,98.1,96.6,198.4,100.0,98.4
Ranong,11,10,85.9,136.2,2006.8,2006.9,2008.8,2009.2,877.4,1705.8,959.1,1123.8,89.0,243.2,126.2,103.4,39.0,271.6,37.0,21.8,24.5,15.8,8.7,1859.3,1200.3,659.0,1895.0,1223.4,671.6
Krabi,9,8,34.4,52.1,2000.3,2001.4,1998.5,1999.4,319.5,345.4,485.0,474.9,25.0,51.3,37.1,30.2,9.0,13.8,18.0,19.0,5.0,3.3,1.6,382.0,255.9,126.0,389.3,260.8,128.5
Prachuap Port,7,5,22.1,33.6,2001.1,2002.4,2006.6,2009.0,902.8,1093.9,387.7,358.5,128.0,142.6,74.3,55.4,65.0,944.0,178.7,118.4,13.2,7.7,5.5,996.6,582.9,413.7,1015.7,594.0,421.7
Kantang Harbor,5,4,1.6,2.2,2008.6,2007.5,1989.4,1988.6,85.1,386.9,793.7,951.4,12.0,38.1,107.8,110.7,79.0,194.4,37.6,24.3,2.5,0.7,1.8,184.3,50.3,134.0,187.9,51.3,136.6
Photharam,2,2,10.6,12.7,2002.5,2002.5,1990.7,1990.2,612.2,612.2,678.8,682.4,47.0,47.0,43.2,43.1,13.5,13.5,9.3,9.1,1.8,1.5,0.3,137.1,111.3,25.8,139.7,113.4,26.3
Phahon Yothin Customs House,2,2,1.1,1.7,2000.0,2000.0,2001.1,2001.1,233.0,233.0,176.3,175.2,31.5,31.5,21.8,21.3,100.5,100.5,71.8,70.6,0.7,0.3,0.4,54.2,24.3,29.9,55.2,24.8,30.4
Ban Prakop Customs House,2,2,34.4,60.8,2004.0,2004.0,2001.3,2000.8,529.8,529.8,204.3,194.7,214.0,214.0,151.5,140.2,41.5,41.5,40.1,39.9,3.9,3.1,0.8,301.0,239.9,61.1,306.8,244.5,62.3
Trang,1,1,0.2,0.3,1988.0,1988.0,1988.0,1988.0,171.6,171.6,171.6,171.6,13.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,0.1,0.0,0.0,4.8,2.9,2.0,4.9,2.9,2.0
