Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Laem Chabang,4510,1231,200701.6,191478.8,2007.0,2007.0,2007.4,2007.6,1032.9,1645.6,1352.1,1295.5,81.0,139.8,157.7,153.0,14.0,45.0,33.7,40.9,25886.9,24248.6,1638.3,2000393.6,1874650.7,125742.8,2038801.1,1910644.0,128157.1
Map Ta Phut,1431,811,59796.5,86851.6,2007.8,2008.3,2008.8,2009.2,1040.0,1605.8,1737.9,1629.1,127.0,167.7,294.3,282.3,24.0,53.0,83.0,78.7,7850.0,6575.8,1274.2,577644.2,481109.1,96535.2,588735.0,490346.4,98388.6
Ko Si Chang Terminal,1020,899,68232.6,119193.3,2008.3,2008.6,2007.5,2007.5,1442.1,1935.1,2130.2,2155.5,133.0,206.4,361.3,366.1,41.0,89.6,90.2,90.1,5810.8,5212.2,598.7,449188.9,403164.9,46024.0,457813.3,410905.7,46907.7
Siam Seaport,727,425,22816.0,32699.9,2005.6,2007.0,2006.3,2006.7,1213.9,1745.5,1542.2,1560.6,100.0,176.7,221.5,232.1,22.0,77.0,67.4,70.9,3213.3,2883.4,329.9,247824.1,222627.5,25196.6,252582.3,226901.9,25680.4
Rayong,543,338,26649.9,47974.5,2006.7,2007.2,2006.1,2006.0,920.3,1580.5,2079.2,2141.9,120.0,174.0,881.8,923.5,23.0,48.1,50.5,50.3,2704.7,2262.5,442.2,208374.3,174525.1,33849.1,212375.0,177876.0,34499.0
Phra Khanong,420,213,6889.3,9110.0,2005.9,2006.3,2006.3,2006.5,1030.2,1727.3,1400.5,1424.0,97.5,156.6,165.5,168.6,16.0,92.6,66.2,72.3,1516.0,1336.0,180.0,116374.8,102805.1,13569.6,118609.2,104779.0,13830.2
Si Racha Terminal,373,284,16748.7,27519.3,2006.9,2007.0,2007.5,2007.6,1088.1,1737.3,1757.6,1783.6,116.0,182.1,315.2,329.6,30.0,65.4,79.5,83.6,1980.9,1703.8,277.1,153010.6,131737.2,21273.4,155948.4,134266.5,21681.8
Sattahip,295,204,8731.1,11047.4,2002.7,2004.4,2005.4,2006.1,1350.2,2453.3,2009.2,1980.0,122.0,304.1,407.8,401.7,19.0,84.7,76.3,84.8,1420.9,1275.2,145.8,109081.6,98002.5,11079.2,111176.0,99884.1,11291.9
Nh Prosperity,258,206,7786.2,12206.2,2003.5,2004.7,2005.8,2006.2,1168.1,1785.4,1633.8,1667.0,112.0,180.3,265.6,276.3,22.5,112.8,124.4,127.4,1185.3,950.4,234.9,91208.5,73287.9,17920.6,92959.7,74695.0,18264.6
Siam Bangkok Port,234,131,2625.2,3483.4,2002.1,2001.7,1999.6,1999.9,1091.9,2159.0,1433.6,1359.4,103.0,231.9,294.1,290.3,23.0,137.1,154.8,150.6,1057.2,791.3,265.9,80534.6,60553.0,19981.6,82080.9,61715.6,20365.3
Bangkok,216,150,2983.3,4244.7,2003.9,2004.6,2005.3,2005.9,1015.1,1976.9,1601.7,1566.6,100.0,205.5,291.5,282.7,30.0,113.6,129.5,125.7,902.0,709.2,192.7,68882.1,54376.9,14505.2,70204.6,55420.9,14783.7
Phuket Customs House,186,104,3737.4,2500.8,2001.5,2002.8,2004.3,2002.2,742.9,1251.8,750.2,1001.4,66.5,113.2,109.5,162.9,22.5,95.6,66.9,132.6,822.5,653.9,168.7,63428.9,50485.7,12943.2,64646.8,51455.1,13191.7
Unithai Container Terminal,151,94,2128.9,2710.3,2005.3,2004.9,2005.9,2006.4,931.5,1544.2,1084.6,1047.8,91.0,147.6,144.6,147.1,14.0,75.0,51.0,55.3,525.7,465.6,60.1,40311.5,35785.2,4526.4,41085.5,36472.2,4613.3
Bangpoomai,147,114,2668.1,3675.1,2003.4,2003.4,2003.3,2003.8,1379.7,2363.4,1989.3,2045.1,148.0,237.8,324.2,339.4,22.0,89.5,84.6,78.3,695.5,604.7,90.9,53298.4,46437.1,6861.3,54321.7,47328.7,6993.0
Phuket,143,90,3846.9,2262.5,2000.8,2002.6,2003.3,2000.9,692.4,1241.7,696.2,1161.4,64.0,157.6,116.1,217.8,13.0,67.7,38.6,75.9,709.6,608.2,101.4,54747.5,46979.0,7768.4,55798.6,47881.0,7917.6
T S Transport And Logistics,141,88,2085.1,2847.7,2000.8,2004.0,2003.6,2003.7,1046.2,1702.3,1427.5,1489.2,95.0,195.0,197.4,206.4,21.0,83.5,90.5,94.5,502.0,411.4,90.6,38488.0,31607.1,6880.9,39227.0,32213.9,7013.1
Siamgas And Petrochemicals,97,87,1373.6,2014.3,2003.7,2002.9,2001.6,2002.3,1617.3,2350.2,1919.0,1822.1,175.0,298.5,356.7,340.9,65.0,159.9,233.1,219.1,472.3,340.3,132.0,35987.8,26059.4,9928.4,36678.7,26559.7,10119.0
Songkhla Harbor,96,60,879.5,1204.6,2004.0,2004.3,2002.4,2002.3,511.4,1635.2,1239.8,1288.5,70.5,319.8,384.1,346.4,17.5,223.3,239.1,242.6,268.9,197.8,71.1,20461.7,15072.6,5389.1,20854.5,15362.0,5492.6
Bongkot Terminal,78,71,895.6,1434.4,2004.9,2005.0,2006.2,2006.7,698.8,1012.5,933.4,914.3,74.5,229.1,151.0,125.9,13.0,91.0,46.2,46.4,112.0,89.0,23.1,8592.0,6827.7,1764.4,8757.0,6958.8,1798.2
Nakhon Si Thammarat,62,48,1430.0,1405.6,2005.2,2007.3,2006.2,2009.4,861.6,1900.2,1278.4,1878.1,112.0,247.0,313.4,329.9,40.5,77.5,80.3,99.8,339.6,278.4,61.2,26085.9,21371.0,4714.9,26586.7,21781.3,4805.4
Ranong,58,26,396.1,548.9,2011.1,2008.1,2009.9,2009.7,937.1,1660.0,1870.0,2167.1,258.0,333.7,374.7,353.8,23.0,142.4,101.5,86.5,121.5,104.9,16.5,9212.5,7967.7,1244.7,9389.3,8120.7,1268.6
Pattani,54,34,531.0,768.9,2004.0,2006.8,2002.3,2002.9,587.3,1024.4,1208.0,1279.7,71.0,145.5,236.9,232.6,15.0,212.4,289.2,218.1,127.5,84.1,43.4,9770.2,6460.0,3310.2,9957.8,6584.0,3373.7
Khanom,50,42,573.3,813.1,2007.8,2008.7,2009.5,2010.0,618.1,1220.4,1431.5,1675.5,105.5,156.6,196.8,208.3,23.0,137.1,179.2,168.8,123.8,73.5,50.3,9523.6,5649.4,3874.2,9706.5,5757.9,3948.6
Krabi,41,34,762.6,1281.6,2002.6,2003.5,2001.4,2001.3,1140.3,1375.7,1771.7,1826.3,117.0,160.8,350.6,354.3,50.0,100.1,135.5,137.7,108.2,86.9,21.3,8310.2,6696.6,1613.6,8469.7,6825.1,1644.6
Tak Bai Customs House,38,31,365.3,568.8,2007.2,2006.6,2004.2,2003.6,366.6,906.5,2426.6,2755.1,45.0,107.6,527.3,536.0,10.0,53.8,236.2,245.3,66.3,55.5,10.7,5093.7,4281.6,812.1,5191.5,4363.8,827.7
Khlong Yai,37,36,539.1,855.8,2004.5,2004.9,2005.3,2005.5,1188.0,1357.8,1197.6,1298.1,101.0,151.5,172.6,173.8,17.0,157.2,78.0,76.2,89.8,67.2,22.7,6889.7,5174.0,1715.7,7022.0,5273.3,1748.7
Kantang Harbor,31,19,399.9,683.3,2007.4,2007.8,2002.2,2002.4,983.1,687.6,1133.6,1144.4,94.0,133.3,209.5,211.9,37.0,96.2,203.3,207.4,43.6,32.4,11.1,3357.7,2503.1,854.6,3422.1,2551.2,871.0
Sathun,29,19,95.9,135.1,2004.2,2002.7,2004.1,2005.0,366.1,700.4,803.4,873.3,51.0,83.8,155.2,160.8,11.0,50.7,63.9,66.1,31.1,21.9,9.1,2370.7,1681.8,688.9,2416.2,1714.1,702.1
Benchamas Terminal,28,28,650.5,1100.2,2007.2,2007.2,2009.4,2009.4,1303.0,1613.8,1299.5,1287.7,114.5,155.4,178.6,176.0,23.5,112.6,61.6,62.5,117.1,77.2,39.9,8960.8,5951.0,3009.8,9132.9,6065.3,3067.6
Ban Talat Takua Pa,27,23,605.4,946.9,2003.3,2004.6,2005.1,2005.1,1330.3,2373.0,2198.2,2340.8,151.0,309.9,494.6,514.6,50.0,110.3,143.5,138.2,108.7,91.1,17.6,8327.8,6989.6,1338.2,8487.7,7123.8,1363.9
Erawan Terminal,25,25,411.2,680.5,2010.0,2010.0,2006.3,2006.2,791.7,1690.1,2223.4,2289.2,237.0,257.0,294.2,285.3,17.0,105.5,100.4,99.0,72.1,56.4,15.8,5532.1,4328.0,1204.1,5638.3,4411.1,1227.2
Narathiwat,20,16,52.9,68.9,2005.8,2004.0,2008.5,2008.3,212.8,376.3,585.1,592.2,50.0,61.0,69.5,71.1,11.0,12.1,15.8,15.7,11.4,9.8,1.6,871.4,748.6,122.8,888.1,763.0,125.1
Prachuap Port,20,18,870.1,1473.0,2009.7,2009.9,2009.9,2009.8,1487.4,1931.7,2046.9,2076.2,121.5,207.3,332.2,332.8,33.5,69.5,85.6,87.0,93.2,87.0,6.3,7201.1,6717.9,483.2,7339.4,6846.9,492.5
Bang Saphan,14,14,395.4,603.7,2008.7,2008.7,2009.4,2009.2,2040.0,2249.4,2184.5,2134.6,171.5,228.1,313.5,308.4,52.0,74.6,139.2,138.2,58.3,53.1,5.3,4483.4,4087.2,396.3,4569.5,4165.6,403.9
Ban Prakop Customs House,8,8,415.4,732.5,2009.2,2009.2,2008.3,2008.3,1252.0,1920.1,2154.5,2178.5,201.5,212.6,332.7,330.2,31.0,122.5,276.1,275.4,39.8,32.9,6.9,3078.6,2545.9,532.7,3137.7,2594.8,543.0
Bangpakong Terminal,7,6,61.4,74.7,1986.0,1987.7,1991.3,1990.7,1247.9,2739.8,3813.8,3698.6,148.0,272.4,500.0,490.5,34.0,94.8,135.8,136.9,27.9,19.9,8.0,2121.7,1515.4,606.3,2162.4,1544.5,617.9
Petchburi Terminal,6,5,9.6,15.8,1995.2,1995.2,1987.3,1989.1,1334.2,1493.9,1873.0,1878.9,314.5,334.5,282.1,291.1,8.5,9.7,7.9,8.2,8.3,8.0,0.3,624.3,600.9,23.3,636.3,612.5,23.8
Phahon Yothin Customs House,2,2,10.2,15.5,2005.5,2005.5,2006.3,2006.2,1067.0,1067.0,1037.3,1029.4,202.0,202.0,232.3,228.9,159.5,159.5,184.7,181.9,3.6,2.5,1.0,270.5,193.5,77.0,275.7,197.2,78.5
Trang,2,2,14.0,23.2,2008.0,2008.0,2010.8,2010.9,2095.7,2095.7,2942.9,3000.6,388.5,388.5,572.2,576.5,279.0,279.0,532.8,538.6,5.5,4.2,1.3,421.4,323.2,98.2,429.5,329.4,100.1
Kamphaeng Phet,1,1,9.2,14.3,2007.0,2007.0,2007.0,2007.0,852.2,852.2,852.2,852.2,79.0,79.0,79.0,79.0,31.0,31.0,31.0,31.0,2.1,1.4,0.7,162.7,110.1,52.6,165.8,112.2,53.6
Photharam,1,1,44.6,54.1,1990.0,1990.0,1990.0,1990.0,2948.2,2948.2,2948.2,2948.2,221.0,221.0,221.0,221.0,156.0,156.0,156.0,156.0,8.4,6.5,1.9,642.0,501.1,140.9,654.3,510.7,143.6
Chiang Saen Customs House,1,1,1.5,2.5,2009.0,2009.0,2009.0,2009.0,287.5,287.5,287.5,287.5,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,19.1,19.1,0.0,19.5,19.5,0.0
