Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Map Ta Phut,2147,356,7945.0,13020.8,1997.8,2003.7,2004.0,2003.9,337.7,592.0,801.6,807.1,34.0,66.0,374.3,354.2,20.0,71.4,76.7,75.5,2822.1,1925.6,896.5,214531.1,146757.1,67774.0,218650.1,149574.8,69075.3
Siam Seaport,1386,287,2744.3,4188.6,1996.0,2000.9,2002.0,2002.0,316.1,703.8,483.9,502.7,38.0,115.3,263.6,256.2,20.0,71.5,121.4,126.9,1856.9,1249.3,607.5,140311.4,94393.4,45918.0,143005.3,96205.7,46799.6
Phra Khanong,1284,292,1829.0,2444.0,2002.8,2004.0,2006.2,2005.9,129.8,270.4,142.9,148.3,10.0,22.9,27.8,29.2,12.0,36.6,35.9,38.1,706.5,336.3,370.2,53543.7,25556.8,27986.9,54571.8,26047.5,28524.3
Unithai Container Terminal,1013,224,1637.8,2430.8,1998.4,2000.4,2001.3,2000.9,271.9,694.2,332.8,356.7,28.0,74.5,205.2,211.7,15.0,51.8,70.4,69.6,976.2,652.9,323.4,73816.7,49381.7,24435.1,75234.0,50329.8,24904.2
Laem Chabang,970,284,3426.0,4285.6,2006.2,2004.5,2005.5,2005.7,81.9,594.5,252.8,247.8,30.0,99.0,160.2,150.1,30.0,57.7,100.9,105.9,1183.7,750.2,433.5,89894.0,57061.3,32832.7,91620.0,58156.9,33463.1
Rayong,792,166,1710.7,2745.2,1995.5,2000.1,2001.5,2000.9,341.3,732.5,664.7,664.1,34.0,75.1,182.3,192.3,20.0,59.2,147.1,140.6,917.6,511.1,406.5,69605.0,38847.1,30757.9,70941.4,39593.0,31348.4
Nh Prosperity,757,270,1119.1,1688.4,1995.9,2000.2,1999.1,1999.6,188.2,554.8,386.7,410.3,18.0,59.6,338.8,356.0,22.0,105.0,286.8,268.0,733.3,354.6,378.6,55389.3,26845.7,28543.6,56452.8,27361.2,29091.6
Bangkok,573,232,1168.1,1787.2,1998.7,2002.4,2000.1,2000.3,315.1,551.4,379.9,380.4,28.0,100.7,204.3,203.2,22.0,45.2,72.0,68.7,702.8,439.5,263.3,53218.7,33299.2,19919.5,54240.5,33938.5,20302.0
Siam Bangkok Port,567,171,963.8,1417.9,2001.0,2001.2,1998.8,1999.2,209.9,574.3,251.4,250.2,19.0,55.8,303.1,275.5,16.0,49.4,93.4,90.3,502.5,297.6,204.9,38120.5,22600.9,15519.6,38852.4,23034.8,15817.6
Si Racha Terminal,532,203,3589.5,5366.2,1997.1,1999.0,2003.7,2004.0,374.5,861.0,1047.4,941.2,46.0,103.2,450.0,384.8,27.5,70.5,172.9,149.8,944.7,552.1,392.6,71955.6,42153.3,29802.3,73337.1,42962.6,30374.5
Bangpoomai,525,211,908.5,1303.5,1997.8,1999.5,1998.8,1999.0,335.9,797.6,460.2,476.4,36.0,88.4,274.7,264.5,21.0,66.0,154.0,145.4,625.1,364.0,261.0,47235.8,27554.1,19681.7,48142.7,28083.1,20059.6
Sattahip,521,249,1704.0,2600.4,2000.0,2001.6,2002.4,2001.9,576.5,1055.4,663.3,681.2,56.0,163.5,334.5,289.7,25.0,162.4,191.5,159.5,921.9,527.8,394.2,69729.2,39945.0,29784.2,71068.0,40712.0,30356.0
Songkhla Harbor,509,116,666.6,761.4,2003.9,2002.5,2004.0,2002.5,385.8,1126.7,618.3,557.2,37.0,204.8,413.4,324.9,24.0,169.6,212.5,180.3,530.0,307.7,222.2,39936.3,23206.5,16729.8,40703.1,23652.1,17051.0
Ko Si Chang Terminal,425,258,1371.4,2257.4,1999.7,2003.4,2006.8,2007.1,216.2,456.4,384.8,393.6,24.0,72.3,110.8,111.6,25.0,77.8,98.2,100.9,420.4,229.1,191.3,32023.0,17490.4,14532.6,32637.8,17826.2,14811.6
T S Transport And Logistics,390,172,861.2,1186.6,1999.8,2000.8,1999.4,1999.7,180.4,654.3,293.0,295.3,17.0,67.4,184.6,186.9,15.0,50.4,99.8,91.6,361.0,187.6,173.5,27357.0,14225.2,13131.8,27882.2,14498.3,13383.9
Siamgas And Petrochemicals,286,117,646.4,1013.7,1996.1,1999.9,1999.4,1999.7,257.2,827.2,429.1,411.0,27.0,68.1,193.5,196.7,21.5,70.7,111.3,111.9,307.5,168.0,139.5,23351.1,12788.6,10562.5,23799.5,13034.1,10765.3
Benchamas Terminal,194,100,1491.9,2417.0,2007.2,2006.1,2004.2,2004.1,625.5,1150.2,795.5,788.4,75.5,172.1,149.3,131.9,33.5,140.7,139.7,135.2,356.6,181.8,174.8,27147.4,13824.9,13322.4,27668.6,14090.4,13578.2
Erawan Terminal,190,56,1044.8,1642.4,2010.0,2008.7,2005.2,2004.5,614.7,2367.9,894.4,880.1,111.0,451.4,208.0,115.2,47.5,348.6,302.9,301.3,392.7,222.9,169.8,29760.2,16775.2,12985.0,30331.6,17097.3,13234.3
Petchburi Terminal,150,51,134.2,184.2,1993.2,1993.1,1990.5,1991.5,216.3,831.3,621.4,563.4,11.0,91.6,416.0,377.1,19.5,281.3,1459.0,1280.7,300.0,75.0,225.0,22579.1,5666.6,16912.6,23012.7,5775.4,17237.3
Bang Saphan,89,31,299.7,364.2,1999.9,1997.0,2003.1,2002.0,873.4,1083.2,1446.9,1281.2,54.0,89.3,306.9,277.8,40.0,93.3,378.2,361.7,180.9,109.0,71.9,13638.0,8226.6,5411.4,13899.8,8384.5,5515.3
Bongkot Terminal,84,58,828.3,1103.3,2008.5,2005.6,2006.1,2005.5,704.6,1149.5,1279.0,1307.8,104.0,205.3,286.2,216.2,16.0,169.2,76.2,70.3,145.6,114.6,31.1,11116.8,8754.7,2362.1,11330.2,8922.8,2407.5
Bangpakong Terminal,45,16,71.5,101.7,1991.2,1990.6,1986.5,1986.1,306.8,1837.0,1323.0,1542.7,12.0,321.4,1163.9,1214.0,24.0,133.2,276.0,264.0,85.5,39.8,45.7,6435.0,2995.1,3440.0,6558.6,3052.6,3506.0
Khlong Yai,35,32,218.4,299.1,2007.0,2005.9,2008.0,2007.7,554.6,801.5,638.6,638.4,45.0,54.3,74.7,76.8,25.0,105.9,101.6,105.9,43.9,29.3,14.6,3365.7,2252.3,1113.4,3430.3,2295.5,1134.8
