Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Singapore,2801,1309,76566.4,85641.8,2005.9,2007.5,2006.4,2007.0,806.1,980.1,887.8,909.2,67.0,114.0,118.8,139.2,15.0,39.3,33.4,35.2,11031.4,9315.6,1715.8,850434.6,718497.3,131937.3,866763.0,732292.5,134470.5
Malaysia,1773,894,35304.6,49887.2,2005.2,2006.9,2005.8,2006.1,869.9,1032.3,944.6,962.9,74.0,126.4,125.0,130.7,19.0,59.2,54.6,56.8,5122.6,4219.6,903.0,392267.0,323394.5,68872.5,399798.5,329603.6,70194.9
Viet Nam,1729,577,40366.0,46162.9,2007.1,2007.0,2008.4,2008.5,721.8,1043.8,827.9,839.1,59.0,105.8,77.7,84.5,15.0,63.3,29.4,33.6,5887.7,5266.6,621.0,453863.3,406579.8,47283.5,462577.5,414386.2,48191.4
China,1523,744,60806.8,85232.4,2006.6,2007.1,2007.0,2007.0,1978.8,2320.1,2192.2,2226.6,167.0,237.3,247.4,262.8,16.0,66.8,70.8,81.7,9194.7,8491.3,703.3,708924.7,655131.0,53793.6,722536.0,667709.6,54826.5
Indonesia,1011,724,35645.5,58521.3,2006.5,2008.1,2008.2,2008.2,1271.2,1569.2,1431.7,1454.4,119.0,193.3,622.5,695.3,47.0,127.9,110.9,111.2,4231.3,3455.2,776.1,325772.0,266306.8,59465.2,332026.8,271419.9,60607.0
Hong Kong,719,211,26471.1,32465.1,2009.2,2007.9,2008.7,2008.7,1529.7,1764.3,1635.5,1624.5,98.0,149.7,121.3,125.1,10.0,19.2,13.7,13.7,4798.1,4684.6,113.5,370710.8,362055.9,8654.9,377828.5,369007.4,8821.1
Philippines,430,264,14653.3,15488.4,2007.6,2006.6,2007.8,2008.6,1589.3,1943.4,1738.1,1814.2,133.0,242.6,193.2,229.1,47.5,143.5,88.2,112.5,2204.8,1945.7,259.1,169678.4,150015.8,19662.6,172936.2,152896.1,20040.1
Japan,310,212,21911.9,20687.4,2008.8,2008.5,2007.8,2008.3,3145.9,3489.2,3287.5,3351.3,274.5,321.4,288.0,320.4,48.5,67.0,56.2,62.9,2534.2,2398.9,135.3,193418.6,183136.6,10282.0,197132.2,186652.8,10479.5
"Taiwan, Province of China",295,167,12570.5,15481.0,2004.3,2005.7,2005.3,2005.2,1769.3,2144.3,1970.8,1975.4,133.0,208.2,225.0,233.4,23.0,53.1,54.1,61.9,2067.9,1936.6,131.3,159080.6,149049.6,10031.0,162135.0,151911.4,10223.6
Australia,167,137,24447.0,22450.0,2009.4,2009.7,2008.7,2009.9,3336.1,3636.2,3656.7,3576.3,272.0,300.3,303.9,341.0,29.0,64.4,51.5,76.7,1848.2,1764.2,84.0,140353.4,133904.3,6449.1,143048.2,136475.3,6572.9
Cambodia,153,50,631.6,615.1,2005.3,2004.1,2006.2,2008.3,308.7,618.6,497.1,650.4,30.0,55.2,136.3,200.1,27.0,43.0,61.5,87.7,212.1,150.2,61.9,16241.8,11536.7,4705.1,16553.6,11758.2,4795.4
"Korea, Republic of",118,96,7964.3,8557.1,2008.0,2007.8,2009.0,2008.9,3196.8,3470.7,3726.1,3721.0,234.5,262.7,259.1,278.6,34.0,80.4,113.1,113.1,1172.5,1009.4,163.1,88930.7,77475.3,11455.5,90638.2,78962.8,11675.4
Myanmar,81,45,1607.3,2372.2,2005.7,2003.0,2002.9,2002.7,1240.8,2182.7,2277.6,2748.4,202.0,252.5,360.1,381.5,36.0,246.7,271.6,281.5,306.5,238.6,68.0,23483.6,18326.9,5156.7,23934.5,18678.8,5255.7
Bangladesh,80,54,2672.5,4534.1,2000.5,2000.7,2002.0,2002.0,1285.6,1806.0,1896.2,1886.4,148.5,216.6,270.1,267.8,130.0,219.6,216.6,217.7,343.0,276.3,66.7,26436.2,21341.4,5094.8,26943.7,21751.1,5192.6
United Arab Emirates,78,57,34360.5,62649.4,2006.3,2007.6,2005.1,2005.1,4173.1,4160.7,4239.7,4238.9,354.0,373.2,362.3,361.6,28.0,65.1,58.4,56.5,1763.6,1688.5,75.1,136068.2,130252.4,5815.8,138680.7,132753.2,5927.5
India,56,47,2618.5,3397.1,2003.9,2005.0,2007.4,2007.5,2247.6,2260.9,2420.3,2587.6,211.0,288.6,366.5,432.9,55.0,69.9,61.9,74.7,349.4,314.5,34.9,26898.5,24241.2,2657.3,27414.9,24706.6,2708.3
Marshall Islands,26,20,609.0,737.0,1989.4,1989.0,1989.5,1989.4,4646.6,5029.6,5146.3,5128.0,370.5,534.4,600.9,586.0,506.0,529.4,516.4,509.1,533.0,336.2,196.8,40394.3,25617.1,14777.2,41169.9,26109.0,15060.9
Sri Lanka,25,24,1765.7,1951.7,2002.0,2002.2,2002.6,2002.6,1225.6,1625.1,1738.5,1903.3,110.0,139.2,190.1,239.5,24.0,96.6,139.3,228.9,219.7,187.8,31.9,16993.3,14531.9,2461.4,17319.6,14810.9,2508.7
Brunei Darussalam,23,16,713.2,1272.1,2004.9,2006.4,2006.0,2006.0,1463.8,1559.7,1620.3,1621.7,118.0,167.5,265.1,272.0,35.0,52.0,68.6,70.5,86.2,74.9,11.4,6651.9,5776.7,875.2,6779.6,5887.6,892.0
Micronesia (Federated States of),21,19,377.6,439.5,1991.4,1991.4,1992.1,1991.6,3850.4,4251.5,4196.7,4104.7,297.0,387.2,382.0,367.3,357.0,376.7,362.7,383.9,288.5,175.1,113.4,21885.4,13366.5,8518.8,22305.6,13623.2,8682.4
Papua New Guinea,15,14,375.7,487.9,1994.6,1995.3,1996.1,1997.1,3554.7,3809.7,3858.9,3740.6,288.0,392.6,534.7,484.4,104.0,221.8,277.4,270.2,176.2,133.8,42.3,13406.0,10227.8,3178.2,13663.4,10424.2,3239.2
Brazil,14,14,5894.7,11074.1,2010.9,2010.9,2011.1,2011.0,9787.3,9834.7,9832.2,9832.7,836.0,921.5,917.5,919.4,72.5,118.6,118.1,117.9,389.6,379.3,10.3,30180.9,29384.9,796.0,30760.4,29949.1,811.2
Tuvalu,13,11,297.3,352.5,1990.2,1989.8,1990.3,1990.0,5304.3,5388.4,5389.2,5390.5,417.0,441.6,440.6,440.4,487.0,454.8,483.4,482.9,222.6,140.4,82.1,16901.8,10735.2,6166.7,17226.3,10941.3,6285.1
United States of America,13,13,7932.3,8977.3,2012.9,2012.9,2012.7,2012.7,8179.2,8280.9,8522.5,8512.0,469.0,544.1,512.8,518.4,82.0,73.5,74.8,76.2,799.3,784.8,14.5,61799.4,60709.2,1090.2,62985.9,61874.8,1111.1
