Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,1223,662,201238.7,384658.8,2005.6,2007.0,2009.2,2009.2,611.3,1668.3,1776.6,1786.7,64.0,182.4,355.8,356.5,79.0,101.5,91.5,91.2,13099.7,9419.2,3680.5,1014306.9,729384.1,284922.8,1033781.6,743388.3,290393.3
General cargo,835,223,4726.4,6288.9,1998.4,2000.3,2004.5,2006.0,486.4,1249.5,966.8,924.9,58.0,128.8,248.9,251.6,27.0,69.9,74.6,71.3,921.1,705.9,215.2,70408.0,54124.7,16283.3,71759.8,55163.9,16596.0
Container,571,92,9225.8,11162.1,2003.0,2003.7,2004.0,2004.0,458.1,437.7,482.5,489.7,38.0,34.9,48.9,50.3,20.0,28.9,37.4,37.5,1255.2,876.2,379.0,96937.0,67698.2,29238.8,98798.1,68998.0,29800.2
Bulk carrier,253,201,21991.4,39357.5,2007.0,2007.7,2008.6,2008.5,913.0,2846.9,2910.9,2985.7,104.0,325.3,714.0,721.9,123.0,185.1,227.0,228.4,2102.4,1833.9,268.5,162711.1,141971.2,20739.9,165835.1,144697.0,21138.1
Chemical tanker,200,92,4127.5,6693.1,2005.4,2006.0,2007.2,2007.2,603.1,1125.4,1092.9,1091.6,54.0,114.1,220.9,221.8,49.5,77.4,121.1,120.5,674.5,503.1,171.4,52045.3,38871.4,13173.9,53044.6,39617.7,13426.8
Service - tug,190,66,66.6,46.4,1998.6,2000.7,2001.7,2001.1,254.8,983.9,674.9,622.0,57.5,382.0,1449.1,1390.5,13.0,139.9,146.3,169.0,128.8,110.0,18.7,9668.6,8261.8,1406.8,9854.3,8420.4,1433.8
Ro-Ro,134,24,488.6,333.9,1990.0,1999.2,1986.8,1988.2,431.8,828.4,720.5,762.7,55.0,131.2,222.6,243.4,11.0,27.0,53.1,57.5,171.6,149.9,21.7,13159.0,11491.9,1667.1,13411.7,11712.5,1699.2
Offshore,119,19,12.5,14.1,1996.7,1988.4,1990.7,1985.6,85.3,474.2,286.4,362.1,10.0,226.8,416.7,384.1,12.0,50.8,81.7,85.7,41.6,30.7,10.8,3120.6,2306.6,814.0,3180.5,2350.8,829.6
Liquefied gas tanker,63,21,773.7,923.1,2003.9,2005.2,2004.4,2003.2,700.8,1328.0,1378.8,1338.8,92.0,142.9,199.4,195.9,29.0,67.2,73.8,69.3,213.0,167.1,45.8,16309.4,12850.0,3459.5,16622.6,13096.7,3525.9
Service - other,45,12,48.3,51.5,1984.5,1995.6,1986.1,1985.4,153.1,327.8,435.9,438.9,33.0,83.4,440.5,436.7,31.0,54.8,93.3,87.8,37.3,29.9,7.4,2803.4,2244.8,558.6,2857.2,2287.9,569.3
Ferry-pax only,30,1,24.0,2.2,1993.0,1993.0,1993.0,1993.0,1005.2,1005.2,1316.5,1316.5,15.0,15.0,79.7,79.7,28.0,28.0,34.9,34.9,26.8,13.9,12.9,2012.5,1043.3,969.2,2051.1,1063.4,987.8
Vehicle,29,7,860.6,316.2,1988.3,2001.9,2002.9,2000.9,464.9,2111.0,1453.2,1218.4,53.0,140.1,310.9,284.8,10.0,11.6,13.3,13.5,65.8,62.5,3.3,5073.3,4826.5,246.9,5170.8,4919.1,251.6
Refrigerated bulk,2,2,22.9,24.2,1984.5,1984.5,1980.5,1980.5,2803.7,2803.7,2651.3,2593.8,371.5,371.5,674.7,673.0,104.5,104.5,49.2,49.5,17.8,15.0,2.8,1350.3,1136.6,213.7,1376.3,1158.4,217.8
Miscellaneous - fishing,1,1,0.2,0.1,1990.0,1990.0,1990.0,1990.0,370.6,370.6,370.6,370.6,62.0,62.0,62.0,62.0,200.0,200.0,200.0,200.0,0.4,0.1,0.3,31.9,7.6,24.4,32.5,7.7,24.8
