Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,1203,649,387386.3,743163.2,2005.5,2006.8,2008.8,2008.8,1238.1,3178.8,3506.2,3539.4,140.0,320.1,662.2,664.2,39.0,66.6,75.8,75.7,26696.1,23709.5,2986.5,2066391.6,1835802.0,230589.6,2106066.3,1871049.4,235016.9
General cargo,829,218,3730.0,5069.6,1998.4,2000.2,2003.7,2004.4,539.2,840.9,771.3,753.1,59.0,92.7,180.6,170.9,48.0,109.8,96.1,97.3,874.4,637.2,237.2,66618.4,48735.8,17882.5,67897.4,49671.5,18225.9
Container,567,91,10240.2,12187.4,2003.0,2003.6,2004.1,2004.1,502.8,605.9,544.3,542.7,40.0,47.8,66.3,66.5,19.0,22.9,26.2,26.8,1361.2,1102.8,258.4,105089.6,85248.7,19840.8,107107.3,86885.5,20221.8
Bulk carrier,252,204,5288.7,9230.0,2007.2,2007.8,2008.5,2008.4,513.1,709.4,695.3,695.8,51.0,81.6,162.3,159.3,99.5,124.6,106.6,107.9,550.3,377.1,173.2,42574.7,29189.3,13385.4,43392.1,29749.7,13642.4
Chemical tanker,201,89,3338.3,5415.4,2005.8,2006.7,2006.4,2006.4,637.5,906.1,862.8,863.4,64.0,124.1,234.6,235.6,32.0,70.5,82.0,81.2,595.3,425.7,169.6,45835.7,32834.5,13001.1,46715.7,33465.0,13250.7
Service - tug,190,62,62.8,52.6,1998.0,1998.5,1994.2,1992.0,393.5,711.2,622.6,679.6,127.0,253.7,859.2,937.2,26.0,263.8,403.0,459.1,114.6,80.9,33.7,8608.5,6075.6,2532.9,8773.8,6192.2,2581.5
Ro-Ro,135,26,419.6,261.9,1989.9,1998.8,1984.3,1985.6,443.6,359.8,618.7,597.1,51.0,105.9,128.0,121.7,29.0,40.5,99.3,100.4,192.0,120.2,71.8,14719.5,9235.9,5483.6,15002.1,9413.3,5588.9
Offshore,112,15,9.0,8.1,1997.0,1989.4,1998.1,1993.6,124.1,386.6,248.1,298.8,33.0,303.1,691.6,1080.9,12.0,107.8,138.2,131.6,60.4,41.6,18.8,4534.6,3121.9,1412.7,4621.7,3181.8,1439.9
Liquefied gas tanker,65,21,768.1,936.6,2004.0,2005.2,2000.3,1999.3,789.8,1260.6,1297.5,1292.9,74.0,183.5,306.1,312.7,25.0,68.5,47.1,47.7,189.2,155.4,33.8,14513.0,11949.1,2563.9,14791.7,12178.5,2613.1
Service - other,44,12,74.2,76.0,1983.3,1993.8,1984.5,1983.6,528.3,768.3,645.6,622.2,91.5,156.2,199.9,192.9,142.5,328.5,466.4,393.9,44.5,17.2,27.3,3343.2,1293.5,2049.7,3407.4,1318.3,2089.1
Ferry-pax only,30,1,14.7,1.3,1993.0,1993.0,1993.0,1993.0,547.6,547.6,805.7,805.7,11.5,11.5,26.4,26.4,19.0,19.0,96.8,96.8,17.8,8.0,9.8,1336.3,599.8,736.4,1361.9,611.3,750.6
Vehicle,29,7,255.6,119.1,1988.3,2001.9,1992.4,1989.6,499.9,375.1,431.5,458.7,59.0,113.9,102.3,90.6,35.0,15.4,44.9,53.4,47.1,29.5,17.6,3564.2,2242.8,1321.5,3632.7,2285.8,1346.9
Refrigerated bulk,2,2,9.8,10.6,1984.5,1984.5,1984.2,1984.3,1146.3,1146.3,1137.6,1134.3,350.0,350.0,365.4,360.0,4.5,4.5,4.5,4.5,10.4,10.2,0.1,781.5,771.6,10.0,796.5,786.4,10.1
Miscellaneous - fishing,1,1,0.4,0.2,1990.0,1990.0,1990.0,1990.0,535.2,535.2,535.2,535.2,830.0,830.0,830.0,830.0,417.0,417.0,417.0,417.0,2.0,1.3,0.7,151.9,101.1,50.8,154.8,103.1,51.8
