Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Basrah Oil Terminal,1604,896,389956.7,746216.7,2004.7,2005.7,2008.8,2008.8,667.0,2525.6,3415.7,3480.9,107.5,262.3,659.4,662.6,38.0,83.8,76.1,76.1,27019.3,23991.6,3027.7,2091076.3,1857411.4,233664.9,2131224.9,1893073.7,238151.3
Umm Qasr,868,379,12795.8,16729.6,2002.1,2005.5,2004.8,2005.7,529.1,686.1,592.4,598.3,51.0,76.2,105.2,109.6,32.0,86.2,50.2,54.8,1907.6,1460.8,446.7,147012.0,112765.6,34246.5,149834.7,114930.7,34904.0
Khawr Al Amaya,618,252,5420.9,8286.5,1996.1,1997.6,2004.4,2004.8,464.6,916.7,787.0,816.9,55.0,181.6,173.9,176.1,38.0,134.8,66.1,64.7,1027.0,723.9,303.1,78614.5,55574.8,23039.8,80123.9,56641.8,23482.1
Al Faw,319,113,913.4,1212.5,1998.4,1996.6,2003.6,2004.8,572.7,831.6,594.1,597.2,61.0,121.7,131.2,121.6,37.0,144.2,92.9,87.4,282.5,202.3,80.2,21478.4,15424.1,6054.4,21890.8,15720.2,6170.6
Khor Al Zubair,109,65,964.1,1546.2,1997.1,1998.7,2007.2,2007.4,556.8,806.9,703.1,698.4,76.0,110.5,122.0,119.8,62.0,139.9,137.7,139.0,226.8,123.1,103.6,17394.3,9466.2,7928.1,17728.3,9647.9,8080.3
Khawr Al Zubair Lng Terminal,98,64,1228.1,1965.3,2004.8,2005.0,2008.2,2008.2,669.6,745.1,674.9,663.4,73.0,90.7,114.4,113.3,33.0,92.9,60.1,60.5,248.7,174.9,73.7,19170.2,13500.0,5670.2,19538.2,13759.2,5779.0
Basrah,38,3,62.9,119.3,2005.7,2001.7,2005.6,2005.7,486.3,883.3,421.1,442.9,64.5,207.3,102.4,92.0,16.0,80.0,17.9,17.9,19.1,17.2,1.9,1466.0,1324.6,141.4,1494.1,1350.0,144.1
Baghdad,2,2,4.7,5.3,1985.5,1985.5,1988.8,1988.6,540.7,540.7,763.4,623.4,69.0,69.0,113.5,111.1,66.0,66.0,8.3,11.4,2.2,1.7,0.5,168.6,129.2,39.3,171.8,131.7,40.1
Mosul (Ak Mawsil),1,1,20.8,24.2,1982.0,1982.0,1982.0,1982.0,4986.0,4986.0,4986.0,4986.0,2192.0,2192.0,2192.0,2192.0,24.0,24.0,24.0,24.0,11.1,11.0,0.1,832.1,823.1,9.0,848.1,838.9,9.2
Najaf,1,1,21.8,16.2,1998.0,1998.0,1998.0,1998.0,863.0,863.0,863.0,863.0,59.0,59.0,59.0,59.0,7.0,7.0,7.0,7.0,3.2,3.1,0.1,249.3,242.6,6.7,254.1,247.3,6.8
Nasiriyah,1,1,11.0,19.0,2004.0,2004.0,2004.0,2004.0,388.8,388.8,388.8,388.8,316.0,316.0,316.0,316.0,8.0,8.0,8.0,8.0,1.2,1.2,0.0,94.7,92.3,2.3,96.5,94.1,2.4
Al Hillah,1,1,197.4,391.1,2007.0,2007.0,2007.0,2007.0,1225.0,1225.0,1225.0,1225.0,178.0,178.0,178.0,178.0,53.0,53.0,53.0,53.0,6.5,5.8,0.8,506.3,447.9,58.5,516.0,456.5,59.6
