Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,394,124,23729.5,27137.7,2004.7,2004.4,2005.9,2005.9,382.5,1341.3,1534.4,1476.9,37.0,105.6,215.4,213.2,28.0,37.8,32.3,32.7,2852.1,2631.4,220.7,220704.8,203745.0,16959.7,224942.3,207656.9,17285.4
Cruise,36,17,903.7,98.1,1994.6,1997.4,2003.5,2002.4,143.0,621.2,538.3,502.7,15.0,41.9,68.0,66.9,27.5,22.9,21.9,21.9,240.4,184.7,55.7,18612.9,14305.0,4307.9,18970.3,14579.7,4390.6
Vehicle,34,31,4147.0,1647.4,2007.2,2007.5,2005.0,2005.0,387.0,1860.8,1887.9,2116.8,29.0,119.1,241.7,243.0,7.0,10.8,16.7,17.1,250.3,246.5,3.8,19387.1,19092.4,294.7,19759.3,19459.0,300.3
Bulk carrier,30,25,1474.2,2634.0,2012.1,2011.3,2013.0,2013.0,1390.8,1608.2,1567.7,1582.9,114.0,153.8,250.8,252.4,59.5,71.8,66.6,65.9,120.9,109.8,11.1,9356.7,8499.9,856.8,9536.4,8663.1,873.3
Miscellaneous - fishing,26,11,149.2,74.0,2004.2,2003.5,2004.2,2004.1,164.7,5791.4,4927.7,5121.5,121.5,992.3,2564.8,2594.9,74.5,305.6,195.7,200.0,110.9,92.9,18.0,8327.0,6977.2,1349.8,8486.9,7111.2,1375.7
General cargo,26,17,366.9,497.6,2007.4,2007.5,2006.5,2006.7,929.7,1992.3,1640.1,1586.7,85.5,188.6,329.0,321.1,32.0,61.8,44.5,43.2,91.7,84.3,7.4,7052.5,6495.1,557.4,7188.0,6619.8,568.1
Chemical tanker,22,17,1137.6,1899.3,2012.5,2012.3,2013.2,2013.2,2165.0,2168.9,1826.8,1829.0,192.0,205.6,260.4,260.5,42.5,61.9,53.1,53.1,145.2,117.7,27.5,11246.3,9113.9,2132.4,11462.2,9288.9,2173.3
Oil tanker,12,12,943.0,1576.4,2006.4,2006.4,2007.5,2007.5,3029.3,2863.3,3035.4,3076.3,263.5,283.2,372.7,368.2,33.5,54.4,50.4,50.2,116.5,105.4,11.1,9005.9,8143.9,861.9,9178.8,8300.3,878.5
Service - other,9,5,199.0,103.4,1990.9,1987.6,1993.9,1994.0,1764.9,1764.7,3254.5,3168.3,161.0,251.2,647.4,643.9,168.0,202.4,123.5,125.6,54.2,49.5,4.7,4170.0,3808.5,361.5,4250.1,3881.6,368.5
Liquefied gas tanker,8,2,12.7,14.4,2009.2,2009.0,2008.7,2008.8,264.8,320.2,353.6,348.8,63.0,93.0,113.4,111.9,158.0,157.5,262.4,267.6,42.6,6.2,36.4,3200.2,467.7,2732.4,3261.6,476.7,2784.9
Service - tug,4,2,4.2,1.8,2004.8,2001.5,2001.2,2003.5,3094.9,4592.8,3512.2,2956.9,1220.5,972.5,1411.8,1927.6,293.5,754.5,882.1,644.4,13.5,8.5,5.0,1011.5,635.6,375.9,1030.9,647.8,383.1
Ro-Ro,2,1,81.2,41.3,2013.0,2013.0,2013.0,2013.0,1715.6,1715.6,1715.6,1715.6,109.5,109.5,201.4,201.4,53.5,53.5,98.3,98.3,15.0,13.3,1.7,1162.2,1027.3,134.9,1184.5,1047.1,137.5
