Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mauritius,158,88,1262.3,1162.4,2004.3,2003.5,1999.8,1999.1,155.7,620.7,298.7,307.4,16.0,74.5,248.3,237.7,23.0,143.5,227.8,130.3,331.1,221.0,110.1,25354.3,16962.9,8391.4,25841.2,17288.6,8552.5
Madagascar,78,30,940.1,720.7,2002.8,2001.9,2003.1,2005.1,395.9,895.0,481.5,497.5,40.0,106.7,57.0,69.7,24.0,50.9,43.7,56.0,194.6,152.2,42.5,14971.2,11723.5,3247.7,15258.6,11948.6,3310.0
South Africa,69,46,4447.7,4149.5,2006.4,2007.0,2006.7,2007.5,1439.2,1709.2,1583.2,1543.4,109.0,143.5,124.8,126.4,25.0,56.4,35.4,42.9,550.4,522.4,28.0,42616.8,40453.7,2163.2,43435.1,41230.4,2204.7
Singapore,64,37,8026.5,10756.7,2006.9,2008.4,2007.7,2007.8,3442.5,3474.5,3447.9,3452.9,260.0,279.9,256.4,261.9,15.5,50.9,32.2,37.3,1089.2,1051.3,37.9,84362.1,81427.6,2934.5,85981.8,82991.0,2990.9
Egypt,47,19,14053.0,15449.8,2006.1,2004.9,2006.4,2006.5,4170.7,4103.1,4103.2,4105.3,248.0,260.9,259.0,259.1,34.0,33.3,32.8,32.9,1823.9,1797.7,26.2,141276.1,139248.5,2027.5,143988.6,141922.1,2066.5
Oman,46,10,2907.5,3813.8,2005.3,2004.9,2005.1,2005.3,2320.0,2448.3,2357.0,2362.8,163.5,175.8,170.5,171.4,15.0,20.4,18.8,18.9,408.9,398.4,10.5,31671.0,30859.9,811.1,32279.1,31452.4,826.7
Italy,26,20,9434.9,10641.2,2003.6,2003.6,2003.6,2003.6,4747.9,4789.6,4782.2,4780.1,269.0,279.7,280.1,279.6,27.5,25.2,24.9,24.9,1239.6,1228.5,11.1,96021.1,95161.8,859.3,97864.7,96988.9,875.8
India,15,7,1136.3,1553.7,2004.8,2004.9,2005.0,2005.0,2621.8,2611.4,2629.5,2630.3,182.0,182.6,186.8,186.9,10.0,11.9,15.1,15.2,171.6,168.9,2.7,13292.8,13082.5,210.3,13548.0,13333.7,214.3
Saudi Arabia,12,11,2086.7,2415.2,2000.5,2000.2,2000.6,2000.5,3173.7,3012.9,3103.3,3095.9,186.5,186.8,188.6,190.1,19.0,28.7,29.8,30.4,257.3,251.6,5.7,19928.0,19489.7,438.4,20310.7,19863.9,446.8
Malaysia,11,8,1007.0,1273.5,2007.5,2006.9,2007.5,2007.6,3339.4,3381.3,3391.0,3390.4,236.0,252.0,250.4,250.7,12.0,17.6,24.0,23.4,161.1,158.1,3.1,12481.1,12244.2,236.8,12720.7,12479.3,241.4
