Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mauritius,271,117,1602.5,1611.3,2003.8,2003.9,2003.5,2004.2,149.2,732.4,187.7,181.2,17.0,151.9,305.4,173.3,30.0,73.7,41.2,45.1,486.9,286.6,200.2,37283.3,21950.3,15333.0,37999.1,22371.7,15627.4
Madagascar,112,48,1356.7,1299.8,2004.2,2002.8,2005.0,2004.9,390.4,576.8,452.5,445.4,35.0,41.3,44.5,45.7,28.0,66.7,54.2,66.3,245.6,164.6,81.1,18912.6,12706.2,6206.4,19275.7,12950.2,6325.5
Australia,66,34,16928.4,16829.8,2005.6,2005.1,2005.6,2005.8,3325.7,3766.2,3588.1,3590.3,220.0,245.3,238.8,240.3,17.0,25.1,24.0,25.1,1776.1,1753.0,23.2,137574.2,135780.6,1793.6,140215.7,138387.6,1828.0
South Africa,57,44,3914.6,4726.6,2007.3,2007.5,2008.8,2009.3,1452.9,1557.7,1781.0,1764.0,132.0,143.1,163.4,167.8,42.0,66.8,43.9,48.1,488.2,455.6,32.6,37783.9,35268.9,2515.0,38509.3,35946.0,2563.3
United Arab Emirates,21,20,1837.5,2647.0,2007.4,2007.6,2007.7,2008.0,2996.4,3075.3,2990.0,2983.8,246.0,253.0,248.9,251.9,28.0,45.3,46.1,47.0,229.2,219.4,9.8,17754.8,16992.3,762.4,18095.7,17318.6,777.1
Mozambique,15,14,577.6,729.6,2007.6,2007.4,2007.1,2008.6,1355.3,1384.8,1381.7,1385.8,108.0,115.8,114.8,118.7,29.0,49.1,48.0,59.2,89.8,83.6,6.2,6937.5,6466.4,471.1,7070.7,6590.6,480.2
Mayotte,12,5,71.1,99.6,2008.4,2008.2,2008.3,2008.3,918.5,909.5,911.3,912.0,77.5,77.0,88.4,89.0,82.5,56.7,75.9,76.4,29.2,22.9,6.4,2237.9,1760.8,477.2,2280.9,1794.6,486.3
India,8,8,1088.2,1477.3,2011.8,2011.8,2010.8,2011.3,2858.1,2918.1,2857.9,2882.1,261.0,263.5,225.6,242.0,33.5,44.2,32.7,37.6,108.1,102.9,5.1,8370.9,7973.3,397.6,8531.6,8126.4,405.2
Sri Lanka,5,5,408.3,520.5,2004.4,2004.4,2006.3,2005.9,2221.8,2258.9,2266.8,2264.5,165.0,153.0,151.3,150.6,18.0,21.2,19.8,19.6,64.6,63.1,1.5,5003.1,4887.0,116.1,5099.2,4980.8,118.4
Singapore,5,5,599.7,823.6,2004.0,2004.0,2001.8,2002.4,3757.3,4343.3,4405.7,4586.7,274.0,432.4,405.3,427.8,14.0,14.4,12.7,12.1,71.5,70.6,0.8,5516.3,5453.5,62.8,5622.2,5558.2,64.0
