Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saint Kitts and Nevis,222,43,741.2,114.8,1996.2,1997.0,2004.4,2003.6,77.8,101.9,128.4,103.5,12.0,18.0,15.2,14.7,8.0,10.8,8.2,9.6,168.4,114.2,54.2,12978.4,8802.0,4176.4,13227.6,8971.0,4256.6
Antigua and Barbuda,186,45,463.8,166.3,2000.5,2003.0,2004.9,2004.0,93.3,121.8,121.6,102.8,10.0,17.2,18.7,13.1,8.0,15.5,9.5,14.2,140.1,92.9,47.3,10791.7,7171.9,3619.8,10998.9,7309.6,3689.3
United States of America,154,39,14156.4,1956.7,2005.2,2006.8,2008.0,2005.6,1085.7,1122.4,1135.5,1117.2,63.0,69.7,66.8,66.3,10.0,15.2,10.2,18.3,2703.4,2597.1,106.3,208738.4,200759.8,7978.6,212746.2,204614.3,8131.8
Puerto Rico,151,19,4737.8,408.7,2004.7,2003.9,2008.0,2007.4,209.2,229.0,225.6,225.7,15.0,16.2,15.2,15.4,9.0,9.5,8.3,8.4,777.9,598.8,179.1,59118.1,45671.0,13447.1,60253.1,46547.9,13705.3
Virgin Islands (British),127,34,213.4,35.6,1983.6,1992.7,2000.2,1999.0,106.3,135.5,131.3,133.8,16.0,21.9,16.1,21.2,6.0,31.1,8.3,13.0,85.0,57.7,27.3,6515.8,4429.4,2086.4,6640.9,4514.4,2126.4
"Bonaire, Sint Eustatius and Saba",104,19,14.0,14.3,1997.9,2000.1,2002.1,2001.0,65.7,389.1,191.1,186.4,21.5,219.8,391.6,251.6,10.0,123.3,281.3,160.7,31.0,18.0,13.0,2331.9,1352.8,979.1,2376.7,1378.8,997.9
Trinidad and Tobago,69,23,610.4,695.8,2008.9,2004.2,2011.7,2011.3,472.9,569.0,512.0,514.3,33.0,115.5,46.8,44.6,24.0,59.7,23.8,24.5,161.9,139.4,22.5,12467.7,10758.1,1709.6,12707.1,10964.7,1742.4
Martinique,65,22,478.1,234.4,2004.6,2003.4,2007.2,2006.0,252.4,275.6,259.1,265.1,24.0,32.5,20.5,25.7,8.0,28.2,12.7,19.7,125.4,103.7,21.7,9668.2,8008.2,1659.9,9853.8,8162.0,1691.8
Dominica,58,16,208.4,119.9,2007.9,2004.1,2006.4,2007.7,205.8,215.4,213.0,221.4,20.0,21.8,18.2,22.6,15.5,14.3,12.4,19.1,61.3,48.6,12.7,4723.4,3754.8,968.5,4814.1,3826.9,987.1
Virgin Islands (U.S.),57,26,1308.5,137.3,2007.7,2005.1,2009.2,2008.6,128.9,290.9,287.4,265.1,15.0,24.2,74.3,71.6,8.0,11.0,6.9,7.9,208.3,168.4,39.9,15974.7,12977.0,2997.7,16281.4,13226.2,3055.3
Montserrat,50,15,12.9,14.6,1978.3,1984.3,1993.4,1996.6,112.2,149.6,166.5,202.4,19.0,22.6,23.0,25.4,5.0,8.5,29.9,35.9,7.7,6.0,1.8,584.5,449.6,134.9,595.7,458.3,137.5
Saint Lucia,43,23,340.5,105.4,1992.5,2002.0,2009.5,2006.5,284.6,307.9,283.7,333.3,30.0,34.6,24.1,35.1,9.0,15.6,9.7,15.5,86.6,74.3,12.3,6680.1,5738.6,941.4,6808.3,5848.8,959.5
Guadeloupe,34,11,79.4,28.8,1993.3,1999.7,1999.7,1995.9,184.7,189.0,186.1,190.3,19.0,19.0,18.1,21.5,11.5,12.7,11.4,15.8,22.8,16.3,6.6,1749.6,1252.0,497.6,1783.2,1276.0,507.2
Canada,20,3,347.6,469.2,2007.2,2008.3,2007.4,2007.3,1646.2,1784.5,1693.0,1686.1,111.0,127.0,116.5,115.5,10.0,13.7,28.7,28.8,93.9,87.3,6.7,7194.7,6694.8,499.9,7332.8,6823.3,509.5
Bahamas,19,9,2652.4,234.7,2009.6,2006.7,2011.8,2010.5,1010.7,1420.2,1115.8,1109.0,53.0,150.0,58.2,63.1,7.0,26.8,13.8,15.7,456.4,409.7,46.7,35266.3,31649.0,3617.3,35943.4,32256.7,3686.7
Dominican Republic,19,10,214.8,112.8,2008.4,2008.7,2010.1,2008.1,460.4,455.0,436.0,468.7,34.0,38.4,33.4,44.5,18.0,13.4,17.9,18.3,60.1,51.2,9.0,4614.3,3928.5,685.8,4702.9,4004.0,698.9
Anguilla,16,6,3.2,4.8,1982.8,1978.7,1997.6,1997.8,92.6,85.6,69.8,73.7,21.5,31.8,31.6,32.1,14.5,15.2,24.3,25.1,6.7,4.4,2.2,501.7,332.9,168.8,511.3,339.3,172.1
Curaçao,13,7,20.7,24.5,1988.8,1993.0,1993.7,1993.1,506.5,2913.2,626.8,543.7,53.0,182.1,231.8,116.8,19.0,94.6,120.4,68.2,19.6,17.0,2.6,1476.8,1281.7,195.1,1505.2,1306.3,198.8
Barbados,10,9,104.9,30.8,2001.5,2000.3,2010.5,2005.8,381.1,414.2,366.9,358.6,42.0,46.3,35.0,49.3,45.0,71.7,30.6,43.7,27.7,19.6,8.2,2135.5,1510.2,625.3,2176.5,1539.2,637.3
Suriname,9,5,51.9,79.2,2005.6,2005.4,2005.0,2005.1,937.5,1000.1,963.8,963.6,91.0,92.7,91.7,91.7,35.0,53.2,41.9,41.8,19.5,14.2,5.3,1492.5,1092.1,400.4,1521.2,1113.0,408.1
Jamaica,8,6,1866.3,210.2,2004.6,2003.2,2008.9,2008.1,1008.9,1203.9,2594.4,1853.0,89.0,86.8,146.0,130.6,24.5,74.7,12.9,35.7,241.5,231.1,10.4,18614.3,17821.4,792.9,18971.7,18163.5,808.1
United Kingdom of Great Britain and Northern Ireland,7,6,14.9,7.8,2009.4,2008.2,2004.8,2009.5,108.2,169.3,120.0,149.4,15.0,22.5,19.4,27.3,10.0,21.3,15.1,25.5,5.3,3.4,2.0,410.0,260.2,149.8,417.9,265.2,152.7
Haiti,6,3,1189.9,104.5,2000.5,1991.7,2009.3,2009.0,840.0,830.2,1051.8,1049.7,48.0,170.7,72.5,74.7,7.0,18.2,5.9,6.1,146.9,138.9,8.0,11305.3,10683.3,622.0,11522.3,10888.4,633.9
Grenada,5,4,11.3,17.7,2009.2,2010.0,2008.9,2008.6,431.4,420.4,419.0,418.8,42.0,41.4,42.1,42.2,21.0,25.0,24.3,24.1,4.5,3.1,1.3,341.7,241.9,99.9,348.3,246.5,101.8
Colombia,5,5,30.9,38.3,1992.6,1992.6,1994.5,1994.1,873.5,868.1,854.1,859.3,72.0,132.6,102.6,116.4,34.0,33.8,22.7,27.4,11.0,10.3,0.7,836.3,785.3,51.0,852.4,800.4,52.0
Portugal,5,5,732.6,65.4,2004.4,2004.4,2011.7,2010.1,2571.0,2531.6,2594.1,2592.5,158.0,183.6,154.7,155.7,10.0,9.4,9.8,9.6,122.0,118.9,3.1,9444.1,9205.6,238.5,9625.5,9382.4,243.1
Saint Vincent and the Grenadines,5,4,7.0,11.5,1994.0,1991.0,2004.0,2004.1,316.1,330.9,311.1,310.7,36.0,36.2,34.7,34.8,13.0,258.5,21.1,16.2,4.5,2.1,2.4,339.7,158.2,181.5,346.3,161.3,185.0
Bermuda,3,3,114.4,34.5,2006.3,2006.3,2002.3,2006.3,913.2,958.0,1035.6,955.8,76.0,72.7,74.7,71.6,23.0,35.0,25.1,36.4,30.0,27.1,3.0,2323.0,2094.6,228.4,2367.6,2134.8,232.8
French Guiana,3,3,76.4,84.5,2010.0,2010.0,2011.0,2010.2,1054.8,1055.2,1055.2,1055.2,65.0,77.3,74.4,76.6,61.0,58.3,61.0,59.0,14.0,12.1,1.9,1082.7,932.9,149.8,1103.5,950.9,152.6
Spain,3,3,5.5,5.5,1992.0,1992.0,1997.8,2007.1,2569.2,2221.5,1260.9,1009.2,315.0,297.7,250.4,200.6,55.0,44.0,50.2,55.1,5.1,4.7,0.3,380.2,356.3,23.9,387.5,363.1,24.4
Mexico,3,1,2328.6,202.7,2009.0,2009.0,2009.0,2009.0,3305.6,3305.6,3421.8,3421.8,184.0,184.0,190.8,190.8,15.0,15.0,17.0,17.0,286.7,281.5,5.2,22191.5,21792.0,399.5,22617.6,22210.4,407.1
Venezuela (Bolivarian Republic of),2,2,1.6,2.6,1977.5,1977.5,1977.2,1977.4,736.8,736.8,653.5,607.7,154.5,154.5,172.9,160.7,3067.0,3067.0,3708.0,3282.0,66.2,3.2,63.0,4973.0,239.5,4733.5,5068.5,244.1,4824.4
Aruba,2,2,10.8,11.0,2003.0,2003.0,2006.4,2006.7,2080.2,2080.2,659.3,634.2,128.0,128.0,58.0,50.6,260.0,260.0,40.7,17.4,4.0,3.0,1.0,304.0,228.5,75.5,309.8,232.9,77.0
