Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Zeebrugge,5847,785,130856.2,81736.8,2002.7,2005.6,2008.9,2009.7,208.8,984.4,708.3,964.1,18.0,101.9,242.7,282.8,9.0,42.2,28.2,33.7,15627.9,14203.0,1424.9,1156252.9,1048273.9,107979.0,1178452.9,1068400.8,110052.2
Doel,4327,945,185930.2,203477.6,2006.7,2008.0,2009.1,2008.9,332.9,799.8,773.9,776.6,34.0,72.7,243.9,235.6,20.0,30.6,25.4,25.5,24026.9,22315.4,1711.6,1836428.8,1706919.1,129509.7,1871688.2,1739691.9,131996.3
Zandvliet,2397,1392,55140.5,83080.2,2006.0,2006.6,2008.8,2009.3,556.2,1329.2,1649.4,1681.8,80.0,143.0,321.6,329.1,28.0,54.9,78.9,83.4,9140.2,7704.2,1436.0,697055.3,588101.9,108953.4,710438.7,599393.4,111045.3
Antwerp,2228,1205,46310.7,72874.3,2005.9,2006.3,2008.6,2008.9,436.5,1241.9,1557.7,1593.9,59.0,126.8,318.5,322.8,26.0,54.5,77.4,80.9,7930.7,6514.5,1416.2,604428.6,497061.2,107367.4,616033.6,506604.8,109428.8
Kallo,1416,703,32485.3,28305.4,2006.3,2006.8,2007.5,2007.8,479.3,956.4,954.7,1142.9,52.0,94.3,208.2,243.6,22.0,50.7,49.3,74.0,4707.1,4152.5,554.6,357436.9,315432.3,42004.5,364299.6,321488.6,42811.0
Pijp Tabak,1274,746,10026.8,13942.5,2004.3,2005.2,2006.6,2007.4,408.8,878.4,905.7,958.5,53.0,95.8,230.0,239.4,24.0,46.1,77.2,86.9,2722.0,2141.3,580.7,206633.1,162687.1,43946.0,210600.5,165810.7,44789.8
Nieuwpoort,888,667,6602.2,9310.7,2006.1,2006.5,2007.1,2008.0,105.6,405.2,463.6,444.4,25.5,63.3,213.0,176.0,32.0,51.5,59.4,65.5,1425.3,888.8,536.5,107740.2,67339.2,40401.0,109808.9,68632.1,41176.7
Terdonk,838,498,7560.0,12611.8,2002.0,2004.1,2009.3,2009.6,297.6,919.0,1295.1,1412.6,60.0,116.0,304.1,315.4,23.0,44.2,71.8,75.4,1203.7,1028.0,175.7,91466.5,78198.3,13268.2,93222.7,79699.8,13522.9
Rieme,644,360,8486.0,15024.6,2002.2,2005.7,2011.3,2011.5,246.3,954.7,1440.8,1538.5,43.0,129.1,312.6,313.4,21.0,59.3,83.0,83.9,954.4,829.9,124.5,72517.5,63110.0,9407.5,73909.8,64321.7,9588.2
Gent,546,203,9484.8,8075.9,2005.2,2005.4,2006.6,2008.0,549.5,984.9,718.8,970.3,34.0,111.3,123.3,200.3,14.0,62.4,47.6,80.5,1505.3,1402.9,102.3,113630.4,105913.4,7717.0,115812.1,107946.9,7865.2
