Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Doel,1173,340,2144.8,2408.4,2005.5,2005.9,2006.5,2006.4,79.3,88.9,79.9,79.8,9.0,21.5,16.0,15.9,19.0,24.2,27.7,27.3,540.9,281.9,259.0,40614.6,21163.3,19451.3,41394.4,21569.6,19824.8
Antwerp,1022,558,854.8,1357.9,2007.2,2006.8,2008.3,2008.6,74.8,68.4,71.7,72.9,12.0,36.1,40.2,39.3,28.0,39.0,68.1,71.6,1090.8,401.7,689.1,81923.7,30182.7,51741.0,83496.7,30762.2,52734.5
Zandvliet,990,615,867.1,1351.8,2007.3,2007.2,2008.8,2009.1,73.9,60.9,66.3,66.2,23.0,42.4,41.5,39.8,1.0,21.0,36.4,36.1,978.6,607.2,371.4,73483.1,45597.4,27885.8,74894.0,46472.8,28421.2
Kallo,818,281,542.0,430.8,2006.5,2006.6,2006.2,2005.6,57.9,63.3,66.4,62.4,16.0,49.8,26.3,34.3,23.0,36.4,34.9,41.0,392.3,206.9,185.3,29490.0,15546.4,13943.6,30056.2,15844.9,14211.3
Zeebrugge,520,124,721.3,513.1,2003.5,2004.1,2004.8,2003.6,67.6,260.2,110.7,134.7,10.0,77.2,64.3,79.4,18.0,47.0,122.1,186.4,264.5,130.1,134.4,19860.5,9764.6,10095.9,20241.8,9952.0,10289.8
Lillo,379,59,62.4,83.4,2006.3,2006.3,2005.0,2004.7,66.1,118.6,122.3,110.5,27.0,45.2,80.9,72.5,11.0,25.8,99.7,99.5,79.0,55.2,23.8,5934.0,4148.1,1785.8,6047.9,4227.8,1820.1
Pijp Tabak,379,247,258.5,373.4,2005.2,2005.6,2005.6,2006.3,79.5,85.7,72.4,72.0,12.0,31.9,135.1,127.6,30.0,64.8,82.0,80.3,425.7,118.5,307.2,31970.9,8907.3,23063.6,32584.8,9078.3,23506.4
Nieuwpoort,340,267,781.5,1248.7,2007.6,2007.2,2007.8,2008.0,88.3,115.8,133.0,142.0,10.0,23.6,241.1,275.7,39.0,70.4,67.6,65.6,294.0,130.0,164.0,22105.2,9795.4,12309.8,22529.6,9983.4,12546.1
Berendrecht,245,84,136.8,197.2,2009.2,2006.8,2007.6,2007.7,80.7,71.8,70.3,67.0,36.0,47.2,59.5,58.2,11.0,90.4,205.1,161.8,342.9,135.2,207.7,25747.7,10152.3,15595.4,26242.0,10347.2,15894.8
Terdonk,200,149,118.5,189.6,2002.2,2003.9,2007.7,2007.9,66.2,75.4,73.1,72.3,18.0,31.9,22.0,20.0,32.0,49.3,61.2,63.0,91.4,34.5,57.0,6959.1,2592.1,4367.0,7092.7,2641.9,4450.8
