Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Zeebrugge,5866,793,117740.2,67227.2,2002.9,2005.6,2008.0,2007.9,211.4,1025.1,636.0,789.7,18.0,92.3,194.1,249.1,10.0,41.2,29.6,36.6,14535.1,13120.1,1414.9,1070863.7,964589.0,106274.6,1091424.3,983109.2,108315.1
Doel,3871,956,146612.4,158324.7,2007.0,2007.9,2008.3,2008.0,352.0,749.7,673.0,669.6,29.0,59.5,148.1,149.9,21.0,23.7,29.3,28.7,17698.4,16105.2,1593.2,1348275.2,1228609.8,119665.4,1374162.1,1252199.1,121963.0
Nieuwpoort,2394,1531,77206.0,108371.0,2006.2,2006.7,2008.1,2008.3,570.1,1378.1,1387.2,1452.4,57.0,126.9,289.5,301.9,18.0,35.2,35.5,38.6,10185.5,9545.4,640.2,777851.9,729785.5,48066.5,792786.7,743797.4,48989.3
Zandvliet,2077,1258,36209.2,52634.7,2005.7,2006.3,2009.3,2010.0,298.4,1006.3,1330.8,1329.7,51.0,115.3,359.8,374.1,1.0,24.3,43.1,46.7,5941.1,5171.0,770.1,452394.4,394556.7,57837.8,461080.4,402132.2,58948.3
Antwerp,1845,1013,33752.2,51597.6,2005.6,2006.1,2008.2,2008.9,314.4,968.3,1484.4,1504.1,45.0,106.9,365.8,385.1,28.0,45.7,79.9,82.7,6208.8,4801.3,1407.4,472466.8,366785.1,105681.7,481538.2,373827.4,107710.7
Kallo,1310,644,40806.5,31425.3,2005.6,2006.7,2005.9,2006.8,432.8,1178.8,1288.1,1403.7,51.0,108.8,272.8,331.9,27.0,43.4,45.0,55.8,5083.0,4640.5,442.5,386746.7,353418.3,33328.3,394172.2,360204.0,33968.2
Pijp Tabak,1098,665,9551.3,12906.1,2004.2,2005.2,2007.1,2007.9,305.6,834.5,1026.2,1084.8,34.5,88.9,326.5,350.8,32.0,60.1,82.6,84.1,2423.2,1777.0,646.1,183911.1,135349.8,48561.3,187442.2,137948.5,49493.7
Terdonk,735,410,7980.6,13369.8,2001.5,2003.5,2009.0,2009.2,225.7,941.6,1826.8,2046.3,45.0,115.2,545.1,575.5,31.0,49.6,101.6,105.8,1172.3,1018.4,153.8,89514.7,77821.2,11693.6,91233.4,79315.3,11918.1
Rieme,594,318,10798.4,19050.6,2001.9,2006.0,2011.2,2011.4,228.9,1115.4,2023.1,2154.5,45.5,141.3,418.5,424.9,25.0,58.3,77.4,78.2,1202.4,1091.1,111.3,91912.6,83416.9,8495.8,93677.4,85018.5,8658.9
Adinkerke,541,401,5366.7,7024.3,2005.0,2005.1,2007.2,2007.5,541.2,942.9,1201.3,1215.9,51.0,97.1,255.1,278.3,14.0,25.9,22.2,21.1,953.8,884.7,69.2,72790.1,67598.1,5192.0,74187.7,68896.0,5291.7
