Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United Kingdom of Great Britain and Northern Ireland,6832,1529,43186.9,32302.0,2003.0,2005.6,2007.3,2007.6,209.6,364.1,251.6,273.3,21.0,53.9,43.8,53.8,11.0,37.0,31.9,39.9,7836.9,6088.5,1748.4,589036.2,456986.0,132050.2,600345.7,465760.2,134585.6
Netherlands,5134,2170,13608.8,15538.2,2004.2,2005.6,2008.5,2008.1,119.5,183.4,145.2,147.5,22.0,59.2,59.3,64.3,23.0,54.8,56.1,67.9,5290.1,2872.1,2418.0,398927.2,215895.1,183032.1,406586.6,220040.3,186546.3
France,2123,1022,23983.4,26526.3,2006.0,2006.0,2009.5,2009.4,274.9,380.0,299.7,305.6,28.0,52.3,58.5,57.0,20.0,31.7,26.8,28.6,3419.7,2674.4,745.4,256099.1,199918.0,56181.1,261016.2,203756.4,57259.8
Germany,2119,1070,30518.4,26176.5,2005.7,2006.0,2008.5,2008.6,354.8,393.7,366.7,377.7,32.0,49.9,37.9,39.4,23.0,40.6,36.3,36.1,3787.7,3018.2,769.5,284228.2,226194.4,58033.9,289685.4,230537.3,59148.1
Sweden,1441,382,19876.6,13620.8,2002.7,2004.9,2003.6,2003.7,557.1,823.0,645.7,718.3,40.0,88.4,57.7,74.7,10.0,29.6,18.3,22.4,3554.4,3275.3,279.1,266127.7,245155.1,20972.6,271237.4,249862.1,21375.3
Spain,951,553,23639.2,22189.3,2006.0,2006.5,2008.0,2008.7,864.8,1266.6,1299.3,1378.3,95.0,128.0,117.0,130.8,17.0,38.4,26.4,32.2,3538.2,3270.3,267.9,270139.4,249704.2,20435.2,275326.1,254498.5,20827.5
Norway,737,356,5469.3,6449.6,2003.7,2003.5,2007.1,2007.2,590.6,699.1,691.4,722.1,59.0,78.2,76.5,85.2,21.0,38.8,39.9,51.5,1198.5,982.9,215.6,89784.5,73558.7,16225.9,91508.4,74971.0,16537.4
Russian Federation,475,324,19413.1,27077.4,2006.0,2006.9,2008.9,2008.7,1398.3,1495.9,1618.0,1564.4,123.0,145.8,159.3,155.4,49.0,75.4,69.0,75.3,2672.2,2366.0,306.1,193691.9,170595.3,23096.6,197410.8,173870.8,23540.0
Ireland,465,137,5145.7,3092.6,2004.7,2005.0,2009.8,2008.4,617.2,747.4,605.0,630.1,51.0,89.4,46.2,53.1,15.0,46.9,17.5,23.1,867.8,782.3,85.5,65833.6,59339.5,6494.2,67097.6,60478.8,6618.8
Denmark,448,252,4708.2,4418.2,2003.3,2004.6,2005.8,2006.5,534.6,738.9,595.1,651.8,48.0,129.5,82.2,104.0,10.0,43.9,37.4,51.4,946.5,809.5,137.0,70936.2,60655.2,10281.0,72298.2,61819.8,10478.4
