Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Papeete,514,43,1479.7,408.5,1986.9,1996.0,1999.1,1993.5,192.1,668.0,391.2,437.0,15.0,103.1,141.9,286.9,11.0,13.8,26.1,22.8,613.6,448.4,165.2,46902.4,34261.7,12640.7,47802.9,34919.5,12883.4
Uturoa,281,14,314.9,126.5,1981.9,1995.0,1995.5,1984.3,193.4,207.1,281.2,304.0,23.0,23.8,45.7,30.1,32.0,36.9,43.5,68.3,240.1,114.6,125.5,18232.0,8723.2,9508.7,18582.0,8890.7,9691.3
Vaitape,128,21,641.8,131.3,1995.6,1998.7,2000.6,1999.7,180.5,394.1,333.6,472.6,19.0,34.4,53.6,42.3,56.5,70.0,423.1,1256.3,367.1,149.0,218.1,28142.3,11456.9,16685.4,28682.7,11676.9,17005.8
Taiohae,86,20,805.4,158.2,2001.1,1996.4,2003.0,2002.2,316.1,785.5,687.8,578.3,61.5,75.8,72.3,75.1,14.5,50.0,21.8,38.8,236.3,208.7,27.6,18120.6,15997.4,2123.2,18468.6,16304.6,2164.0
Atuona,61,10,101.1,27.5,1998.0,1999.7,2001.9,1995.6,117.8,244.5,216.6,175.6,24.0,48.0,125.0,98.5,13.0,17.4,100.9,89.2,40.4,29.2,11.1,3065.8,2222.7,843.1,3124.7,2265.4,859.3
Fatu Hiva,35,5,73.5,40.4,1991.5,2000.2,1992.8,1982.1,147.1,278.8,300.6,421.6,16.0,23.1,47.2,63.0,22.0,24.9,65.6,96.8,26.9,16.5,10.3,2031.8,1247.4,784.4,2070.8,1271.4,799.4
Moerai,26,1,80.5,51.1,2012.0,2012.0,2012.0,2012.0,1341.9,1341.9,1320.5,1320.5,86.0,86.0,114.0,114.0,128.0,128.0,119.3,119.3,47.8,23.6,24.2,3590.4,1771.9,1818.5,3659.3,1805.9,1853.4
Ua Huka,24,5,34.0,26.0,1987.0,1999.4,1988.7,1980.7,86.5,276.9,510.4,515.1,16.0,36.6,74.3,71.8,18.0,26.2,98.5,125.6,11.5,7.0,4.5,864.5,522.9,341.6,881.1,533.0,348.1
Otepa,21,7,130.6,103.4,1982.8,1986.3,1985.0,1984.0,2162.2,1846.8,2638.6,2783.7,270.0,256.4,514.7,500.8,207.0,123.5,348.8,376.8,44.6,27.1,17.5,3350.4,2036.3,1314.2,3414.7,2075.4,1339.4
Ikitake,20,3,83.8,63.9,1979.6,1978.7,1980.3,1980.1,2117.1,2296.4,2724.3,2626.4,259.0,254.5,298.1,300.1,186.0,169.8,352.2,340.0,68.8,27.9,40.9,5163.6,2094.9,3068.7,5262.7,2135.1,3127.6
Maupiti,12,2,19.6,18.7,2003.7,2002.0,2004.3,2003.2,191.8,1801.3,1730.6,1867.4,21.0,21.8,172.7,151.8,605.0,545.8,577.9,611.5,87.9,8.4,79.5,6600.3,633.3,5967.0,6727.1,645.5,6081.6
Hiva Oa,11,1,16.6,4.8,2015.0,2015.0,2015.0,2015.0,131.7,131.7,131.8,131.8,21.0,21.0,24.3,24.3,15.0,15.0,18.4,18.4,4.5,4.4,0.1,337.6,327.5,10.1,344.1,333.8,10.3
Ua Pou,7,2,3.8,3.8,1977.6,1981.5,1976.1,1976.1,80.7,115.1,222.5,222.0,8.0,32.2,55.6,55.7,19.0,19.2,116.1,115.5,1.2,1.0,0.2,89.4,72.3,17.1,91.1,73.7,17.4
Tupana,6,4,19.2,9.2,1996.7,1997.5,1998.4,1999.1,737.9,2238.2,652.2,1211.4,81.5,128.8,130.1,208.0,14.5,192.8,237.2,451.3,14.8,6.4,8.4,1118.7,485.6,633.1,1140.2,494.9,645.3
Tetiaroa Is,1,1,0.1,0.3,1977.0,1977.0,1977.0,1977.0,217.0,217.0,217.0,217.0,6.0,6.0,6.0,6.0,22.0,22.0,22.0,22.0,0.2,0.0,0.1,12.7,1.9,10.7,12.9,2.0,11.0
