Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,109,30,7607.0,9471.2,2007.8,2008.4,2008.5,2008.3,2508.6,2942.7,2829.1,2818.0,158.0,197.4,209.2,209.0,13.0,16.4,17.1,17.2,1125.2,1103.0,22.2,86998.0,85312.5,1685.5,88668.3,86950.5,1717.9
General cargo,51,20,2536.8,2671.1,2005.4,2006.1,2006.2,2006.3,3359.7,3729.2,4296.0,4220.7,270.0,339.6,418.5,419.5,20.0,148.0,44.2,43.2,388.5,377.7,10.8,29937.5,29128.9,808.6,30512.3,29688.1,824.2
Cruise,44,29,4332.5,437.8,1998.8,1999.8,2001.1,1999.4,1638.8,1639.7,1907.3,1847.3,109.5,106.6,134.8,133.2,9.0,27.8,16.4,18.6,988.4,939.3,49.1,76361.0,72627.1,3733.8,77827.1,74021.6,3805.5
Chemical tanker,13,2,1260.2,2098.1,2013.0,2013.0,2013.0,2013.0,2553.5,2240.6,3227.1,3226.4,185.0,173.2,314.6,314.5,17.0,21.8,45.0,45.0,156.1,146.3,9.9,12094.0,11329.2,764.8,12326.2,11546.8,779.4
Vehicle,11,10,1719.3,839.6,2005.8,2006.4,2006.0,2005.1,2228.0,2229.5,2229.5,2229.7,137.0,143.2,144.5,145.9,21.0,21.8,21.1,20.4,122.0,119.5,2.5,9452.8,9255.4,197.4,9634.3,9433.1,201.2
Refrigerated bulk,10,6,269.4,308.2,1995.3,1995.2,1995.0,1994.9,6555.4,6470.8,7052.1,7041.0,800.0,760.0,891.5,891.1,187.0,218.7,180.9,181.2,162.8,137.3,25.5,12340.0,10426.4,1913.6,12576.9,10626.6,1950.3
Miscellaneous - fishing,8,8,58.3,50.7,1986.1,1986.1,1987.1,1988.1,5567.4,9503.2,9270.5,8368.2,749.5,1446.0,2000.6,1918.9,132.0,497.8,186.4,172.4,47.8,40.9,6.9,3585.9,3068.3,517.7,3654.8,3127.2,527.6
Service - other,8,7,203.9,123.5,1999.1,1999.6,2004.6,2002.2,5612.5,5382.9,4292.0,5387.4,869.5,766.4,1049.1,1127.0,234.5,775.1,164.0,236.6,80.9,68.7,12.3,6125.3,5205.1,920.2,6242.9,5305.1,937.9
Liquefied gas tanker,8,2,24.0,24.6,2005.0,2005.0,2005.0,2005.0,635.4,634.1,799.2,799.2,51.5,52.5,83.7,83.7,11.0,10.0,32.8,32.8,12.0,10.2,1.8,919.8,786.2,133.6,937.4,801.3,136.1
Offshore,2,1,5.7,9.9,1981.0,1981.0,1981.0,1981.0,4132.9,4132.9,4132.9,4132.9,414.5,414.5,424.2,424.2,495.0,495.0,518.6,518.6,11.6,8.8,2.8,873.6,660.3,213.3,890.3,672.9,217.4
Ferry-pax only,2,1,4.0,2.7,2001.0,2001.0,2001.0,2001.0,1050.6,1050.6,1050.6,1050.6,81.5,81.5,95.2,95.2,34.5,34.5,27.9,27.9,3.5,3.4,0.1,263.2,255.5,7.8,268.3,260.4,7.9
Bulk carrier,2,2,98.9,155.4,2010.0,2010.0,2010.4,2010.2,2212.0,2212.0,2214.3,2213.5,199.5,199.5,203.2,202.1,142.5,142.5,149.1,147.0,10.7,10.0,0.7,829.0,771.4,57.6,844.9,786.2,58.7
Ferry-RoPax,1,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,74.8,74.8,74.8,74.8,1399.0,1399.0,1399.0,1399.0,93.0,93.0,93.0,93.0,6.6,6.2,0.4,493.2,462.5,30.8,502.7,471.4,31.3
Ro-Ro,1,1,107.4,54.7,2013.0,2013.0,2013.0,2013.0,4536.1,4536.1,4536.1,4536.1,272.0,272.0,272.0,272.0,34.0,34.0,34.0,34.0,21.3,20.9,0.4,1653.1,1619.6,33.5,1684.8,1650.7,34.1
Service - tug,1,1,2.0,1.8,2015.0,2015.0,2015.0,2015.0,2793.5,2793.5,2793.5,2793.5,538.0,538.0,538.0,538.0,66.0,66.0,66.0,66.0,2.5,2.4,0.1,184.9,181.0,3.9,188.5,184.5,4.0
