Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,110,30,9523.4,11844.5,2007.8,2008.4,2009.1,2008.9,3665.1,3629.3,3534.3,3523.7,246.0,232.6,256.2,255.8,13.0,14.7,14.9,14.9,1611.7,1592.8,18.9,124677.3,123228.3,1449.1,127071.1,125594.2,1476.9
General cargo,50,20,1202.8,1334.8,2005.5,2006.1,2007.1,2007.2,2391.9,3324.9,2098.3,2170.6,205.0,296.0,260.1,271.5,8.0,56.4,51.0,54.8,239.8,231.3,8.5,18460.2,17819.9,640.3,18814.6,18162.0,652.6
Cruise,44,29,4512.2,476.2,1998.8,1999.8,2000.2,1998.5,1957.5,2004.0,1986.4,2009.3,116.5,127.8,146.4,154.3,14.0,17.6,19.6,19.2,1052.9,994.3,58.6,81406.9,76873.2,4533.7,82969.9,78349.2,4620.7
Chemical tanker,13,2,774.6,1290.0,2013.0,2013.0,2013.0,2013.0,1900.0,1901.6,1983.6,1983.7,143.0,143.0,166.1,166.1,42.0,41.5,41.3,41.3,113.6,99.2,14.4,8799.4,7681.9,1117.5,8968.4,7829.4,1139.0
Miscellaneous - fishing,10,9,53.4,48.6,1985.8,1985.6,1990.3,1990.9,7466.1,9387.0,7899.4,8191.6,584.0,1382.9,1700.2,1856.1,47.0,124.1,62.7,75.3,52.2,47.7,4.5,3919.2,3580.3,338.9,3994.5,3649.0,345.4
Vehicle,10,9,4072.8,2025.7,2005.2,2005.8,2005.5,2004.6,6114.8,5787.0,5827.9,5825.8,370.0,350.7,356.8,356.1,10.0,15.0,14.6,14.9,304.9,303.2,1.7,23597.8,23464.9,133.0,24050.9,23915.4,135.5
Liquefied gas tanker,8,2,63.8,65.4,2005.0,2005.0,2005.0,2005.0,1954.7,1954.7,2120.7,2120.7,162.0,169.5,269.1,269.1,20.0,21.5,15.9,15.9,28.4,26.5,1.9,2180.1,2038.5,141.6,2221.9,2077.6,144.3
Service - other,6,6,192.7,107.4,1998.5,1998.5,2003.5,2002.3,6560.6,6570.0,5191.6,4863.0,515.5,710.2,672.2,565.1,111.5,389.7,226.6,320.4,84.6,79.8,4.8,6441.0,6080.5,360.5,6564.6,6197.3,367.4
Refrigerated bulk,6,4,263.0,296.7,1995.7,1996.5,1996.5,1996.5,11709.6,11887.9,11392.3,11365.1,1382.5,1564.5,1526.0,1521.1,19.0,28.9,36.1,36.1,136.7,134.0,2.7,10361.5,10158.3,203.2,10560.4,10353.3,207.1
Offshore,2,1,6.3,11.0,1981.0,1981.0,1981.0,1981.0,4567.5,4567.5,4567.5,4567.5,787.0,787.0,776.6,776.6,414.0,414.0,383.3,383.3,13.4,11.0,2.4,1007.8,829.4,178.4,1027.1,845.3,181.8
Ferry-pax only,2,1,8.9,6.0,2001.0,2001.0,2001.0,2001.0,2316.6,2316.6,2316.6,2316.6,379.5,379.5,386.9,386.9,802.0,802.0,778.0,778.0,9.1,5.3,3.8,684.3,398.3,286.0,697.5,405.9,291.5
Bulk carrier,2,2,159.6,249.2,2010.0,2010.0,2010.8,2010.7,3506.1,3506.1,3572.3,3549.8,455.5,455.5,419.4,424.0,137.5,137.5,136.5,136.7,17.6,16.9,0.7,1357.0,1304.8,52.3,1383.1,1329.8,53.3
Ro-Ro,1,1,59.5,30.3,2013.0,2013.0,2013.0,2013.0,2513.9,2513.9,2513.9,2513.9,166.0,166.0,166.0,166.0,35.0,35.0,35.0,35.0,10.8,10.3,0.5,834.4,794.4,40.0,850.4,809.7,40.7
Service - tug,1,1,3.1,2.8,2015.0,2015.0,2015.0,2015.0,4308.9,4308.9,4308.9,4308.9,433.0,433.0,433.0,433.0,141.0,141.0,141.0,141.0,11.5,11.4,0.1,865.0,856.6,8.4,881.6,873.1,8.5
