Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kaohsiung,4060,1061,43773.8,69636.9,2002.0,2004.2,2001.0,2000.8,224.7,1300.5,579.4,636.9,19.0,244.1,1014.8,1093.9,16.0,81.2,222.0,246.1,9116.4,6513.4,2603.0,698168.3,498626.0,199542.4,711573.1,508199.6,203373.6
Taichung,2619,716,12265.1,18921.8,2003.9,2004.9,2004.9,2005.1,134.5,560.4,277.8,298.8,12.0,86.9,233.5,244.3,14.0,74.3,90.0,95.5,2978.7,1893.8,1084.9,227896.1,145095.7,82800.3,232271.7,147881.6,84390.1
Keelung,2291,354,9126.4,12465.9,2004.0,2004.2,2004.4,2004.0,226.0,733.1,287.0,300.0,18.0,142.3,245.6,297.6,9.0,71.6,41.7,45.4,2266.8,1642.8,624.0,174012.4,126298.8,47713.6,177353.4,128723.7,48629.7
Taipei,1208,324,10266.5,14285.2,2002.2,2002.1,2000.8,2000.0,209.4,1273.3,465.6,504.8,17.0,152.7,554.9,607.3,14.0,82.8,118.6,139.4,2340.6,1671.1,669.5,179069.3,127931.9,51137.4,182507.4,130388.2,52119.2
Mailiao,720,426,11642.3,18163.7,2002.5,2003.9,2002.8,2002.3,249.9,837.5,875.2,843.8,18.0,106.4,615.2,604.1,25.0,63.5,58.8,61.4,1943.8,1411.8,532.0,146965.7,106257.6,40708.2,149787.5,108297.7,41489.8
Hualien,563,64,2078.2,2802.3,1997.1,2002.7,2000.2,1999.3,199.0,491.5,380.0,352.5,20.0,49.7,83.8,85.0,29.0,51.9,110.5,107.7,486.6,247.2,239.4,37188.9,18957.7,18231.2,37902.9,19321.6,18581.2
Lung-Men,504,178,4186.2,6348.2,1998.9,2002.1,2001.7,2003.5,205.8,946.2,448.4,429.3,11.0,134.2,289.1,307.7,32.0,88.9,86.1,86.3,846.0,406.2,439.8,64818.3,31115.6,33702.6,66062.8,31713.1,34349.7
Sha-Lun,193,137,4063.7,6943.1,1997.5,1998.1,2001.1,2001.4,557.3,1605.5,729.3,695.1,65.0,183.2,548.3,540.8,33.0,109.8,206.9,190.3,708.0,486.4,221.6,54249.0,37331.7,16917.4,55290.6,38048.4,17242.2
Mai-Liai,137,103,1463.6,2499.4,1996.1,1997.5,1997.0,1996.9,604.2,1289.5,1321.6,1375.2,41.0,108.6,504.7,533.5,50.0,186.6,495.1,516.0,378.0,142.6,235.3,28804.3,10928.4,17875.9,29357.4,11138.2,18219.1
Wu-Tu,19,18,133.8,212.6,1996.5,1997.5,1996.3,1995.2,535.8,1148.6,558.2,546.9,69.0,230.9,693.0,775.6,30.0,44.2,42.9,41.2,44.8,37.0,7.8,3405.8,2808.9,596.8,3471.2,2862.9,608.3
