Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,9314,1071,462936.5,518848.8,2005.5,2007.7,2008.8,2008.6,586.9,1163.1,1333.7,1317.6,47.0,83.4,231.4,228.0,10.0,17.5,18.5,18.4,54912.4,52589.5,2322.8,4246036.1,4067813.2,178223.0,4327560.0,4145915.2,181644.8
General cargo,2551,791,31360.6,45370.9,2005.7,2005.4,2007.2,2007.4,774.6,1601.5,1678.6,1699.0,81.0,173.7,451.0,458.1,34.0,72.7,67.9,67.8,5007.7,4480.5,527.2,384224.8,344494.8,39730.1,391602.0,351109.1,40492.9
Bulk carrier,2525,1291,253622.9,465872.4,2007.4,2009.3,2009.6,2009.7,1518.5,2611.7,2844.2,2897.2,150.0,265.2,451.4,455.5,61.0,89.8,104.6,105.0,18260.5,16902.6,1358.0,1413398.9,1308545.4,104853.5,1440536.1,1333669.5,106866.7
Chemical tanker,2521,833,41646.8,67139.7,2006.9,2007.6,2008.3,2008.2,987.3,1705.2,1711.8,1721.0,87.0,166.6,369.2,370.1,25.0,42.5,58.9,59.1,8922.8,7300.8,1622.0,685487.0,561676.1,123810.9,698648.4,572460.3,126188.1
Liquefied gas tanker,954,356,142396.7,115629.6,2006.7,2007.7,2008.6,2008.6,1576.9,3012.6,4108.2,3987.0,124.0,224.6,495.6,496.9,25.0,40.3,46.2,46.0,17908.2,16914.2,994.0,1142832.0,1072688.4,70143.6,1164774.4,1093284.0,71490.4
Oil tanker,913,535,223138.6,416881.7,2005.1,2005.7,2009.3,2009.4,1785.0,4000.9,4883.9,5002.8,165.0,379.6,804.9,815.6,45.0,114.5,56.4,53.7,16212.4,14478.3,1734.1,1253262.4,1119862.0,133400.4,1277325.1,1141363.4,135961.7
Vehicle,294,170,27197.3,9248.4,2008.0,2008.2,2009.0,2008.6,1126.8,1881.6,1832.6,1917.8,73.0,122.3,232.5,244.9,6.0,8.8,8.4,8.4,1730.3,1699.5,30.8,133963.4,131586.0,2377.4,136535.5,134112.5,2423.0
Ferry-RoPax,249,4,891.9,183.1,2004.2,2004.2,1996.5,1995.4,193.6,412.2,229.5,229.2,14.0,107.5,21.6,20.8,9.0,12.5,15.6,14.1,244.7,174.4,70.3,18605.0,13313.8,5291.2,18962.2,13569.4,5392.8
Cruise,171,30,9211.6,1014.0,1999.2,1999.9,2001.7,2000.1,450.5,838.2,685.5,705.0,21.0,52.4,82.6,83.7,9.0,11.6,70.5,77.3,1763.3,1255.9,507.5,136581.8,97275.6,39306.2,139204.2,99143.3,40060.9
Ro-Ro,127,5,1260.7,465.8,2003.4,1999.6,2006.6,2004.5,295.0,577.4,522.5,546.2,17.0,65.7,73.0,104.8,22.0,21.1,29.2,33.5,255.0,185.7,69.4,19755.2,14383.1,5372.1,20134.5,14659.3,5475.2
Refrigerated bulk,102,53,970.0,1142.4,1992.8,1992.6,1988.2,1987.6,1060.5,3443.1,2390.1,2500.0,98.0,338.8,1070.1,1092.1,84.5,276.4,799.8,855.9,871.0,575.1,295.9,65951.0,43669.1,22281.9,67217.2,44507.5,22709.7
Service - other,74,31,767.8,579.7,1993.5,1994.0,1998.7,1999.4,667.5,2855.3,1577.2,1502.9,85.0,424.5,573.9,471.4,140.5,250.5,334.3,321.6,245.6,175.2,70.3,18589.1,13234.5,5354.6,18946.0,13488.6,5457.4
Miscellaneous - fishing,62,49,482.4,396.0,2005.6,2005.8,2005.6,2005.5,4381.2,6197.5,6248.0,6176.8,414.0,925.4,1644.7,1713.0,345.0,598.3,704.6,722.9,245.2,179.6,65.6,18411.5,13483.0,4928.4,18765.0,13741.9,5023.1
Offshore,36,16,2566.3,2202.4,2002.8,2004.5,2011.7,2011.0,761.7,2024.5,3156.7,2602.6,60.0,161.8,561.9,552.3,40.5,82.0,29.2,29.2,343.5,318.2,25.2,21777.8,19884.4,1893.4,22195.9,20266.1,1929.8
Service - tug,34,24,74.1,68.5,2001.1,2004.7,2002.1,2001.7,1264.6,1801.7,1584.0,1627.0,176.5,320.1,517.8,513.9,34.0,62.0,130.7,138.9,75.3,70.4,4.9,5723.7,5353.6,370.2,5833.6,5456.4,377.3
Other liquids tankers,20,2,37.2,37.1,2002.4,2002.5,2002.5,2002.5,709.3,849.5,997.1,996.7,41.0,56.5,251.1,251.8,27.0,52.0,108.0,108.4,31.5,17.2,14.3,2441.4,1331.1,1110.3,2488.3,1356.7,1131.6
Ferry-pax only,3,3,25.8,3.5,2017.7,2017.7,2017.6,2017.7,42631.6,29516.8,26706.8,26333.0,6673.0,4633.0,6490.3,6480.1,136.0,102.7,92.0,97.5,32.8,32.3,0.5,2459.7,2424.6,35.1,2506.9,2471.1,35.8
