Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
China,8760,2322,126686.8,160446.0,2004.6,2006.2,2007.5,2007.4,429.4,1088.0,571.3,608.5,36.0,123.2,154.2,175.2,15.0,64.3,57.3,63.6,18652.4,15157.5,3495.0,1431156.3,1165137.5,266018.8,1458634.5,1187508.1,271126.4
Japan,2732,919,72476.3,76604.3,2006.8,2007.2,2007.5,2007.9,1078.5,1366.8,1185.6,1303.5,83.0,130.9,290.7,273.5,11.0,42.9,32.4,33.3,10851.3,9830.7,1020.6,821534.8,743256.2,78278.6,837308.3,757526.7,79781.6
"Korea, Republic of",1329,679,34499.5,45997.9,2006.1,2006.8,2006.8,2007.0,926.8,1266.9,1033.8,1074.0,73.0,118.8,176.7,201.7,15.0,45.7,41.2,42.4,5217.2,4601.5,615.7,401321.6,354197.3,47124.3,409026.9,360997.9,48029.0
Hong Kong,1161,398,15176.8,18008.2,2005.4,2006.6,2006.7,2007.2,382.3,748.8,537.1,546.9,31.0,76.8,100.0,109.1,13.0,53.1,45.5,49.2,2581.7,2109.2,472.4,199119.8,162916.5,36203.3,202942.9,166044.5,36898.4
Singapore,799,531,61752.6,75110.7,2008.7,2008.7,2010.6,2010.2,1742.2,1960.6,1781.3,1807.7,133.0,172.3,146.4,157.0,20.0,53.7,36.5,45.3,6576.3,6047.2,529.2,508319.4,467531.9,40787.5,518079.2,476508.5,41570.7
Australia,795,419,167565.0,271768.4,2009.5,2010.2,2009.5,2009.7,3826.4,3872.8,3758.3,3746.1,307.0,334.3,332.8,341.8,47.0,69.6,74.6,81.9,14097.4,13545.9,551.4,1064031.7,1021565.2,42466.5,1084461.1,1041179.3,43281.9
Philippines,789,299,12317.2,15742.4,2005.7,2006.1,2005.9,2006.7,683.8,959.4,849.3,882.4,62.0,112.1,154.6,183.8,21.0,71.3,34.6,37.3,2302.0,2013.1,289.0,177394.2,155346.9,22047.4,180800.2,158329.6,22470.7
Viet Nam,761,239,16413.3,21069.9,2004.8,2005.1,2005.2,2005.0,910.0,1406.8,1061.2,1094.4,71.0,152.8,156.5,174.4,15.0,51.4,34.5,37.9,2501.8,2253.4,248.4,192801.0,173870.6,18930.4,196502.8,177208.9,19293.8
Indonesia,574,389,47900.6,73355.5,2006.9,2008.2,2009.1,2009.3,2003.8,2460.8,2649.4,2550.6,155.0,236.0,561.7,579.3,30.0,69.3,68.4,72.5,5023.3,4607.7,415.6,373175.5,341256.9,31918.7,380340.5,347809.0,32531.5
Malaysia,450,260,28030.3,33948.2,2005.7,2006.4,2005.8,2006.2,1699.0,1799.8,1961.0,1935.6,138.5,167.6,217.0,206.0,23.0,55.4,41.7,50.0,3517.6,3202.1,315.4,257087.0,232898.7,24188.3,262023.1,237370.4,24652.8
United States of America,341,185,170954.0,212640.3,2010.1,2011.0,2010.8,2011.2,5936.4,7757.2,7032.8,7300.9,394.0,607.3,579.6,656.8,19.0,57.0,30.8,36.2,17175.0,17000.5,174.5,1312260.6,1298770.7,13489.9,1337456.0,1323707.1,13748.9
Thailand,295,167,12570.5,15481.0,2004.3,2005.7,2005.3,2005.2,1769.3,2144.3,1970.8,1975.4,133.0,208.2,225.0,233.4,23.0,53.1,54.1,61.9,2067.9,1936.6,131.3,159080.6,149049.6,10031.0,162135.0,151911.4,10223.6
Russian Federation,268,186,28493.2,39052.7,2009.1,2008.9,2009.8,2009.8,1623.9,2110.5,1970.0,2011.6,146.0,209.2,264.9,292.3,48.0,89.8,63.6,76.3,2423.7,2257.3,166.5,177890.0,165082.0,12808.0,181305.5,168251.5,13053.9
United Arab Emirates,100,88,33036.0,56293.0,2009.0,2009.4,2008.5,2008.5,5253.1,5309.0,5463.4,5490.5,422.5,422.8,455.1,461.6,47.5,74.8,65.1,64.1,2660.4,2485.2,175.2,205055.5,191502.1,13553.4,208992.6,195178.9,13813.7
Qatar,71,28,43642.5,34640.9,2008.0,2007.6,2008.2,2007.9,5718.2,5603.5,5996.6,5978.6,333.0,394.4,362.5,383.6,23.0,40.8,60.5,56.8,5659.7,5331.8,327.9,346098.3,325614.6,20483.7,352743.3,331866.4,20876.9
Saudi Arabia,61,42,47945.0,88765.7,2007.7,2007.4,2008.6,2008.5,5733.7,6967.6,6792.6,6820.4,478.0,587.8,921.1,944.7,29.0,31.2,31.8,32.1,2811.7,2722.9,88.8,217712.1,210838.6,6873.6,221892.2,214886.7,7005.5
Sri Lanka,57,22,24171.1,25197.5,2013.2,2010.5,2014.2,2013.8,3188.3,3576.8,3164.9,3181.3,177.0,285.0,190.4,192.4,31.0,54.0,35.9,38.0,1843.5,1793.1,50.4,142757.2,138859.6,3897.5,145498.1,141525.7,3972.4
New Zealand,52,30,20881.9,25025.0,2002.0,2003.4,2001.4,2001.4,4881.2,5046.6,4905.2,4908.7,286.5,329.4,287.6,288.6,12.0,42.0,15.1,15.9,2224.8,2209.7,15.1,172300.3,171135.1,1165.2,175608.4,174420.9,1187.5
Canada,47,40,22193.1,37626.7,2008.1,2009.3,2007.9,2008.4,5889.9,7117.0,7460.2,7767.4,508.0,648.4,797.5,851.8,36.0,94.6,116.4,131.6,1630.5,1596.4,34.1,125999.0,123355.9,2643.2,128418.2,125724.3,2693.9
Chile,36,26,30284.2,35387.6,2013.8,2013.2,2014.0,2014.0,10139.4,10198.9,10179.2,10181.1,625.5,701.6,646.1,658.2,19.5,35.5,24.9,27.1,2449.5,2436.5,13.0,189674.0,188671.9,1002.1,193315.8,192294.4,1021.3
Papua New Guinea,34,29,5831.0,5104.6,2006.8,2005.9,2011.8,2011.2,3258.2,3816.7,3458.4,3443.0,279.5,494.5,278.0,305.5,24.5,118.2,47.7,48.4,648.9,625.7,23.2,42631.8,40849.1,1782.7,43450.3,41633.4,1816.9
Brazil,32,25,23140.3,42621.2,2011.2,2011.2,2010.7,2010.6,11032.8,11271.8,11260.7,11289.5,1037.5,1048.4,1052.0,1055.9,40.5,96.9,95.2,97.5,1451.8,1421.3,30.5,112362.4,110002.1,2360.3,114519.8,112114.2,2405.6
India,30,30,5857.3,9162.3,2008.2,2008.2,2008.8,2009.3,4485.3,4578.6,4699.7,4666.4,367.0,407.1,397.6,395.8,46.0,105.2,78.5,82.4,631.1,574.6,56.5,46462.2,42109.8,4352.3,47354.2,42918.4,4435.9
Kuwait,30,22,25129.1,47487.0,2007.9,2007.4,2007.2,2007.2,5685.7,5750.9,5812.7,5816.0,478.0,488.0,490.9,491.8,35.0,43.0,37.6,37.1,1343.8,1290.1,53.8,104097.8,99933.5,4164.3,106096.5,101852.2,4244.3
Brunei Darussalam,29,17,3963.3,2880.9,2010.1,2010.9,2005.7,2006.4,1305.6,1473.5,2875.8,2654.4,114.0,141.0,521.4,486.1,22.0,25.0,19.9,19.7,374.7,366.5,8.2,23954.2,23331.5,622.7,24414.1,23779.4,634.7
Mexico,27,21,14952.7,20473.9,2007.6,2008.5,2008.2,2007.9,7397.0,7340.1,7238.2,7141.7,553.0,555.4,559.7,577.7,33.0,88.3,84.4,107.8,1145.2,1112.8,32.3,88701.8,86196.7,2505.1,90404.9,87851.7,2553.2
Iran (Islamic Republic of),24,21,6502.9,10459.9,2004.0,2005.4,2006.9,2007.1,5280.2,5201.4,5377.0,5315.7,416.0,409.6,471.3,482.9,36.0,59.5,56.0,53.4,585.0,556.5,28.5,45285.1,43087.3,2197.8,46154.6,43914.6,2240.0
South Africa,23,22,6159.6,10234.8,2007.3,2007.6,2006.8,2007.5,7031.7,7836.0,6718.6,6694.9,618.0,855.2,658.3,670.5,125.0,197.6,113.3,122.4,475.4,454.2,21.2,36687.6,35062.3,1625.3,37392.0,35735.5,1656.5
Mauritius,18,17,1273.8,1498.2,1994.1,1994.9,2004.8,2004.0,7767.0,11290.1,6520.7,6428.0,635.0,1052.3,793.4,834.3,294.0,748.4,657.1,701.7,395.6,254.8,140.8,30016.3,19379.3,10636.9,30592.6,19751.4,10841.2
Turkey,18,18,10304.3,19176.8,2008.0,2008.0,2009.2,2009.1,7601.6,8409.4,9467.7,9567.9,640.5,657.6,857.3,867.2,50.0,179.6,70.6,67.4,800.7,761.4,39.3,61972.0,58952.8,3019.2,63161.9,60084.7,3077.2
Vanuatu,17,4,1159.6,1377.1,2014.3,2013.5,2014.3,2014.2,3638.1,3646.6,3652.2,3652.8,249.0,253.2,257.9,258.0,9.0,9.8,12.6,12.6,248.9,246.4,2.5,19202.3,19011.3,191.0,19571.0,19376.3,194.7
Oman,16,14,10613.9,17896.5,2006.6,2006.7,2006.1,2006.1,5196.5,5035.0,5284.5,5261.5,417.0,410.9,426.8,437.0,23.0,40.1,41.0,41.9,784.5,761.1,23.4,55072.2,53290.7,1781.5,56129.6,54313.9,1815.7
