Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kaohsiung,11282,3335,515132.7,651539.9,2006.1,2007.2,2009.0,2009.0,653.7,1855.3,1400.4,1448.4,63.0,218.4,308.0,314.6,17.0,67.1,71.9,74.9,62545.4,56223.1,6322.3,4726468.0,4255167.7,471300.4,4817216.2,4336866.9,480349.3
Keelung,2203,549,62599.4,63854.9,2004.8,2006.4,2007.0,2007.9,494.9,1308.8,1148.2,1300.1,44.0,140.5,214.8,229.9,12.0,62.3,53.8,62.4,10135.9,9091.0,1044.8,782378.8,702382.8,79996.0,797400.5,715868.5,81532.0
Taichung,2152,1216,105262.0,155003.8,2005.3,2006.7,2008.7,2009.0,943.2,1719.7,2054.7,2069.5,89.0,174.4,318.1,325.7,23.0,76.5,89.7,97.8,10814.2,9667.3,1146.9,790533.3,702898.2,87635.1,805711.5,716393.8,89317.7
Mailiao,1881,966,108846.1,179564.3,2007.3,2007.9,2008.9,2008.9,992.9,1812.2,2293.6,2250.7,104.0,175.5,305.4,305.8,26.0,72.7,82.2,74.6,10819.7,8986.6,1833.1,810865.6,673480.4,137385.3,826434.3,686411.2,140023.1
Taipei,1734,531,67120.7,66195.8,2004.3,2005.9,2008.3,2007.8,635.5,1364.9,1232.9,1211.3,57.5,140.9,202.2,226.4,15.0,62.4,49.6,56.3,8096.9,7444.3,652.7,625280.1,575400.0,49880.0,637285.4,586447.7,50837.7
Hualien,268,163,14388.4,24033.0,2005.7,2006.9,2007.2,2007.7,1104.5,2038.6,2439.5,2485.6,119.5,213.1,385.3,380.9,44.5,100.0,209.1,227.6,1386.5,1112.7,273.8,107134.9,86028.8,21106.2,109191.9,87680.5,21511.4
Lung-Men,251,187,18223.0,30696.3,2005.6,2006.1,2007.2,2007.3,860.4,1636.1,2459.5,2490.1,97.0,162.8,401.6,407.8,27.0,80.7,137.6,119.9,1685.6,1309.4,376.2,126809.7,97795.4,29014.3,129244.5,99673.1,29571.4
Sha-Lun,174,155,20484.4,36057.5,2005.5,2005.8,2007.3,2007.4,1508.2,1927.0,2355.2,2475.9,137.0,193.7,294.5,301.7,24.5,64.5,80.8,84.2,1442.9,1287.0,156.0,111624.9,99586.9,12038.0,113768.1,101499.0,12269.1
Mai-Liai,36,35,510.3,640.6,1999.1,1999.3,2004.0,2002.7,1108.9,1361.5,1567.5,1477.2,119.0,152.4,276.7,303.4,23.0,92.7,47.3,56.6,93.8,67.7,26.1,7174.8,5208.0,1966.8,7312.5,5308.0,2004.6
Wu-Tu,16,13,357.2,641.8,2000.1,2003.1,2010.0,2010.3,248.4,1445.5,1105.0,1098.9,20.0,213.8,274.2,258.5,17.5,123.2,121.8,122.2,35.5,27.5,8.0,2724.9,2114.2,610.6,2777.2,2154.8,622.3
