Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kaohsiung,10671,3314,660857.8,876971.5,2006.0,2007.0,2009.3,2009.4,812.9,2018.8,1814.3,1963.1,66.0,198.1,428.5,486.3,16.0,68.8,44.5,51.8,72094.8,67710.9,4383.9,5442449.8,5107268.8,335180.9,5546944.8,5205328.4,341616.4
Keelung,3097,610,99685.1,102735.1,2005.4,2006.6,2009.7,2010.1,501.5,1628.9,1562.4,1661.5,43.0,147.9,338.1,350.2,9.0,39.4,27.6,26.2,13167.8,12070.9,1097.0,1016919.6,932747.8,84171.9,1036444.5,950656.5,85788.0
Taipei,1979,583,70256.9,73124.0,2004.5,2005.8,2006.0,2005.6,756.9,1600.2,1215.8,1227.7,56.0,158.2,273.2,318.6,13.0,55.6,38.7,46.9,7988.1,7418.2,569.9,616741.4,573124.7,43616.7,628582.8,584128.6,44454.2
Taichung,1854,1163,127963.8,179863.5,2005.9,2006.9,2008.8,2009.2,1226.1,2100.2,2840.2,2761.3,108.5,205.1,423.7,430.5,31.0,74.4,86.5,93.5,13748.7,12433.8,1314.9,979189.9,882727.8,96462.1,997990.4,899676.2,98314.2
Mailiao,1674,908,149507.9,252861.6,2007.4,2008.2,2009.1,2009.1,1161.1,2474.8,3514.0,3557.5,95.5,207.8,442.0,450.8,45.0,64.3,78.9,82.2,13606.7,11663.6,1943.1,1024381.6,876135.6,148246.1,1044049.8,892957.4,151092.4
Hualien,279,179,15130.4,24007.8,2006.5,2007.0,2007.7,2008.3,1102.8,1964.6,2502.9,2494.4,108.0,198.9,403.4,394.9,27.0,55.3,94.9,86.9,1366.6,1261.6,105.1,105689.0,97592.9,8096.1,107718.2,99466.7,8251.5
Lung-Men,236,186,50724.0,90467.0,2006.3,2006.1,2007.4,2007.5,1789.6,3175.8,4675.3,4714.6,153.0,310.1,481.0,480.2,19.0,39.8,24.0,23.1,3430.0,3242.2,187.8,255828.7,241674.9,14153.8,260740.6,246315.1,14425.5
Sha-Lun,111,99,23086.1,42847.7,2003.7,2004.1,2007.4,2007.4,1252.8,2434.8,4548.0,5251.9,104.0,225.3,1090.7,1137.2,15.0,28.0,34.0,34.6,1485.6,1405.1,80.5,114942.5,108721.9,6220.6,117149.4,110809.4,6340.0
Mai-Liai,39,38,1097.8,1691.9,2001.6,2001.5,2007.5,2007.4,1407.4,2045.2,2341.0,2383.7,128.0,216.7,324.4,343.6,15.0,74.7,23.6,24.3,144.1,125.9,18.3,11091.2,9700.9,1390.4,11304.2,9887.1,1417.1
Wu-Tu,10,9,277.3,513.9,2003.9,2006.7,2013.0,2013.1,1208.0,1286.3,1374.3,1416.4,88.5,109.3,151.5,151.2,24.0,119.9,108.0,109.3,29.6,17.2,12.5,2267.2,1323.3,944.0,2310.8,1348.7,962.1
