Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Muuga,181,46,162.7,230.2,1988.7,1998.4,2004.3,2004.7,91.0,211.3,213.5,219.3,23.0,69.3,80.8,78.2,20.0,47.1,37.9,41.0,126.0,86.9,39.1,9457.3,6521.9,2935.4,9638.8,6647.1,2991.8
Vene Balti,137,38,55.8,71.6,1993.7,1993.7,1996.5,1996.8,109.6,510.2,202.4,211.6,34.0,161.2,114.0,113.1,18.0,158.1,103.8,68.5,128.9,72.8,56.2,9681.6,5464.8,4216.8,9867.5,5569.7,4297.8
Sillamae,114,60,170.3,242.6,1990.7,2002.3,2006.1,2007.3,132.1,225.6,178.5,158.6,16.0,54.5,69.9,56.5,24.5,55.2,20.5,16.4,91.8,62.0,29.8,6890.6,4656.7,2233.9,7022.9,4746.1,2276.8
Tallinn Old City,108,17,730.0,114.5,1984.6,1988.4,2002.6,2000.0,107.3,364.3,1188.7,511.1,31.0,197.2,263.8,249.8,18.5,39.9,0.6,4.4,231.1,208.0,23.1,17349.8,15618.8,1731.0,17682.9,15918.7,1764.3
Paldiski,108,41,198.1,195.3,1990.4,1996.5,1995.3,2000.9,180.0,215.9,245.4,257.8,23.0,40.3,39.2,53.5,21.0,39.6,51.8,54.6,90.0,46.5,43.5,6754.8,3487.7,3267.1,6884.5,3554.6,3329.9
Paljassaare,98,27,17.4,22.0,1984.2,1989.5,1986.5,1985.1,68.2,370.8,110.6,100.8,22.0,526.7,289.6,326.4,25.0,83.7,58.1,46.9,80.0,53.3,26.7,6008.6,4004.8,2003.8,6124.0,4081.7,2042.3
Rohukula,64,13,130.6,26.3,2007.7,1996.0,2015.0,2011.7,365.3,383.3,798.7,726.2,37.0,93.7,69.0,75.0,44.0,93.7,489.4,422.3,89.6,28.1,61.5,6728.3,2111.8,4616.5,6857.5,2152.4,4705.2
Dirhami,62,17,5.7,2.0,1986.1,1987.6,1987.2,1987.7,283.8,358.3,473.0,405.3,59.5,70.7,458.5,345.0,20.5,119.1,173.1,234.5,47.3,25.8,21.5,3554.3,1940.0,1614.4,3622.6,1977.2,1645.4
Piirivalvesadam,61,43,25.0,34.3,1994.9,1997.0,1997.1,1998.3,131.7,220.0,191.7,186.3,15.0,31.3,181.7,58.7,15.0,61.6,35.4,35.5,24.7,18.5,6.2,1855.2,1389.2,466.0,1890.8,1415.9,475.0
Miiduranna,52,9,3.0,0.9,1984.7,1984.7,1984.9,1984.1,282.2,265.9,432.3,345.3,55.0,71.8,542.7,469.2,9.0,41.1,21.5,22.1,30.4,27.9,2.6,2286.2,2091.2,195.0,2330.1,2131.3,198.7
Kalana,44,29,76.2,121.8,1995.5,1996.1,2004.5,2006.3,237.5,379.6,234.4,239.7,20.0,54.0,109.6,70.9,26.5,62.4,72.9,49.2,42.4,20.3,22.1,3184.9,1527.3,1657.5,3246.0,1556.7,1689.3
