Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Muuga,939,439,9236.2,13552.6,2002.4,2003.8,2005.8,2008.1,405.8,723.3,728.6,747.8,47.0,96.3,226.4,188.7,17.0,42.8,47.7,52.9,1877.9,1514.2,363.7,141016.8,113698.4,27318.4,143724.3,115881.4,27842.9
Paldiski,730,285,4966.7,4782.3,2002.0,2003.3,2007.2,2006.8,235.3,469.7,478.8,532.3,25.0,53.0,91.0,124.7,13.0,35.8,27.3,40.3,1075.6,847.2,228.4,80775.5,63633.4,17142.1,82326.4,64855.1,17471.2
Tallinn Old City,605,32,7698.9,965.6,2002.2,1988.9,2004.3,2004.3,245.5,474.7,317.5,322.5,17.0,82.9,21.4,26.5,7.0,26.5,27.8,28.8,1456.9,963.3,493.6,107494.5,71933.0,35561.5,109558.4,73314.1,36244.3
Sillamae,560,303,4791.0,7575.0,2005.7,2005.4,2009.0,2008.9,248.6,649.6,659.7,667.2,33.5,71.5,138.9,147.1,27.0,51.2,67.6,71.4,1028.0,694.0,334.0,77252.1,52177.7,25074.4,78735.3,53179.5,25555.8
Paldiski Pohjasadam,433,73,2345.6,1016.2,1998.2,2003.8,2000.0,2001.2,174.0,500.2,306.6,325.9,12.0,68.4,42.4,46.5,3.0,36.1,10.9,15.4,509.6,422.1,87.5,38261.6,31694.7,6566.9,38996.2,32303.2,6693.0
Kunda,403,165,606.3,844.7,2001.4,2000.2,2004.3,2004.4,289.8,433.3,426.9,425.9,29.0,45.5,84.5,84.2,22.0,30.7,33.5,33.5,190.4,156.5,33.8,14288.4,11749.1,2539.4,14562.8,11974.6,2588.1
Tilgu,376,260,9893.4,16645.2,2007.2,2007.0,2009.0,2009.0,746.4,858.2,1009.6,1010.6,87.5,92.1,176.4,174.7,5.0,10.8,12.9,13.2,1268.3,1128.7,139.6,95534.0,85054.5,10479.6,97368.3,86687.5,10680.8
Vanasadam,289,71,8808.4,912.1,2005.4,1999.5,2007.8,2007.0,244.6,378.9,412.1,414.1,18.0,27.9,39.6,40.0,8.0,7.2,7.4,7.5,1999.9,1807.1,192.8,150178.0,135702.3,14475.7,153061.4,138307.8,14753.6
Oti,277,215,3521.7,5929.3,2004.7,2005.1,2009.4,2009.6,176.8,513.0,739.5,754.7,28.0,65.4,180.6,182.9,4.0,9.4,19.9,20.8,463.6,405.2,58.4,34922.1,30538.1,4384.0,35592.6,31124.4,4468.2
Piirivalvesadam,274,118,300.1,426.6,1996.8,2000.1,2002.7,2002.9,190.6,495.0,422.7,426.6,30.0,103.2,95.2,96.2,15.0,71.6,46.2,40.4,133.4,94.1,39.4,10019.1,7064.5,2954.6,10211.4,7200.1,3011.3
Naissaare,229,160,4815.0,8165.2,2006.1,2005.6,2007.9,2008.1,549.0,711.0,872.1,890.3,58.0,78.8,143.7,142.6,5.0,11.9,16.4,16.7,634.8,527.3,107.5,47786.0,39717.1,8068.9,48703.5,40479.6,8223.9
Vene Balti,199,131,600.5,836.5,1991.6,1999.5,2002.7,2003.4,339.7,637.9,630.3,628.2,40.0,80.0,207.7,186.8,41.0,307.6,254.8,247.6,420.6,172.2,248.4,31629.2,12977.8,18651.5,32236.5,13226.9,19009.6
Montu Vaikelaevade Sadam,178,137,1456.5,1943.1,2000.7,2001.4,2003.5,2006.0,608.2,795.6,996.3,1040.0,49.0,68.3,95.0,105.8,10.0,14.8,34.5,31.6,262.2,204.2,58.0,19685.5,15330.3,4355.1,20063.4,15624.7,4438.8
Parnu,160,97,293.4,403.2,2002.2,2001.5,2002.9,2003.0,435.7,542.2,521.7,520.4,46.0,56.2,66.7,66.5,18.0,19.3,19.2,19.2,81.2,75.4,5.9,6100.1,5659.8,440.3,6217.2,5768.5,448.7
Kakumae,155,65,579.4,926.8,1992.8,1999.0,2003.9,2004.5,213.9,442.9,618.5,640.3,33.0,52.2,121.0,119.3,1.0,9.0,34.5,34.2,112.3,92.1,20.2,8448.0,6929.0,1519.1,8610.2,7062.0,1548.2
Paljassaare,106,72,154.3,164.6,1984.3,1990.1,1995.9,1997.2,269.7,705.9,758.0,630.2,46.5,153.1,603.1,227.6,132.0,535.8,543.7,593.8,212.9,86.1,126.8,15986.7,6468.0,9518.7,16293.7,6592.2,9701.5
Kalana,83,70,657.1,1039.7,1995.9,1998.8,2005.7,2007.2,345.7,592.9,836.4,866.6,37.0,68.1,132.9,119.3,9.0,15.4,30.2,31.2,118.4,104.0,14.4,8923.4,7844.7,1078.7,9094.7,7995.3,1099.4
Montu,80,69,724.9,1094.4,1999.1,1999.5,2005.7,2007.6,733.3,921.1,1398.2,1462.1,63.5,82.7,160.2,172.9,10.0,21.4,21.2,22.5,110.2,93.6,16.6,8287.2,7038.5,1248.7,8446.3,7173.6,1272.7
Kaavi Paadisadam,77,71,567.4,859.9,1997.9,1998.2,2004.0,2005.5,563.5,715.9,924.5,1025.5,49.0,70.8,157.7,168.0,8.0,25.7,83.4,94.2,103.9,73.4,30.5,7803.4,5510.2,2293.2,7953.2,5616.0,2337.2
Nurme,76,72,1232.5,2084.1,2007.4,2007.2,2008.9,2009.3,191.1,572.0,667.5,687.5,23.5,62.3,152.6,152.9,5.0,13.2,17.1,17.3,178.9,146.8,32.1,13467.4,11053.8,2413.6,13726.0,11266.0,2460.0
Roopa,74,59,250.8,339.7,1997.6,1998.1,2002.8,2004.0,572.9,697.5,576.2,606.1,42.5,99.4,73.3,73.2,9.0,10.8,12.5,13.1,67.5,57.8,9.7,5069.3,4338.1,731.2,5166.6,4421.4,745.3
Roomassaare,70,51,119.9,155.9,1994.9,1996.3,1999.1,2000.0,408.6,536.1,586.5,645.0,46.5,59.9,176.7,187.9,20.5,41.1,47.1,48.3,42.4,32.7,9.7,3196.0,2466.0,730.0,3257.4,2513.3,744.1
Vikati Sadam,70,59,371.5,516.4,2001.0,1999.9,2006.3,2006.3,521.7,702.6,677.6,720.8,48.0,89.9,135.2,143.7,7.0,13.7,51.6,57.4,77.1,69.5,7.6,5800.4,5229.5,571.0,5911.8,5329.9,581.9
Kelvingi,69,66,1198.5,2050.3,2008.0,2008.0,2009.9,2009.9,334.2,594.2,681.7,678.1,54.0,73.1,126.2,126.5,5.0,12.3,14.9,15.3,154.8,126.7,28.0,11627.2,9521.2,2106.0,11850.4,9704.0,2146.4
Virtsu,67,28,84.6,124.2,1996.0,2002.1,1995.3,1995.1,370.5,458.2,452.9,455.9,36.0,49.8,54.9,54.5,14.0,18.5,32.7,33.1,28.4,24.0,4.4,2130.4,1802.7,327.7,2171.3,1837.3,334.0
Heltermaa,50,36,57.1,76.2,1995.4,1995.7,1995.5,1995.5,414.2,434.9,467.2,458.2,38.5,44.6,60.0,59.2,27.0,28.7,34.9,34.7,17.2,14.2,3.0,1288.4,1064.4,224.0,1313.1,1084.8,228.3
Ruhnu,47,41,250.2,394.7,2002.3,2002.7,2009.4,2010.2,533.0,656.5,985.6,1064.5,42.0,58.9,113.0,120.4,11.0,17.4,19.0,19.0,39.7,33.6,6.1,2984.2,2524.2,459.9,3041.5,2572.7,468.7
Ringsu,44,38,100.7,143.8,2000.7,2001.4,2003.7,2003.7,518.4,672.6,488.4,465.7,47.5,122.4,65.3,55.6,9.5,12.9,16.2,15.9,29.1,24.1,5.0,2186.0,1807.1,378.9,2228.0,1841.8,386.2
Lehtma Kalurisadam,37,23,47.9,58.6,1985.9,1989.7,1989.9,1989.7,445.8,768.0,441.1,482.3,57.0,86.4,121.8,90.6,33.0,43.2,38.1,36.4,23.3,19.2,4.0,1745.7,1444.9,300.8,1779.2,1472.7,306.6
Keri Saar,34,15,124.9,130.6,2009.6,2006.9,2003.9,2003.3,83.1,304.5,362.7,361.4,13.0,55.3,124.2,115.4,6.5,6.9,6.9,6.0,29.0,27.0,2.0,2176.5,2029.1,147.4,2218.3,2068.1,150.2
Osmussaar,33,27,328.8,543.7,1992.5,1994.6,2003.7,2004.4,368.9,660.1,1139.5,1177.6,32.0,60.7,130.1,138.4,8.0,39.1,174.2,185.1,51.0,32.2,18.8,3829.5,2418.7,1410.8,3903.0,2465.1,1437.9
Miiduranna,29,15,19.0,26.0,1986.0,1988.7,1997.0,1998.4,145.9,433.5,382.3,382.5,22.0,79.5,67.8,55.1,18.0,360.5,153.7,63.2,26.5,10.0,16.5,1990.2,748.4,1241.9,2028.4,762.7,1265.7
Kaunispe,25,24,95.3,124.7,2001.1,2001.7,2005.1,2005.0,535.4,607.6,683.0,673.2,42.0,64.8,84.8,83.1,6.0,7.2,6.4,6.5,26.2,23.6,2.6,1967.8,1771.7,196.1,2005.5,1805.7,199.8
Lohusalu,24,17,323.3,547.3,2003.4,2001.3,2004.2,2004.8,171.3,550.0,1032.4,1114.1,16.0,88.6,187.6,194.9,9.5,18.0,28.7,28.4,43.2,41.4,1.8,3243.4,3108.5,134.9,3305.7,3168.2,137.5
Bekkeri,22,22,151.9,244.2,2002.0,2002.0,2008.9,2009.1,554.2,637.0,900.7,924.5,61.5,139.2,243.5,248.8,25.5,95.7,162.2,167.0,95.0,58.8,36.3,7134.7,4411.2,2723.4,7271.6,4495.9,2775.7
Lehtma,22,14,58.1,80.4,1986.0,1989.8,1997.4,1997.9,494.1,563.5,884.4,923.4,43.5,65.3,146.5,149.4,20.5,29.3,14.2,12.9,20.3,17.0,3.2,1520.8,1279.9,240.8,1550.0,1304.5,245.5
Viinistu Sadam,21,14,132.6,162.1,2003.6,2002.9,2002.1,2003.4,144.2,410.3,392.3,397.5,26.0,69.6,81.9,83.6,6.0,8.0,2.9,3.2,26.2,25.4,0.8,1964.7,1905.5,59.2,2002.4,1942.1,60.3
Eisma,16,16,163.2,252.6,2002.6,2002.6,2008.1,2007.7,324.8,492.5,512.2,479.1,47.5,48.6,88.7,88.4,2.0,16.3,1.9,1.8,18.8,17.7,1.1,1411.2,1328.9,82.3,1438.3,1354.4,83.8
Suaru Kalasadam,16,15,32.7,44.8,1997.9,1997.8,2003.0,2003.0,591.3,616.5,667.1,677.1,58.0,67.1,84.7,85.0,6.5,8.2,6.7,6.8,8.9,7.8,1.1,670.8,587.6,83.3,683.7,598.9,84.9
Vosu,16,11,142.9,152.3,1999.9,1999.9,1997.8,1998.0,436.7,345.4,429.4,385.6,30.5,77.2,50.8,52.3,7.5,18.0,6.0,6.9,34.3,32.9,1.4,2573.5,2467.5,106.0,2622.9,2514.9,108.0
Liu,14,11,28.1,39.6,2003.0,2004.0,2004.5,2005.0,520.2,635.9,590.2,606.3,46.0,60.7,72.0,74.3,8.5,14.3,13.3,13.4,7.6,6.4,1.1,567.2,482.7,84.6,578.1,492.0,86.2
Karepa Sadam,14,12,46.0,51.2,1998.8,1999.9,2010.6,2009.5,362.1,518.5,725.5,671.6,23.5,40.3,87.5,83.3,11.0,20.8,9.8,10.6,10.5,8.2,2.3,790.9,614.6,176.3,806.1,626.4,179.7
Narva-Joesuu Sadam,14,7,8.5,9.3,2003.5,1999.9,2005.5,2012.0,149.8,303.1,205.1,178.2,41.0,293.9,101.4,68.3,12.0,167.7,220.1,122.2,7.2,4.4,2.8,539.3,327.0,212.3,549.7,333.3,216.4
Rohukula,13,13,13.0,13.0,1993.5,1993.5,1990.1,1991.3,392.5,706.5,421.1,353.2,41.0,87.4,131.4,82.7,33.0,307.0,571.7,245.5,15.1,6.8,8.4,1137.1,509.2,628.0,1158.9,518.9,640.0
Laatsa,12,11,32.3,44.3,2002.3,2002.9,2004.8,2005.1,551.6,568.9,571.9,576.6,47.0,52.7,55.2,55.5,5.0,9.6,6.8,6.7,8.6,7.9,0.7,642.4,592.2,50.2,654.8,603.6,51.2
Abruka,12,10,18.3,25.9,1996.0,1999.2,1999.5,1999.6,375.2,516.7,465.6,477.9,44.5,61.3,72.0,73.2,4.5,8.7,14.4,13.8,6.2,5.9,0.4,467.7,439.8,27.9,476.7,448.3,28.4
Saaremaa Sadam,10,10,23.0,20.9,1994.8,1994.8,2002.0,1997.2,473.1,617.0,274.3,529.4,42.0,302.7,125.7,163.7,9.0,30.4,16.5,18.3,11.1,9.7,1.5,836.4,727.1,109.3,852.5,741.1,111.4
Lomala,10,10,23.4,32.1,1998.8,1998.8,1999.6,1999.9,586.9,985.8,586.0,581.5,49.0,88.5,59.9,57.9,4.5,11.6,20.2,21.1,7.1,6.5,0.6,535.0,492.1,42.8,545.2,501.6,43.6
Molgi,9,9,144.5,222.7,2002.9,2002.9,2012.0,2011.5,414.4,658.3,874.1,859.3,89.0,76.9,114.0,117.0,4.0,14.3,19.2,20.5,16.1,15.7,0.4,1210.1,1180.6,29.5,1233.3,1203.3,30.1
Aegna,8,7,25.6,25.4,2003.8,2003.3,2007.5,2008.0,100.8,246.4,213.3,348.6,14.5,25.2,53.0,71.2,4.0,7.0,10.4,14.6,6.0,5.3,0.6,450.2,401.6,48.6,458.9,409.3,49.6
Kihnu,7,7,16.0,21.6,2003.9,2003.9,2006.5,2006.9,536.4,656.7,628.6,647.0,54.0,62.9,69.0,70.9,8.0,14.3,11.9,11.6,3.9,3.3,0.5,289.4,251.0,38.4,295.0,255.9,39.1
