Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Muuga,943,439,17086.0,27768.6,2002.5,2004.0,2008.1,2008.5,318.7,1131.2,1344.6,1525.1,38.0,111.9,371.2,399.2,27.0,57.2,94.4,95.8,2662.7,2190.3,472.4,201197.0,165555.1,35641.8,205059.9,168733.8,36326.2
Paldiski,720,286,8648.3,12291.2,2002.2,2003.5,2008.9,2009.6,228.6,1093.1,848.6,1379.7,22.0,106.2,279.1,324.2,13.0,35.5,48.5,53.7,1402.8,1210.6,192.2,106100.1,91614.7,14485.4,108137.2,93373.7,14763.5
Tallinn Old City,609,32,16619.5,2107.5,2002.2,1989.5,2006.6,2007.0,249.4,1557.2,683.3,699.6,18.0,186.9,1589.8,1629.0,6.0,65.3,3.5,3.2,3291.6,3196.7,94.9,237869.3,230740.7,7128.6,242436.4,235170.9,7265.5
Sillamae,563,295,15897.9,27125.4,2005.7,2005.1,2007.9,2007.9,628.4,1466.9,2169.9,2374.2,69.0,143.3,419.8,432.6,24.0,33.4,44.9,46.1,2131.0,1885.8,245.2,161816.6,143201.9,18614.7,164923.5,145951.4,18972.1
Paldiski Pohjasadam,439,73,2206.8,1114.6,1998.1,2004.5,1996.6,1999.9,166.2,627.7,281.7,344.7,12.0,73.1,59.8,73.4,2.0,85.3,11.6,23.5,513.6,473.0,40.6,38572.9,35524.4,3048.5,39313.5,36206.4,3107.0
Kunda,416,174,790.3,1112.8,2001.2,1999.8,2003.5,2003.6,362.6,589.9,544.1,548.0,38.5,70.4,86.7,87.1,25.0,36.8,45.8,45.2,261.1,211.6,49.5,19577.6,15862.0,3715.6,19953.5,16166.5,3786.9
Tilgu,373,258,5294.3,8904.9,2007.2,2007.0,2010.3,2010.3,178.3,711.5,548.6,548.9,26.0,79.0,338.9,332.1,33.0,51.2,81.1,83.1,1025.2,636.2,389.0,77447.2,48200.3,29246.9,78934.2,49125.8,29808.5
Vanasadam,288,73,5456.2,578.3,2005.5,1999.5,2007.3,2006.3,194.1,260.2,255.1,262.5,16.0,20.0,26.4,28.1,30.0,23.6,21.7,21.0,1681.0,1072.7,608.3,126218.1,80543.2,45674.9,128641.5,82089.6,46551.9
Oti,274,214,4368.8,7279.4,2005.1,2005.5,2009.1,2009.5,415.5,912.1,925.8,934.1,53.0,101.1,386.7,395.0,34.5,50.8,48.8,47.2,715.0,567.8,147.3,54163.6,43067.3,11096.3,55203.6,43894.2,11309.4
Naissaare,233,166,3308.8,5693.1,2006.1,2005.6,2009.6,2009.9,176.7,619.2,576.9,595.8,28.0,77.1,278.8,280.2,33.0,50.8,75.5,76.1,595.5,391.3,204.2,44940.6,29580.0,15360.7,45803.5,30147.9,15655.6
