Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Muuga,186,47,204.8,284.8,1989.4,1999.7,2003.7,2003.8,94.8,267.4,228.6,220.6,23.0,113.9,63.2,58.0,30.0,31.9,45.5,49.3,145.8,87.6,58.2,10929.5,6557.7,4371.7,11139.3,6683.6,4455.7
Vene Balti,124,29,18.0,17.7,1993.2,1991.6,1995.2,1988.3,91.9,280.5,100.1,82.7,36.0,449.0,207.9,126.3,53.5,213.7,170.9,181.9,98.0,46.0,52.0,7358.2,3456.2,3902.0,7499.4,3522.5,3976.9
Sillamae,121,61,250.0,400.4,1991.7,2002.2,2005.3,2005.7,123.8,226.5,229.3,237.0,15.0,38.7,72.0,72.6,25.0,44.1,69.4,69.9,104.8,54.8,50.0,7866.8,4114.3,3752.5,8017.8,4193.3,3824.5
Tallinn Old City,111,16,332.3,57.6,1984.8,1990.0,2004.5,1998.0,113.1,187.2,514.9,241.9,23.0,224.8,17.6,31.2,27.0,42.2,68.1,61.4,126.2,49.8,76.4,9472.9,3737.9,5735.0,9654.8,3809.7,5845.1
Paljassaare,103,33,16.3,21.3,1984.4,1990.1,1986.2,1985.7,80.0,141.8,94.6,88.3,31.0,170.9,97.7,89.6,36.0,395.1,394.5,231.0,120.7,45.6,75.1,9062.4,3420.8,5641.6,9236.4,3486.5,5749.9
Paldiski,98,36,138.9,100.6,1991.3,1999.9,1993.4,2001.1,189.6,210.3,212.5,146.3,32.5,110.2,66.5,55.7,11.0,24.3,34.4,38.1,91.4,71.4,20.0,6863.7,5359.4,1504.3,6995.5,5462.3,1533.2
Dirhami,64,16,5.1,1.6,1985.7,1986.9,1984.7,1982.7,254.7,372.4,479.7,468.6,38.5,46.8,984.2,761.7,43.5,77.6,195.8,185.8,41.7,19.8,21.9,3133.3,1487.2,1646.1,3193.5,1515.8,1677.7
Rohukula,60,10,216.0,39.2,2008.5,1995.3,2015.3,2012.6,664.9,1151.7,1381.2,1253.0,90.5,263.4,992.5,976.9,39.5,138.0,41.0,73.9,173.0,153.9,19.1,12988.1,11552.7,1435.4,13237.5,11774.5,1463.0
Kunda,57,42,45.2,47.5,1995.4,1996.5,1998.9,1999.9,154.1,224.5,297.7,264.7,20.0,100.8,117.0,92.0,21.0,29.4,31.7,35.2,37.6,32.7,4.9,2826.3,2457.7,368.6,2880.6,2504.9,375.7
Kalana,50,38,57.8,84.8,1996.0,1995.5,2002.2,2002.5,205.7,306.2,277.5,290.3,22.0,29.2,36.3,36.7,10.0,19.3,21.0,20.8,18.4,12.5,5.8,1378.5,941.7,436.8,1405.0,959.8,445.1
Osmussaar,45,22,8.2,6.5,1985.4,1987.3,1991.4,1993.9,214.2,867.9,271.7,264.2,36.0,113.5,129.3,63.4,14.0,63.6,157.7,60.3,23.6,15.3,8.3,1770.1,1145.6,624.5,1804.1,1167.6,636.5
Miiduranna,45,7,1.6,0.4,1986.0,1987.0,1985.9,1985.7,282.3,293.6,297.3,291.8,36.0,38.1,52.0,54.9,121.0,121.1,264.8,256.3,22.3,4.6,17.7,1673.6,347.2,1326.3,1705.7,353.9,1351.8
Paldiski Pohjasadam,40,16,118.8,48.3,1990.6,1993.6,1988.8,1989.6,152.2,597.8,243.3,212.5,18.0,129.9,37.1,35.9,14.0,28.5,44.0,43.9,42.1,21.6,20.5,3164.0,1624.9,1539.1,3224.7,1656.1,1568.7
Heltermaa,38,12,122.9,24.7,2010.8,1998.4,2015.6,2013.0,430.6,220.7,750.6,466.5,44.0,108.9,78.3,74.9,56.5,43.4,509.9,436.5,80.1,28.6,51.5,6011.8,2147.2,3864.5,6127.2,2188.5,3938.7
Saaremaa Sadam,28,18,19.1,17.8,1995.8,1992.0,1996.0,1998.1,200.6,381.0,251.5,363.8,17.5,56.4,35.4,35.7,16.5,26.3,25.3,25.7,12.5,8.2,4.2,936.0,617.2,318.8,954.0,629.1,325.0
Virtsu,26,21,10.0,10.8,1988.8,1989.8,1992.0,1992.7,247.6,321.1,253.1,236.5,32.0,63.3,37.8,31.0,19.0,39.3,20.0,17.0,7.3,5.4,1.9,547.8,405.7,142.1,558.3,413.5,144.8
Ringsu,25,21,39.7,50.8,1993.8,1992.5,1998.7,1998.3,402.2,943.1,826.6,850.4,25.0,116.5,97.9,81.9,31.0,64.6,84.8,72.3,22.6,12.9,9.7,1698.1,968.5,729.5,1730.7,987.1,743.5
Vanasadam,25,12,486.1,69.4,1996.3,1990.9,2002.1,2001.8,214.5,529.8,1267.8,1329.0,69.0,416.2,260.0,335.1,6.0,24.4,0.4,3.0,136.3,134.8,1.5,10236.2,10120.0,116.2,10432.7,10314.3,118.4
Lehtma Kalurisadam,24,14,4.1,4.4,1984.0,1983.6,1981.1,1980.6,160.0,324.4,182.3,169.4,27.0,52.0,53.2,43.7,41.5,61.7,100.7,59.5,10.6,3.4,7.2,794.9,255.8,539.1,810.1,260.7,549.5
Roomassaare,24,18,9.5,9.7,1993.0,1993.6,1989.8,1991.2,368.0,1390.4,488.4,380.4,43.5,157.3,459.4,338.8,78.5,479.7,929.4,671.1,32.8,16.1,16.7,2465.2,1209.4,1255.8,2512.5,1232.6,1279.9
Lehtma,23,15,33.0,47.5,1991.1,1992.4,1999.2,1999.2,280.0,412.5,1285.9,1668.7,57.0,56.8,120.0,122.1,34.0,42.6,96.5,98.4,14.0,7.4,6.6,1054.8,558.0,496.8,1075.0,568.7,506.3
Kakumae,22,11,5.6,7.8,1989.3,1991.8,1991.2,1990.6,147.5,206.6,135.4,137.3,20.0,40.5,140.7,151.4,2.0,6.0,10.1,10.8,12.9,11.6,1.4,971.5,868.9,102.6,990.2,885.6,104.6
Ruhnu,21,18,70.3,114.1,1996.3,1993.7,2006.3,2007.4,603.1,667.6,650.0,672.3,36.0,54.7,51.0,51.2,18.0,28.5,18.5,17.2,14.4,10.0,4.4,1079.5,749.9,329.6,1100.2,764.3,335.9
Leppneeme,19,2,0.5,0.1,2012.9,2012.5,2012.9,2012.9,125.0,83.8,156.8,138.0,34.0,35.8,192.4,186.1,21.0,10.5,100.3,96.3,8.6,5.9,2.7,645.7,443.3,202.4,658.1,451.8,206.3
