Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,7418,468,1829.8,1588.1,2007.3,2006.5,2007.8,2007.5,145.3,344.7,266.2,264.5,33.0,236.1,465.0,451.6,22.0,123.9,167.8,169.8,2560.9,1806.4,754.5,192373.4,135701.7,56671.7,196067.0,138307.2,57759.8
Offshore,5425,253,2654.0,2361.8,2009.8,2002.9,2007.9,2005.9,129.9,807.9,254.4,244.7,22.0,355.6,479.8,519.1,21.0,220.4,245.0,214.0,3898.0,2590.5,1307.5,292731.1,194550.3,98180.9,298351.6,198285.7,100065.9
Oil tanker,2831,875,82790.7,154207.9,2003.7,2005.8,2005.8,2005.8,310.5,481.2,649.8,656.5,46.0,99.3,439.2,443.1,29.0,70.0,81.2,79.1,12253.7,7053.8,5199.9,944056.3,543334.6,400721.7,962182.1,553766.6,408415.6
Container,2320,230,14840.0,17607.8,2003.4,2005.7,2006.0,2006.0,205.6,249.0,273.7,274.7,20.0,44.9,54.4,55.4,17.0,32.2,35.4,35.4,2948.3,1972.2,976.1,226532.0,151901.3,74630.8,230881.4,154817.8,76063.7
Ro-Ro,1827,106,1621.7,1263.4,2009.9,2006.3,1992.9,1997.8,127.9,556.2,600.3,460.3,20.0,204.0,874.3,853.6,41.0,120.6,446.2,399.7,2761.1,1430.8,1330.3,208143.2,107911.3,100231.9,212139.5,109983.2,102156.3
Chemical tanker,1490,427,9982.2,16034.7,2006.9,2007.6,2007.0,2007.1,278.6,365.4,440.1,436.2,34.0,73.1,185.7,178.1,26.0,57.4,79.1,77.6,3101.1,1810.4,1290.7,237164.4,138621.3,98543.0,241717.9,141282.9,100435.1
Bulk carrier,1249,756,12964.1,22651.6,2008.6,2009.4,2008.0,2007.9,238.3,313.7,319.5,317.5,25.0,41.2,86.4,85.8,23.0,42.1,73.1,74.2,1281.5,922.4,359.1,99164.5,71397.0,27767.4,101068.4,72767.8,28300.6
General cargo,585,243,1869.9,2550.0,2003.5,2003.1,1999.7,2000.0,211.4,316.6,387.0,384.9,23.0,65.6,308.5,296.4,22.0,64.4,126.1,104.3,458.6,310.2,148.5,34920.8,23722.9,11197.8,35591.2,24178.4,11412.8
Service - other,409,61,513.7,600.9,2007.3,2005.3,2005.4,2004.6,203.0,810.3,628.2,731.0,38.0,556.0,1753.8,2011.3,31.0,191.0,162.1,128.8,453.1,336.2,116.9,34067.2,25289.5,8777.8,34721.3,25775.0,8946.3
Liquefied gas tanker,387,153,15130.6,13888.1,2005.7,2006.7,2003.7,2005.6,388.8,580.4,746.5,740.2,30.0,69.1,307.3,309.4,27.0,42.5,76.8,67.8,1993.5,1497.1,496.4,139541.2,104387.0,35154.2,142220.4,106391.2,35829.2
Cruise,184,25,5336.9,529.1,2008.9,2004.0,2010.1,2009.6,178.9,217.1,326.3,339.6,14.0,169.6,171.5,163.7,14.0,80.5,26.0,25.1,1572.7,1087.7,485.0,121688.9,84165.5,37523.4,124025.4,85781.5,38243.8
Ferry-RoPax,121,10,286.2,45.9,2008.5,2004.3,2009.3,2009.1,768.9,3175.1,1817.3,1845.3,36.0,465.0,873.6,1485.0,37.0,101.6,147.2,137.8,535.2,373.7,161.5,40185.7,28057.5,12128.2,40957.3,28596.2,12361.1
Vehicle,31,27,250.6,84.2,2007.3,2007.6,2007.6,2006.7,166.1,157.1,145.6,149.9,16.0,28.0,32.3,34.3,10.0,21.7,25.7,28.7,23.1,15.8,7.3,1785.2,1226.6,558.7,1819.5,1250.1,569.4
Other liquids tankers,30,1,4.1,6.5,1994.0,1994.0,1994.0,1994.0,237.7,237.7,351.3,351.3,54.0,54.0,215.8,215.8,41.0,41.0,100.6,100.6,22.5,10.4,12.1,1738.2,804.3,933.9,1771.6,819.8,951.8
Ferry-pax only,4,2,1.3,0.6,1988.5,1993.0,1985.1,1984.2,2152.9,1979.9,1529.1,2685.5,369.0,369.0,3335.6,3505.1,35.5,34.5,63.0,66.3,12.1,10.9,1.2,906.0,816.8,89.3,923.4,832.5,91.0
Refrigerated bulk,3,2,9.1,8.9,1997.3,1999.5,1997.1,1996.9,263.3,249.6,259.0,260.2,15.0,44.5,51.1,51.8,7.0,8.5,9.4,9.4,6.7,5.7,0.9,504.1,432.5,71.6,513.8,440.8,73.0
