Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,6673,1791,1668871.4,3162741.5,2005.9,2007.5,2008.0,2008.1,1438.3,2632.5,2898.1,2914.3,180.0,275.4,472.1,473.2,32.0,73.8,64.2,63.9,99340.3,90237.0,9103.3,7691812.7,6988055.7,703757.0,7839495.5,7122226.4,717269.1
Container,4159,624,516725.9,556699.1,2005.3,2007.2,2009.9,2009.7,908.9,2194.1,2102.7,2034.9,69.0,145.3,227.7,223.8,21.0,24.3,29.8,29.9,50979.9,48539.3,2440.6,3946274.0,3758001.6,188272.4,4022042.5,3830155.3,191887.2
Bulk carrier,3973,1834,217528.2,388999.7,2007.3,2009.4,2008.7,2008.7,618.1,1678.0,1610.7,1624.5,72.0,175.8,458.2,464.3,23.0,46.4,60.8,61.2,17935.5,16788.0,1147.5,1388702.4,1299931.8,88770.6,1415365.5,1324890.5,90475.0
Chemical tanker,2932,896,89806.1,146160.2,2007.7,2008.4,2008.7,2008.7,802.7,1519.9,1558.4,1562.0,86.0,162.4,339.8,340.8,20.0,46.0,55.9,56.0,13964.5,12091.9,1872.6,1077989.8,934360.7,143629.0,1098687.2,952300.5,146386.7
Service - tug,2158,450,754.4,653.0,2005.1,2006.0,2006.3,2005.5,258.6,789.0,413.1,412.2,61.0,373.7,784.3,764.7,23.0,232.7,287.9,284.4,1026.3,788.2,238.1,77125.1,59248.1,17876.9,78605.9,60385.7,18220.2
General cargo,2048,567,26513.7,35305.2,1999.4,2002.3,2005.0,2005.3,522.1,1524.5,1438.8,1400.1,62.0,158.7,375.2,370.8,30.0,68.1,66.3,63.9,4658.0,4132.7,525.3,357507.4,317899.8,39607.5,364371.5,324003.5,40368.0
Liquefied gas tanker,1297,377,185378.9,175395.9,2005.7,2008.0,2005.0,2005.8,1765.5,2864.4,3353.9,3185.3,162.0,243.2,406.1,398.3,24.0,63.8,76.9,76.4,21797.8,20394.5,1403.3,1502760.1,1396001.4,106758.7,1531613.1,1422804.6,108808.5
Ro-Ro,1130,100,3370.7,2245.6,2006.3,2004.6,2001.7,2001.8,137.6,622.5,825.8,704.1,19.0,147.6,197.5,206.5,15.0,87.1,167.8,182.1,1561.3,864.2,697.1,118500.8,65781.7,52719.1,120776.0,67044.7,53731.3
Offshore,538,246,4977.2,5430.9,2000.2,2003.1,2005.9,2003.5,316.6,1164.6,1826.9,2158.6,60.0,290.0,527.1,560.7,54.5,465.8,393.2,359.2,1351.6,946.0,405.6,101909.4,71450.7,30458.7,103866.1,72822.5,31043.6
Vehicle,415,212,22445.7,7624.4,2006.5,2007.6,2007.7,2007.2,449.6,925.8,969.9,978.9,35.0,64.4,143.1,143.3,13.0,14.1,23.3,28.7,1407.5,1299.3,108.1,108913.3,100595.2,8318.1,111004.4,102526.6,8477.8
Ferry-RoPax,276,12,390.0,75.4,1995.3,1999.4,1994.4,1992.6,182.2,1406.8,375.3,290.9,14.0,132.3,220.9,168.8,11.0,51.7,85.9,72.9,370.1,215.4,154.7,27843.6,16226.1,11617.5,28378.2,16537.7,11840.5
Service - other,142,73,669.0,709.9,2004.8,2005.6,2004.8,2005.9,353.1,1708.3,1813.9,2310.8,76.5,548.4,889.2,1038.6,57.0,425.7,653.7,683.9,407.0,306.8,100.1,30778.1,23256.3,7521.8,31369.0,23702.8,7666.2
Cruise,116,35,5467.5,557.0,2008.3,2003.9,2007.7,2006.8,342.7,685.3,534.3,571.8,23.0,42.8,74.9,78.8,30.0,31.2,39.7,38.6,1410.2,993.2,417.0,109236.9,76932.1,32304.8,111334.2,78409.2,32925.1
Refrigerated bulk,55,10,1359.0,1281.3,2005.2,1998.9,2006.4,2006.3,514.6,1107.3,1873.4,1856.8,46.0,169.8,218.8,218.7,8.0,61.6,7.8,7.9,479.5,450.3,29.2,36664.2,34467.4,2196.8,37368.1,35129.1,2239.0
Miscellaneous - fishing,21,8,15.5,13.3,1981.2,1983.2,1996.9,1996.9,53.7,886.5,642.4,525.0,28.0,220.9,554.9,557.6,19.0,594.1,163.0,142.8,19.1,10.1,9.0,1435.4,758.5,676.9,1463.0,773.0,689.9
Ferry-pax only,20,3,2.1,0.2,2002.9,1997.3,1997.4,1994.0,165.0,237.4,204.3,224.2,13.5,33.0,44.0,47.3,54.5,515.7,429.9,593.5,5.2,1.1,4.1,393.8,83.8,310.0,401.3,85.4,315.9
Other liquids tankers,5,2,0.3,0.6,1964.0,1969.0,1965.6,1961.5,127.4,148.8,136.2,132.3,20.0,23.5,24.5,23.4,41.0,95.2,111.0,99.1,3.8,0.5,3.3,293.0,36.5,256.5,298.7,37.2,261.5
