Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Fujairah,8838,3948,1248477.3,2321121.6,2007.5,2008.4,2008.1,2008.1,830.0,1995.5,2647.8,2701.3,106.0,204.7,446.9,449.2,20.0,40.3,55.5,55.5,84132.1,77945.5,6186.6,6513066.3,6034805.7,478260.6,6638117.2,6150674.0,487443.2
Khor Fakkan,2963,1450,627070.9,1000832.0,2005.5,2006.3,2007.3,2007.7,1696.0,2385.8,3192.0,3186.7,150.0,245.8,488.4,513.2,21.0,88.1,77.5,79.6,47883.7,44936.7,2947.0,3554026.2,3327707.5,226318.7,3622263.5,3391599.5,230664.0
Jebel Ali,2694,1086,231801.6,264493.6,2005.8,2007.3,2009.1,2009.1,824.8,1640.3,1668.0,1683.5,64.0,136.3,202.5,217.4,24.0,41.8,32.8,35.9,24088.6,22036.3,2052.3,1852335.0,1693760.0,158575.0,1887899.8,1726280.2,161619.7
Jebel Ali Free Zone,2101,770,259276.9,276702.2,2005.9,2007.7,2010.7,2010.6,628.4,1873.9,2553.2,2484.5,71.0,167.6,282.5,285.4,25.0,51.1,34.3,36.5,23909.1,22972.0,937.0,1849980.9,1777887.9,72093.0,1885500.5,1812023.4,73477.1
Mina Saqr,1262,518,22743.5,39249.9,2003.6,2006.8,2006.7,2006.7,494.1,1074.7,966.9,972.8,81.0,155.3,240.6,244.5,41.0,80.3,88.1,88.5,2293.4,1964.3,329.1,176764.4,151516.6,25247.8,180158.3,154425.7,25732.5
Sharjah,1192,448,8908.7,11702.1,1999.5,2001.6,2005.5,2005.3,306.9,947.9,1025.4,1110.6,44.0,192.6,378.8,407.5,25.0,187.3,180.3,175.4,2317.6,1680.4,637.2,176719.5,128507.2,48212.3,180112.5,130974.5,49138.0
Mina Rashid Port,822,217,3362.3,2155.9,2002.6,2002.6,2006.8,2005.8,159.9,891.1,787.0,938.5,20.0,256.2,230.0,310.7,33.5,333.4,126.0,227.6,1158.4,661.2,497.1,88198.4,50483.0,37715.4,89891.8,51452.3,38439.5
Hulaylah Oil Terminal,776,449,42581.1,75469.9,2001.9,2004.1,2007.0,2006.9,434.6,1202.1,1479.6,1468.5,65.0,166.3,348.9,353.6,12.0,45.6,19.8,19.1,2930.4,2771.0,159.4,224104.9,211890.3,12214.6,228407.7,215958.6,12449.1
Das Island,475,172,38292.5,65197.4,2008.2,2007.4,2007.0,2007.8,109.5,1591.6,1658.8,1554.1,19.0,169.1,338.6,333.9,14.0,38.5,36.2,37.3,3131.2,2594.8,536.4,231975.1,190595.2,41379.9,236429.0,194254.6,42174.4
Mina Zayed/Abu Dhabi,473,369,18668.5,29978.8,2009.1,2008.8,2011.7,2011.8,590.2,1655.5,1733.3,2228.8,76.0,233.8,426.3,460.2,74.0,166.9,120.7,129.9,2206.2,1839.9,366.3,169723.5,141811.4,27912.2,172982.2,144534.1,28448.1
