Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Fujairah,8791,4085,951863.7,1727536.4,2007.5,2008.4,2008.7,2008.8,809.5,2449.6,2101.6,2098.0,110.0,243.1,503.1,508.6,54.0,91.3,115.8,116.7,85283.9,70803.1,14480.9,6597111.4,5478857.5,1118253.9,6723775.9,5584051.6,1139724.4
Khor Fakkan,2723,1378,341416.4,549331.1,2005.7,2006.3,2007.4,2007.4,786.2,1950.2,1930.5,1885.9,84.0,196.3,436.1,454.4,40.0,75.3,76.0,81.1,31620.8,26611.3,5009.6,2394871.1,2009245.0,385626.1,2440852.6,2047822.5,393030.1
Jebel Ali,2718,1106,220605.8,244740.1,2005.6,2007.3,2009.1,2009.0,683.5,1276.1,1600.9,1569.7,59.0,115.8,221.4,222.1,24.0,57.7,38.3,42.4,21363.2,19276.4,2086.8,1646734.0,1485671.1,161062.9,1678351.3,1514196.0,164155.3
Jebel Ali Free Zone,2301,828,169022.4,179552.8,2006.0,2007.8,2010.6,2010.3,463.8,1056.3,1493.3,1452.5,47.0,114.5,215.8,216.7,23.0,63.2,32.2,35.2,15712.2,14420.4,1291.7,1215621.2,1116098.5,99522.7,1238961.2,1137527.6,101433.5
Sharjah,1168,423,7586.0,7705.8,1999.2,2000.8,2004.1,2002.1,329.2,780.7,835.0,725.7,36.0,191.2,214.4,216.2,35.0,109.2,102.5,131.3,1761.4,1190.2,571.2,134034.7,90848.4,43186.3,136608.2,92592.7,44015.5
Mina Saqr,1136,427,21333.8,36809.4,2002.7,2005.9,2007.5,2007.5,465.7,1142.8,1051.0,1111.1,70.0,152.7,220.0,223.9,65.5,102.1,114.4,116.0,2318.3,1870.7,447.6,178982.0,144554.6,34427.4,182418.4,147330.0,35088.4
Mina Rashid Port,828,234,4199.7,3042.8,2002.6,2003.4,2006.2,2005.7,151.9,811.4,922.7,1022.6,17.0,175.8,248.1,327.9,20.0,125.1,62.4,94.9,1111.4,711.6,399.8,84662.0,54522.9,30139.1,86287.5,55569.7,30717.8
Hulaylah Oil Terminal,730,405,86891.8,158150.2,2001.8,2004.0,2007.5,2007.6,461.2,1994.3,3184.9,3258.1,74.5,206.7,607.6,628.9,39.0,76.8,60.6,60.9,6357.9,5584.2,773.7,487560.2,427934.3,59625.9,496921.3,436150.6,60770.7
Das Island,606,222,134562.3,197466.4,2006.9,2006.9,2004.4,2006.6,296.5,2598.9,3612.9,3252.2,42.5,216.8,445.0,458.9,24.0,99.1,58.3,69.3,12524.2,11501.2,1023.0,857482.4,779112.8,78369.6,873946.0,794071.8,79874.3
Ruwais,598,465,114492.6,190027.7,2010.1,2010.0,2010.6,2010.5,3730.2,3702.7,3556.1,3539.6,308.0,319.3,467.8,473.9,40.5,66.9,86.3,91.8,10925.2,9767.7,1157.5,845785.2,756352.0,89433.2,862024.3,770874.0,91150.3
Abu Al Bukhoosh,481,158,2662.8,3864.1,2002.5,2004.3,2003.2,2005.2,112.5,391.6,1129.5,1088.2,27.0,61.3,243.5,217.6,35.0,73.9,87.3,102.1,407.0,272.8,134.1,29193.7,19002.5,10191.2,29754.2,19367.4,10386.9
Al Hamriyah Lpg Terminal,460,334,4861.8,7322.3,2001.5,2003.6,2006.0,2006.2,451.8,853.4,901.8,852.0,70.0,155.9,299.5,280.8,49.0,106.4,104.7,101.2,1348.7,893.7,454.9,103140.5,68556.7,34583.8,105120.8,69873.0,35247.8
Mina Zayed/Abu Dhabi,425,331,9539.8,14279.0,2008.7,2008.7,2010.0,2010.2,425.7,1018.8,999.0,1203.4,56.0,159.2,437.1,496.2,52.0,100.2,79.4,87.2,1335.4,1118.9,216.5,102710.6,86139.6,16571.0,104682.7,87793.5,16889.2
Hamriya Free Zone Port,368,86,6885.7,12553.5,1996.7,1995.3,2001.3,2001.7,423.0,1151.2,5691.0,8705.7,48.0,158.6,3000.0,3113.3,26.0,111.5,133.0,136.3,579.1,439.7,139.3,44356.2,33855.7,10500.5,45207.9,34505.8,10702.1
Free Port,310,283,19333.6,25096.4,2005.1,2005.5,2007.7,2007.3,464.5,1306.0,1781.2,1535.6,105.0,290.3,492.4,516.4,43.5,131.6,85.8,94.8,2772.6,2346.4,426.1,205128.1,172438.3,32689.7,209066.5,175749.2,33317.4
Mina Khalifa/Abu Dhabi,299,212,39379.2,41949.1,2007.7,2008.0,2010.7,2010.6,834.8,1447.7,2011.0,2158.8,80.0,120.3,235.4,251.7,18.0,76.0,34.9,42.4,3112.7,2953.0,159.7,240888.5,228625.6,12262.9,245513.6,233015.2,12498.4
Zirkuh Petroleum Port,262,204,95220.5,181668.0,2007.4,2007.6,2007.8,2007.8,996.6,2704.9,2677.2,2676.7,111.0,252.7,444.9,444.5,46.0,69.8,73.9,73.8,6409.9,5456.5,953.4,496527.3,422674.1,73853.2,506060.6,430789.4,75271.2
Fateh Oil Terminal,249,154,12444.6,21494.2,2003.1,2003.5,2007.0,2007.5,218.4,984.9,2318.8,2357.4,42.0,133.4,366.2,372.4,22.0,53.3,39.8,39.2,1023.0,908.8,114.1,77029.3,68257.0,8772.2,78508.2,69567.6,8940.6
Abu Musa,241,145,6245.8,11767.3,2002.5,2002.0,2008.9,2009.2,274.0,866.4,2108.0,2214.7,34.0,105.7,444.8,450.2,44.0,74.6,71.8,70.7,522.0,367.1,154.9,40139.3,28306.4,11832.9,40909.9,28849.9,12060.1
Hamriya,238,156,1122.8,1707.4,2001.2,2002.9,2006.7,2006.7,343.8,1121.3,1757.8,2076.7,57.0,268.5,694.1,730.6,47.5,160.5,121.3,104.2,434.7,302.2,132.5,32916.7,22938.4,9978.3,33548.7,23378.8,10169.8
Dibba,189,122,11375.9,20237.0,2002.3,2002.7,2006.3,2006.5,504.8,1301.0,1476.4,1531.5,55.0,154.6,409.8,425.0,47.0,121.5,94.5,95.3,1130.0,814.3,315.7,86574.6,62296.7,24277.9,88236.8,63492.8,24744.0
Mina Khalid,182,116,2415.0,3029.3,1997.9,1997.4,2001.2,2000.1,468.4,1189.7,1296.6,1254.2,57.0,169.9,356.4,377.7,25.0,159.8,220.2,252.1,527.4,382.4,145.1,40434.6,29348.3,11086.3,41210.9,29911.8,11299.1
Yas Island,140,123,28583.6,49763.2,2008.2,2008.2,2009.1,2009.0,2588.6,3283.3,2653.4,2785.9,223.0,291.5,605.8,629.1,29.5,53.6,120.9,129.7,2435.0,2107.1,327.9,188545.7,163176.8,25368.9,192165.8,166309.8,25855.9
Kalba,110,66,4243.3,6658.5,1999.1,2002.0,1999.4,2001.6,653.1,1879.0,2030.2,1832.1,81.5,218.6,1106.1,694.9,44.5,89.5,108.2,126.1,476.8,389.4,87.4,36737.9,30050.4,6687.4,37443.2,30627.4,6815.8
Ajman,99,36,320.3,415.5,1998.8,1995.5,1998.7,1998.3,199.5,657.5,1305.8,1215.1,26.0,112.6,187.0,208.6,54.0,72.6,35.0,34.4,133.1,61.6,71.5,10075.2,4691.8,5383.4,10268.6,4781.8,5486.7
Al Jazeera Port,82,72,1514.0,2393.2,2001.3,2001.5,2003.8,2003.4,357.8,880.1,1048.6,1089.9,62.0,190.6,298.5,320.1,36.0,171.4,89.7,80.2,224.4,170.1,54.3,17221.2,13071.0,4150.2,17551.8,13322.0,4229.9
Umm Al Qaywayn,66,61,849.6,1415.2,1997.9,1999.1,2004.2,2004.8,493.1,1092.2,875.0,862.9,62.0,161.2,175.7,166.1,45.5,109.0,111.0,105.2,149.8,91.2,58.6,11463.0,6995.0,4467.9,11683.1,7129.3,4553.7
Dubai,61,43,2148.4,330.9,2005.5,2004.8,2005.2,2004.3,329.1,769.6,799.2,717.5,24.0,115.2,99.2,99.1,12.0,56.9,16.8,37.5,449.0,398.2,50.8,34729.3,30814.4,3914.9,35396.1,31406.0,3990.1
Musaffah,48,46,3765.8,3824.3,2007.6,2007.3,2007.9,2007.3,698.9,2105.8,6362.2,5075.2,217.0,705.0,1213.7,1217.7,48.5,138.1,90.0,82.2,387.4,346.8,40.6,29752.4,26658.4,3094.0,30323.6,27170.2,3153.4
Rak Maritime City,45,34,651.5,1032.6,2003.1,2005.3,2010.4,2010.9,469.0,961.8,2088.4,2295.1,64.0,156.8,298.3,308.1,26.0,87.7,12.6,11.5,90.2,78.1,12.1,6929.3,6013.2,916.1,7062.3,6128.6,933.7
Zirku,22,20,2930.1,4628.9,2008.0,2008.0,2007.7,2007.8,2559.1,2832.5,2041.8,2543.8,271.0,256.8,364.8,396.0,30.0,51.0,55.9,59.0,287.1,256.6,30.5,22211.1,19851.2,2359.8,22637.5,20232.4,2405.1
Rak Khor Port,19,17,786.7,1239.2,2005.9,2004.9,2010.4,2010.6,633.4,3028.4,1957.5,1760.9,160.0,365.9,634.2,550.2,22.0,54.8,29.4,28.2,124.3,113.5,10.8,9501.8,8675.6,826.2,9684.2,8842.1,842.1
Arzanah,18,8,180.4,335.4,2011.2,2009.0,2005.9,2005.8,90.6,277.0,516.1,541.3,13.0,44.6,43.7,43.7,15.0,221.4,40.7,31.7,14.0,8.5,5.5,1070.2,655.8,414.4,1090.7,668.4,422.4
Ras Al Khaimah,17,17,1924.4,2330.5,2004.4,2004.4,2001.4,2003.7,2079.8,3945.3,2681.6,2034.4,231.0,368.7,426.6,391.8,25.0,86.7,83.0,102.2,239.7,212.2,27.6,16410.6,14368.3,2042.3,16725.7,14644.1,2081.5
Ahmed Bin Rashid Port,13,12,99.6,163.2,1993.1,1993.8,1996.4,1996.3,500.7,1315.2,891.5,869.9,154.0,272.2,397.4,405.2,79.0,302.4,113.8,112.8,54.8,25.5,29.2,4142.8,1945.8,2197.1,4222.4,1983.1,2239.2
Abu Dhabi,2,2,16.0,27.3,1999.0,1999.0,2009.3,2009.5,488.6,488.6,470.6,470.4,95.0,95.0,115.6,116.0,139.5,139.5,166.2,166.7,2.4,1.4,1.0,185.3,109.2,76.1,188.9,111.3,77.5
Umm An Nar,1,1,81.4,139.0,2010.0,2010.0,2010.0,2010.0,2468.4,2468.4,2468.4,2468.4,250.0,250.0,250.0,250.0,14.0,14.0,14.0,14.0,5.4,5.1,0.3,417.3,394.8,22.5,425.3,402.4,22.9
