Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Musaffah,3025,257,1722.7,2161.9,2010.1,2008.3,2006.8,2005.0,163.9,818.0,367.6,441.7,30.0,321.3,344.1,280.3,24.0,232.5,191.5,141.0,1818.9,1049.9,769.0,136697.7,78928.5,57769.2,139322.3,80444.0,58878.3
Mina Zayed/Abu Dhabi,2250,493,3849.5,3012.2,2010.0,2008.7,2010.1,2008.2,172.4,578.3,337.8,341.9,34.0,275.6,415.4,392.9,36.0,186.5,87.4,115.6,2689.4,1651.8,1037.7,203535.9,125205.3,78330.6,207443.7,127609.2,79834.5
Zirku,1983,233,1660.3,2019.8,2010.3,2009.0,2008.9,2008.7,117.3,519.2,340.7,354.0,16.0,213.1,309.9,242.2,21.0,47.7,47.1,42.6,1156.4,839.9,316.5,87115.0,63266.2,23848.8,88787.6,64480.9,24306.7
Fujairah,1933,1265,32436.7,58281.6,2005.9,2007.3,2005.0,2005.0,237.6,421.7,571.1,594.9,33.0,82.7,469.5,485.0,16.0,48.0,73.6,71.9,4355.4,3248.8,1106.6,335150.0,250388.5,84761.5,341584.9,255195.9,86389.0
Jebel Ali Free Zone,1580,459,6177.9,7493.9,2007.1,2007.6,2006.6,2007.0,161.7,307.9,266.9,267.3,26.5,99.0,86.1,75.1,21.0,68.9,49.8,50.2,1425.8,984.8,441.0,109108.0,75498.7,33609.3,111202.9,76948.3,34254.6
Abu Al Bukhoosh,1202,219,988.1,1247.2,2009.5,2007.7,2004.8,2005.2,112.5,253.1,352.0,412.7,19.0,97.1,153.1,140.8,15.0,65.5,74.6,55.7,408.8,303.4,105.4,30576.9,22814.9,7762.0,31163.9,23252.9,7911.0
Jebel Ali,1199,526,7556.4,11210.0,2005.8,2007.3,2007.2,2007.5,247.4,357.3,369.9,380.8,29.0,99.2,107.7,108.5,25.0,54.2,59.7,62.8,1731.1,1032.7,698.4,132991.6,79248.0,53743.6,135545.0,80769.6,54775.5
Zirkuh Petroleum Port,1147,260,7207.8,13360.1,2009.7,2008.0,2007.0,2006.9,146.4,379.4,376.3,382.5,25.0,129.0,65.5,59.3,20.0,37.7,29.9,29.2,1052.4,629.0,423.4,80551.5,47955.0,32596.5,82098.1,48875.8,33222.3
Ruwais,1138,508,20377.9,33849.5,2009.3,2009.5,2008.2,2007.7,377.5,522.7,581.1,618.3,39.0,118.5,324.4,354.8,29.0,66.3,39.6,37.2,2733.2,1726.8,1006.4,210465.3,133125.2,77340.1,214506.3,135681.2,78825.1
Fateh Oil Terminal,946,232,5840.0,8326.5,2007.8,2004.8,2004.3,2006.3,84.0,509.3,925.8,891.0,14.0,132.4,523.2,559.5,11.0,40.9,111.9,60.0,775.4,559.5,215.9,56354.3,41092.5,15261.8,57436.4,41881.5,15554.8
Khor Fakkan,924,475,17169.5,24933.7,2002.4,2003.5,2004.3,2004.2,273.3,776.0,646.6,644.4,39.0,262.6,522.0,530.3,16.0,77.1,131.3,153.3,3245.3,2723.5,521.8,245431.8,205476.5,39955.3,250144.1,209421.6,40722.5
Das Island,876,219,15661.7,25084.8,2008.6,2007.2,2006.5,2008.2,157.6,444.1,660.6,735.4,22.5,89.5,428.0,509.7,32.0,52.2,29.0,26.7,1967.2,1234.8,732.5,143788.8,89187.6,54601.2,146549.5,90900.0,55649.5
Mina Saqr,810,344,2509.2,3870.8,2005.5,2006.3,2004.1,2004.2,157.5,361.0,291.3,309.4,34.0,123.5,189.3,181.6,34.0,71.4,53.0,51.4,512.3,371.5,140.9,39123.1,28390.5,10732.6,39874.2,28935.6,10938.7
Sharjah,570,315,2105.0,3088.9,2001.9,2001.4,2001.8,2001.6,184.3,434.1,324.5,353.9,40.0,192.0,341.1,344.3,42.0,193.2,165.7,159.1,1143.7,494.7,649.1,87246.7,37754.5,49492.1,88921.8,38479.4,50442.4
Hulaylah Oil Terminal,492,280,1718.2,2695.7,2002.4,2002.5,2004.6,2004.6,172.6,420.0,289.7,282.8,31.0,96.9,113.9,109.1,14.0,66.0,75.9,71.7,414.1,249.7,164.4,31441.4,18963.0,12478.4,32045.1,19327.1,12718.0
Mina Khalifa/Abu Dhabi,469,118,2084.0,2658.6,2007.6,2005.8,2008.1,2007.2,169.1,469.1,287.1,316.0,16.0,140.2,118.5,121.5,15.0,62.1,53.8,65.4,427.0,293.2,133.8,32634.0,22442.8,10191.2,33260.6,22873.7,10386.9
Free Port,450,301,4533.2,6979.7,2005.1,2005.6,2004.5,2004.7,221.6,501.1,456.3,423.6,31.0,191.5,177.0,117.5,42.5,275.6,385.0,355.1,2562.0,511.2,2050.8,197392.2,39049.9,158342.3,201182.2,39799.7,161382.5
