Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,497,123,108.3,84.5,2001.8,2005.5,1999.2,1998.8,293.1,423.3,362.1,353.8,75.0,283.6,490.0,469.8,22.0,99.4,143.6,135.1,170.5,138.3,32.3,12808.4,10385.4,2423.0,13054.3,10584.8,2469.5
Container,289,54,4061.7,4736.2,2006.1,2005.4,2007.7,2007.4,285.1,350.5,297.3,302.2,25.0,61.9,49.7,52.4,22.0,30.9,28.7,28.6,585.9,424.6,161.3,45278.1,32830.3,12447.8,46147.4,33460.7,12686.8
Bulk carrier,288,206,8221.1,14877.9,2008.7,2009.4,2009.0,2009.0,437.7,770.6,641.6,636.1,41.0,88.4,205.2,201.7,40.5,52.7,62.4,62.3,661.2,562.1,99.1,51180.4,43521.3,7659.1,52163.0,44356.9,7806.2
Oil tanker,238,165,13161.3,23311.0,2005.8,2007.5,2009.1,2009.1,450.2,1337.8,1306.3,1300.1,48.5,137.7,379.5,381.1,31.5,58.6,51.9,52.0,1617.8,1304.9,313.0,125228.6,101035.5,24193.1,127632.9,102975.4,24657.6
General cargo,223,79,1425.0,1871.3,1994.1,2003.6,2005.2,2005.2,327.0,923.3,756.8,731.4,41.0,112.8,238.7,239.5,29.0,60.5,62.0,65.5,270.6,227.4,43.2,20743.4,17475.9,3267.4,21141.6,17811.5,3330.2
Chemical tanker,202,134,4287.6,6905.0,2010.8,2010.7,2010.4,2010.4,462.8,1114.0,998.2,998.1,43.0,105.6,271.9,272.5,38.0,52.5,52.3,52.0,776.5,597.6,178.8,59904.8,46184.1,13720.7,61055.0,47070.8,13984.2
Vehicle,189,140,3665.7,1220.4,2008.2,2007.8,2008.4,2008.0,283.3,312.6,321.5,324.9,20.0,26.5,67.0,69.0,9.0,11.4,18.2,18.3,220.6,196.8,23.8,17090.8,15246.2,1844.7,17419.0,15538.9,1880.1
Service - other,51,19,43.8,32.5,2006.8,2007.2,2001.5,2001.6,325.1,1610.4,1284.4,1305.1,79.0,642.8,486.2,553.7,34.0,390.1,335.9,393.1,52.9,33.8,19.0,3973.5,2541.7,1431.8,4049.8,2590.5,1459.3
Cruise,36,11,1005.2,94.5,2011.7,2009.6,2011.5,2011.1,268.1,289.3,304.6,308.6,18.0,20.1,27.0,27.2,30.0,21.0,30.7,30.5,269.7,151.3,118.4,20893.4,11718.5,9174.9,21294.5,11943.5,9351.0
Offshore,23,21,60.0,47.4,2001.1,2001.7,2013.1,2010.9,271.0,1193.8,535.6,731.9,46.0,397.1,429.3,583.0,90.0,631.9,282.8,312.4,61.5,38.9,22.6,4620.2,2925.4,1694.7,4708.9,2981.6,1727.3
Liquefied gas tanker,18,15,662.4,761.1,2010.7,2009.5,2010.9,2010.8,803.2,1067.0,1146.1,1134.7,67.5,86.5,151.0,150.5,36.5,48.9,40.2,40.6,80.0,64.5,15.5,6176.1,4989.1,1187.0,6294.7,5084.9,1209.8
Ro-Ro,9,8,171.2,97.3,2006.3,2005.5,2003.9,2002.5,331.1,669.8,465.8,489.6,28.0,104.0,148.5,144.8,20.0,29.4,18.9,18.9,30.1,26.3,3.9,2333.4,2033.8,299.6,2378.2,2072.9,305.4
