Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,2200,409,311816.0,348635.3,2006.9,2007.5,2008.5,2008.4,1222.0,2040.5,2408.8,2372.3,86.0,138.5,273.6,271.2,23.0,26.5,24.6,24.8,33448.8,32410.5,1038.2,2587288.3,2507827.3,79461.0,2636964.3,2555977.6,80986.6
Bulk carrier,1665,972,104003.0,181618.1,2008.5,2010.6,2009.3,2009.3,1043.8,2078.0,1999.3,2054.4,127.0,239.4,409.1,416.7,49.0,93.8,106.7,107.6,8664.5,7992.7,671.8,667223.7,616258.7,50965.0,680034.4,628090.8,51943.6
Cruise,1615,119,106310.1,10021.8,2003.5,2002.9,2005.9,2005.4,552.4,688.3,636.2,637.4,38.0,47.0,57.5,59.8,9.0,20.4,10.1,10.3,21293.0,19375.8,1917.2,1635547.1,1489928.5,145618.6,1666949.6,1518535.2,148414.5
Chemical tanker,1552,493,48737.9,81007.5,2009.2,2010.1,2010.1,2010.2,799.5,1542.6,1427.6,1427.6,124.0,191.0,297.5,298.2,39.0,52.4,54.1,54.0,7854.1,6363.3,1490.8,601228.9,488812.2,112416.7,612772.5,498197.4,114575.1
General cargo,994,429,21956.9,30826.0,2006.2,2007.6,2008.0,2008.1,906.3,1906.3,1839.5,1807.6,85.0,191.6,372.6,361.6,45.0,67.3,73.0,74.4,3619.3,3301.9,317.4,277240.6,253394.3,23846.3,282563.6,258259.4,24304.1
Oil tanker,927,395,153454.8,289781.5,2007.6,2008.1,2009.7,2009.8,908.3,3087.0,3021.1,3110.0,166.0,329.1,735.3,744.6,42.0,66.2,83.9,83.9,13897.4,11310.3,2587.0,1067739.2,872044.1,195695.1,1088239.8,888787.4,199452.5
Vehicle,705,306,84668.5,27405.4,2007.7,2007.9,2008.3,2008.0,1608.5,2108.7,2095.5,2101.9,119.0,153.7,218.0,219.4,12.0,16.1,17.3,17.4,4992.3,4856.2,136.1,385357.9,375018.0,10339.8,392756.7,382218.4,10538.4
Liquefied gas tanker,400,106,30472.8,27995.0,2011.9,2011.6,2013.3,2013.3,723.9,2293.8,2064.8,1925.5,119.0,238.0,382.2,367.1,35.0,48.9,45.4,46.8,3773.5,3403.9,369.6,257877.4,229997.2,27880.2,262828.6,234413.1,28415.5
Offshore,122,54,704.1,599.6,2002.9,2002.1,1998.3,1998.3,364.8,1108.1,1139.3,1041.4,42.0,417.5,526.5,466.8,25.5,510.1,598.9,503.8,325.3,232.6,92.7,24251.4,17291.0,6960.4,24717.0,17623.0,7094.0
Service - tug,89,51,51.3,38.2,1990.1,1992.2,1999.0,1999.6,680.4,1309.6,986.4,924.6,101.0,396.9,732.2,605.4,47.0,216.6,260.2,255.5,104.5,89.4,15.2,7867.6,6729.3,1138.3,8018.7,6858.5,1160.2
Service - other,46,37,482.3,418.4,1998.0,1996.3,2000.6,2002.4,1621.3,2496.8,2243.8,2138.2,367.5,723.3,842.1,901.0,68.5,488.6,367.9,330.3,230.1,190.8,39.2,17358.7,14409.7,2949.0,17692.0,14686.3,3005.6
Ro-Ro,40,9,1358.0,1133.7,1992.7,2003.6,1988.3,1985.8,830.7,1004.5,1531.0,1679.6,101.5,130.4,1477.6,1619.9,19.5,27.7,55.4,56.0,169.2,124.1,45.1,12838.6,9453.4,3385.2,13085.1,9634.9,3450.2
Miscellaneous - fishing,30,20,162.3,124.9,1985.3,1988.3,1988.0,1989.4,1443.5,4339.4,4588.1,4717.5,190.5,540.8,1259.4,1232.1,79.0,351.5,379.8,413.9,100.9,86.2,14.7,7583.1,6481.9,1101.2,7728.7,6606.3,1122.4
Refrigerated bulk,17,17,439.3,484.3,1993.9,1993.9,1994.6,1993.9,2678.0,3864.4,3199.8,3284.1,160.0,407.8,522.6,557.0,81.0,131.5,126.4,128.8,252.4,202.7,49.7,19198.2,15465.8,3732.5,19566.9,15762.7,3804.1
Ferry-pax only,6,5,17.3,5.5,1983.7,1980.4,1978.1,1975.8,800.5,1411.3,1163.8,1113.2,106.0,233.1,203.3,191.0,52.0,517.7,279.1,267.9,8.6,4.4,4.2,649.7,336.3,313.4,662.1,342.8,319.4
Ferry-RoPax,5,4,205.4,48.3,2002.6,2001.5,1992.3,1991.4,2168.9,6004.5,3680.3,5325.5,373.0,2243.6,3105.3,3784.7,25.0,39.4,41.2,39.6,78.4,76.5,1.9,5918.5,5775.6,142.8,6032.1,5886.5,145.6
