Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yuum Kaknaab,5511,225,1128.1,1240.5,2005.3,2002.5,2007.5,2006.5,116.1,260.7,186.3,186.5,17.0,88.9,232.1,212.6,18.0,74.5,132.6,120.1,1565.4,940.2,625.3,118125.2,71114.8,47010.5,120393.2,72480.2,47913.1
Ciudad Del Carmen,5414,211,719.8,750.5,2001.2,2001.2,2002.4,1999.9,90.9,295.2,180.5,168.8,11.0,117.7,446.2,413.0,4.0,72.5,155.5,119.8,1442.6,1176.3,266.2,108682.2,88684.4,19997.8,110768.9,90387.1,20381.7
Dos Bocas,3818,230,2072.6,2902.9,2006.6,2004.2,2009.5,2009.3,113.1,359.4,242.2,249.2,15.0,154.6,437.3,321.6,9.0,86.0,410.3,155.9,1442.9,863.9,579.0,109251.3,65164.6,44086.7,111348.9,66415.7,44933.2
Cantarell,2008,165,475.2,560.9,2002.2,2001.7,2007.8,2007.8,112.0,218.3,182.3,164.7,16.0,73.1,287.1,192.6,16.0,84.5,128.2,104.9,554.8,288.4,266.4,41797.2,21698.3,20098.8,42599.7,22115.0,20484.7
Frontera,1481,152,294.4,288.0,2003.9,2001.6,2006.4,2005.1,86.4,167.4,138.8,136.5,12.0,51.8,330.4,286.8,21.0,96.2,345.3,293.7,398.2,182.6,215.6,29979.9,13731.7,16248.3,30555.5,13995.3,16560.2
Manzanillo,934,443,18834.0,23441.8,2007.5,2009.0,2008.9,2009.3,307.2,576.2,382.2,402.4,29.0,75.6,74.4,85.7,25.0,57.5,39.1,44.7,2704.2,2073.4,630.8,208995.3,160253.5,48741.8,213008.0,163330.4,49677.6
Pichilingue,882,50,2042.3,1452.1,1989.3,2002.7,1996.0,1999.5,229.5,358.9,231.3,264.3,16.0,38.5,82.1,125.6,8.0,27.6,25.0,33.8,737.1,562.7,174.3,56431.4,43155.2,13276.2,57514.8,43983.8,13531.1
Mazatlan,861,232,6945.6,6312.9,1999.7,2006.4,2004.7,2006.9,268.8,1016.6,321.0,398.1,21.0,175.3,158.5,219.5,15.0,49.4,38.8,56.8,1877.9,1361.9,516.0,144411.1,104647.3,39763.8,147183.8,106656.5,40527.3
Coatzacoalcos,704,282,5218.0,8534.3,2005.8,2008.0,2008.7,2008.8,321.5,297.6,334.5,334.9,28.0,50.2,55.0,54.7,69.0,108.6,137.3,134.1,1663.0,644.9,1018.1,128511.6,49863.8,78647.8,130979.0,50821.2,80157.8
Veracruz,691,362,8550.4,8876.0,2006.5,2007.3,2006.7,2006.7,246.6,324.5,269.2,273.8,19.0,52.9,39.7,45.0,29.0,106.8,78.1,82.3,1310.1,813.7,496.4,101005.7,62927.0,38078.7,102945.0,64135.2,38809.9
